GENE	EVENT	AS_TYPE	dPSI_TAF2	dPSI_TAF2dIDR	direction_TAF2	direction_TAF2dIDR
BANP	HsaEX1005453	Exon	-18.75	-12.219999999999999	DOWN	NONE
C19orf54	HsaEX1006185	Exon	-26.549999999999997	-18.700000000000003	DOWN	DOWN
CCDC183-AS1	HsaEX1007387	Exon	-21.22	-19.89	DOWN	DOWN
CENPC	HsaEX1008204	Exon	-15.759999999999998	-26.799999999999997	DOWN	DOWN
CTC-499B15.5	HsaEX1010200	Exon	-15.679999999999993	2.780000000000001	DOWN	NONE
CTD-2369P2.10	HsaEX1010435	Exon	-16.400000000000006	-37.73	DOWN	DOWN
CYP4F26P	HsaEX1010903	Exon	-16.15	-7.349999999999994	DOWN	NONE
DAG1	HsaEX1010975	Exon	-19.59	-16.81	DOWN	DOWN
DKK3	HsaEX1011679	Exon	-19.13	1.25	DOWN	NONE
ERVK13-1	HsaEX1013434	Exon	-22.54	-27.830000000000002	DOWN	DOWN
KCTD9	HsaEX1018510	Exon	-20.79	-17.47	DOWN	DOWN
L3HYPDH	HsaEX1019267	Exon	-19.25	-12.43	DOWN	NONE
LINC00174	HsaEX1019759	Exon	-31.129999999999995	-22.11	DOWN	DOWN
LINC00476	HsaEX1019939	Exon	-19.819999999999993	-6.010000000000005	DOWN	NONE
LINC01446	HsaEX1020928	Exon	-15.439999999999998	-1.75	DOWN	NONE
LINC01572	HsaEX1021141	Exon	-15.29	-7.319999999999999	DOWN	NONE
PCAT7	HsaEX1027192	Exon	-22.15	-21.92	DOWN	DOWN
PLD1	HsaEX1028470	Exon	-16.59	-12.739999999999998	DOWN	NONE
PSG11	HsaEX1029759	Exon	-19.730000000000004	-11.820000000000007	DOWN	NONE
PSMA3-AS1	HsaEX1029767	Exon	-15.25	-4.859999999999999	DOWN	NONE
RP11-268G12.1	HsaEX1032727	Exon	-18.939999999999998	-18.389999999999997	DOWN	DOWN
RP11-334C17.5	HsaEX1033044	Exon	-19.98	-0.2700000000000031	DOWN	NONE
RP11-432J22.2	HsaEX1033570	Exon	-16.590000000000003	1.990000000000009	DOWN	NONE
RP5-1198O20.4	HsaEX1035387	Exon	-17.68	-4.199999999999996	DOWN	NONE
RP5-1198O20.4	HsaEX1035388	Exon	-17.299999999999997	1.25	DOWN	NONE
SLF1	HsaEX1037806	Exon	-27.450000000000003	-15.689999999999998	DOWN	DOWN
SLF1	HsaEX1037807	Exon	-31.93	-30.15	DOWN	DOWN
SLF1	HsaEX1037808	Exon	-31.599999999999994	-16.11	DOWN	DOWN
SNHG14	HsaEX1038197	Exon	-18.970000000000002	10.139999999999997	DOWN	NONE
WHAMM	HsaEX1044025	Exon	-17.83	-5.5699999999999985	DOWN	NONE
ZNF221	HsaEX1044897	Exon	-19.950000000000003	-15.310000000000002	DOWN	DOWN
ALS2CL	HsaEX1045734	Exon	-15.379999999999995	0	DOWN	NONE
RABGAP1L	HsaEX1046648	Exon	-25.400000000000006	-18.180000000000007	DOWN	DOWN
TRIM66	HsaEX6000691	Exon	-16.260000000000005	0	DOWN	NONE
SVOPL	HsaEX6010756	Exon	-17.559999999999995	8.260000000000005	DOWN	NONE
DPY30	HsaEX6012794	Exon	-17.840000000000003	-30.799999999999997	DOWN	DOWN
SREBF1	HsaEX6021320	Exon	-22.900000000000006	-16.17	DOWN	DOWN
ACBD6	HsaEX6035252	Exon	-25	0	DOWN	NONE
SLC25A27	HsaEX6047520	Exon	-29	0	DOWN	NONE
AK9	HsaEX6048862	Exon	-23.08	-12.120000000000005	DOWN	NONE
FAM120C	HsaEX6051937	Exon	-15.920000000000002	0	DOWN	NONE
KCNH3	HsaEX6066383	Exon	-15.379999999999995	0	DOWN	NONE
HERC1	HsaEX6075260	Exon	-16.930000000000007	0	DOWN	NONE
SPEF2	HsaEX6097697	Exon	-27.78	-38.160000000000004	DOWN	DOWN
FTX	HsaEX7004747	Exon	-15.36	-8.16	DOWN	NONE
LINC00470	HsaEX7108303	Exon	-18.33	-6	DOWN	NONE
LINC01260	HsaEX7108609	Exon	-18.730000000000004	-13.980000000000004	DOWN	NONE
SEC14L2	HsaEX7109121	Exon	-31.519999999999996	-21.069999999999993	DOWN	DOWN
ABCC3	HsaINT0001236	Intron	-15.15	-7.609999999999999	DOWN	NONE
ABCC3	HsaINT0001237	Intron	-16	-12.82	DOWN	NONE
ACCS	HsaINT0002403	Intron	-18.86	1.6500000000000057	DOWN	NONE
ACCS	HsaINT0002414	Intron	-18.409999999999997	-15.789999999999992	DOWN	DOWN
AGBL3	HsaINT0005458	Intron	-24.240000000000002	-6.060000000000002	DOWN	NONE
ANO7	HsaINT0009479	Intron	-15.379999999999995	0	DOWN	NONE
ANO7	HsaINT0009480	Intron	-21.43	7.730000000000004	DOWN	NONE
ARHGEF4	HsaINT0012083	Intron	-16.86	-10.980000000000004	DOWN	NONE
AVL9	HsaINT0015972	Intron	-17.11	-16.759999999999998	DOWN	DOWN
C8orf37	HsaINT0025140	Intron	-15.13	-5.010000000000002	DOWN	NONE
CDC16	HsaINT0031478	Intron	-17.82	-9.99	DOWN	NONE
CHRNB1	HsaINT0035223	Intron	-34.339999999999996	-49.99999999999999	DOWN	DOWN
CLCN6	HsaINT0035981	Intron	-25.03	-27.060000000000002	DOWN	DOWN
CORO6	HsaINT0040307	Intron	-20.230000000000004	-1.1700000000000017	DOWN	NONE
CORO6	HsaINT0040308	Intron	-32.379999999999995	-13.189999999999998	DOWN	NONE
CTRL	HsaINT0043018	Intron	-18.08	-11.079999999999998	DOWN	NONE
CXCL3	HsaINT0043697	Intron	-20.14	-10.81	DOWN	NONE
DERL3	HsaINT0047048	Intron	-22.66	-16.18	DOWN	DOWN
DNAJC4	HsaINT0050456	Intron	-15.629999999999995	-11.849999999999994	DOWN	NONE
DND1	HsaINT0050569	Intron	-17.78	-14.629999999999995	DOWN	NONE
DOK1	HsaINT0051453	Intron	-15.6	-19.32	DOWN	DOWN
C1QTNF12	HsaINT0059829	Intron	-16.13	3.870000000000001	DOWN	NONE
FCHSD1	HsaINT0063280	Intron	-15.780000000000001	-11.090000000000003	DOWN	NONE
FUK	HsaINT0066592	Intron	-16.6	-6.960000000000001	DOWN	NONE
IRF9	HsaINT0082090	Intron	-15.219999999999999	-10.54	DOWN	NONE
ISYNA1	HsaINT0082203	Intron	-16.41	-5.609999999999999	DOWN	NONE
KCNH3	HsaINT0084318	Intron	-22.05	-22.05	DOWN	DOWN
KIAA0556	HsaINT0086020	Intron	-21.07	-18.48	DOWN	DOWN
KREMEN2	HsaINT0089283	Intron	-17.65	-17.340000000000003	DOWN	DOWN
LCAT	HsaINT0090960	Intron	-15.54	-9.209999999999997	DOWN	NONE
LHX6	HsaINT0091740	Intron	-21.299999999999997	-27.789999999999992	DOWN	DOWN
RP11-849H4.2	HsaINT0093078	Intron	-16.97	-14.55	DOWN	NONE
CTD-2366F13.1	HsaINT0093652	Intron	-34.010000000000005	-4.100000000000001	DOWN	NONE
LINC01270	HsaINT0093843	Intron	-16.53	-18.759999999999998	DOWN	DOWN
TEX22	HsaINT0095058	Intron	-16.060000000000002	-0.7000000000000028	DOWN	NONE
LRRC56	HsaINT0096999	Intron	-20.83	-8.329999999999998	DOWN	NONE
LYSMD4	HsaINT0097964	Intron	-17.19	-28.89	DOWN	DOWN
MAMDC4	HsaINT0098623	Intron	-16.040000000000006	-10.670000000000002	DOWN	NONE
MTRF1	HsaINT0106458	Intron	-17.659999999999997	-11.829999999999998	DOWN	NONE
LINC00239	HsaINT0111581	Intron	-16	-24.35	DOWN	DOWN
PAPLN	HsaINT0120107	Intron	-21.45	-23.009999999999998	DOWN	DOWN
PAPLN	HsaINT0120119	Intron	-17.339999999999996	-7.559999999999999	DOWN	NONE
PAPLN	HsaINT0120120	Intron	-15.82	-6.010000000000002	DOWN	NONE
PDP2	HsaINT0122610	Intron	-34.21	-23.33	DOWN	DOWN
PLA2G4B	HsaINT0126337	Intron	-19.049999999999997	-19.049999999999997	DOWN	DOWN
PLEKHN1	HsaINT0127539	Intron	-19.369999999999997	-14.2	DOWN	NONE
POLN	HsaINT0129106	Intron	-21.47	-25.48	DOWN	DOWN
POMT1	HsaINT0129566	Intron	-16.33	-2.719999999999999	DOWN	NONE
RAD52	HsaINT0136676	Intron	-20.21	-27.49	DOWN	DOWN
RHBDL1	HsaINT0140384	Intron	-17.7	-4.539999999999999	DOWN	NONE
RHBDL1	HsaINT0140388	Intron	-24.400000000000002	-19.130000000000003	DOWN	DOWN
RHEBL1	HsaINT0140455	Intron	-18.52	1.4800000000000004	DOWN	NONE
RNF146	HsaINT0141361	Intron	-17.049999999999997	-10.690000000000001	DOWN	NONE
SCML1	HsaINT0145690	Intron	-20.549999999999997	-8.79	DOWN	NONE
SERPINB1	HsaINT0148018	Intron	-18.450000000000003	-20.820000000000004	DOWN	DOWN
SGK494	HsaINT0148994	Intron	-16.230000000000004	-20.540000000000006	DOWN	DOWN
SIK3	HsaINT0150071	Intron	-28.75	-12.779999999999998	DOWN	NONE
SLC16A5	HsaINT0151012	Intron	-19.03	-19.250000000000004	DOWN	DOWN
SLX4	HsaINT0154682	Intron	-17.009999999999998	-10.049999999999997	DOWN	NONE
STX1B	HsaINT0161312	Intron	-16.67	20.83	DOWN	UP
TM7SF2	HsaINT0167828	Intron	-20	-16.15	DOWN	DOWN
TMC6	HsaINT0168030	Intron	-15.63	-16.36	DOWN	DOWN
TMEM80	HsaINT0169410	Intron	-61.15	-15.349999999999994	DOWN	DOWN
USP35	HsaINT0179017	Intron	-15.02	-14.059999999999999	DOWN	NONE
VIPR2	HsaINT0180264	Intron	-15.48	-4.370000000000001	DOWN	NONE
DAW1	HsaINT0182501	Intron	-18.639999999999997	-16.869999999999997	DOWN	DOWN
XRRA1	HsaINT0184011	Intron	-15.399999999999999	-12.96	DOWN	NONE
ZNF341	HsaINT0186964	Intron	-18.22	-12.79	DOWN	NONE
ZNF343	HsaINT0186975	Intron	-24.109999999999996	-22.009999999999998	DOWN	DOWN
ZNF426	HsaINT0187200	Intron	-18.42	-10.21	DOWN	NONE
ZNF789	HsaINT0188404	Intron	-16.11	-2.0799999999999983	DOWN	NONE
ADGRL1	HsaINT1002961	Intron	-25.7	-14.870000000000001	DOWN	NONE
AGER	HsaINT1003169	Intron	-20.55000000000001	-25.860000000000007	DOWN	DOWN
ANK3	HsaINT1003646	Intron	-16.25	-21.6	DOWN	DOWN
ARHGAP27P1-BPTFP1-KPNA2P3	HsaINT1004361	Intron	-18.77	-14.07	DOWN	NONE
CTD-2303H24.2	HsaINT1009710	Intron	-17.510000000000005	0	DOWN	NONE
GLB1L	HsaINT1014432	Intron	-25.810000000000002	-5.8799999999999955	DOWN	NONE
HAS2-AS1	HsaINT1015220	Intron	-18.75	-14.58	DOWN	NONE
HOTAIR	HsaINT1015827	Intron	-20	-10.599999999999998	DOWN	NONE
HOXC4	HsaINT1015862	Intron	-18.909999999999997	1.2900000000000063	DOWN	NONE
LINC01234	HsaINT1019656	Intron	-20.59	-5.560000000000002	DOWN	NONE
LINC01806	HsaINT1020854	Intron	-18.5	-0.3400000000000034	DOWN	NONE
MMP25-AS1	HsaINT1023210	Intron	-30	-43.75	DOWN	DOWN
NKX2-1	HsaINT1024910	Intron	-28.07	-15.379999999999999	DOWN	DOWN
PEX10	HsaINT1026647	Intron	-41.18	-18.58	DOWN	DOWN
PLA2G4B	HsaINT1027190	Intron	-22.22	-25.810000000000002	DOWN	DOWN
PTENP1-AS	HsaINT1028415	Intron	-16.560000000000002	-6.32	DOWN	NONE
RP11-1149O23.3	HsaINT1030406	Intron	-15.61	-4.179999999999993	DOWN	NONE
RP11-21L23.3	HsaINT1031916	Intron	-15.459999999999997	-6.189999999999998	DOWN	NONE
RP11-298I3.4	HsaINT1032871	Intron	-28.740000000000002	-15.32	DOWN	DOWN
RP11-441O15.3	HsaINT1034857	Intron	-15.379999999999995	-16	DOWN	DOWN
RP11-44N21.1	HsaINT1034985	Intron	-21.620000000000005	-18.180000000000007	DOWN	DOWN
RP11-543D5.2	HsaINT1036113	Intron	-18.440000000000005	-14.18	DOWN	NONE
RP11-867G23.10	HsaINT1038627	Intron	-18.699999999999996	-13.879999999999995	DOWN	NONE
SLC35B3	HsaINT1042005	Intron	-37.89	-13.870000000000005	DOWN	NONE
SLC39A13	HsaINT1042051	Intron	-30.67	-16.68	DOWN	DOWN
STK19	HsaINT1043191	Intron	-17.64	-10.529999999999987	DOWN	NONE
TRAF3IP2-AS1	HsaINT1045023	Intron	-17.28	-16.220000000000002	DOWN	DOWN
TRAM2-AS1	HsaINT1045031	Intron	-21.89999999999999	-16.639999999999986	DOWN	DOWN
ZNF133	HsaINT1047294	Intron	-25.400000000000002	-11.93	DOWN	NONE
bP-21264C1.2	HsaINT1047813	Intron	-15.620000000000005	-9.980000000000004	DOWN	NONE
MSH5	HsaINT1048151	Intron	-18.43	-11.860000000000001	DOWN	NONE
ACBD4	HsaALTA0000150-1/2	Alt. Acceptor	11.419999999999998	16.16	NONE	UP
ADAMTS6	HsaALTA0000224-1/2	Alt. Acceptor	2.3399999999999963	25.86	NONE	UP
BNC2	HsaALTA0000958-1/2	Alt. Acceptor	-11.74	-11.74	NONE	NONE
CAPRIN2	HsaALTA0001466-2/3	Alt. Acceptor	-5.32	15.559999999999995	NONE	UP
CCDC24	HsaALTA0001572-1/5	Alt. Acceptor	-10.969999999999999	-6.1199999999999974	NONE	NONE
CCL20	HsaALTA0001603-1/2	Alt. Acceptor	0.7100000000000009	16.270000000000003	NONE	UP
CLCN2	HsaALTA0001896-4/4	Alt. Acceptor	-8.080000000000005	17.6	NONE	UP
CLCN6	HsaALTA0001897-4/4	Alt. Acceptor	6.1699999999999875	17.319999999999993	NONE	UP
KAT14	HsaALTA0002217-2/2	Alt. Acceptor	5.660000000000004	16.49000000000001	NONE	UP
DACT1	HsaALTA0002326-1/3	Alt. Acceptor	-3.059999999999995	27.83	NONE	UP
DOK1	HsaALTA0002603-1/2	Alt. Acceptor	11.940000000000001	32.95	NONE	UP
DPP3	HsaALTA0002633-2/4	Alt. Acceptor	-7.259999999999998	20.080000000000005	NONE	UP
DTWD1	HsaALTA0002671-3/3	Alt. Acceptor	10.53	17.68	NONE	UP
EEF1A1	HsaALTA0002748-4/6	Alt. Acceptor	6.52	16.29	NONE	UP
EPB41L5	HsaALTA0002940-2/4	Alt. Acceptor	2.0199999999999996	17.830000000000002	NONE	UP
FAM149A	HsaALTA0003124-2/2	Alt. Acceptor	-4.100000000000001	16.119999999999997	NONE	UP
GPSM1	HsaALTA0003783-3/3	Alt. Acceptor	0.240000000000002	5.490000000000002	NONE	NONE
HSD3B7	HsaALTA0004108-1/7	Alt. Acceptor	-9.509999999999998	15.81000000000001	NONE	UP
ITGB1	HsaALTA0004397-2/4	Alt. Acceptor	7.150000000000002	17.240000000000002	NONE	UP
KRIT1	HsaALTA0004644-2/2	Alt. Acceptor	12.350000000000001	16.490000000000002	NONE	UP
MPPE1	HsaALTA0005312-2/2	Alt. Acceptor	8.07	21.47	NONE	UP
PAN2	HsaALTA0006052-1/2	Alt. Acceptor	12.129999999999999	13.52	NONE	NONE
PARP3	HsaALTA0006082-2/2	Alt. Acceptor	8.64	21.43	NONE	UP
PGBD1	HsaALTA0006209-1/2	Alt. Acceptor	-4.239999999999995	17.270000000000003	NONE	UP
PHLDB1	HsaALTA0006256-2/2	Alt. Acceptor	12.030000000000001	9.260000000000005	NONE	NONE
PPARA	HsaALTA0006565-1/2	Alt. Acceptor	-2.8500000000000014	15.420000000000002	NONE	UP
PPM1N	HsaALTA0006594-2/2	Alt. Acceptor	2.739999999999995	29.409999999999997	NONE	UP
PPP1R3F	HsaALTA0006611-2/2	Alt. Acceptor	7.609999999999999	15.219999999999999	NONE	UP
PRKAG2	HsaALTA0006682-2/2	Alt. Acceptor	4.359999999999999	15.179999999999993	NONE	UP
PRUNE1	HsaALTA0006733-2/3	Alt. Acceptor	12.630000000000003	15.869999999999997	NONE	UP
PTBP2	HsaALTA0006796-2/2	Alt. Acceptor	6.3799999999999955	18.119999999999997	NONE	UP
REEP2	HsaALTA0007098-2/2	Alt. Acceptor	-13.520000000000003	44.97	NONE	UP
REPS1	HsaALTA0007106-4/5	Alt. Acceptor	-12.97999999999999	-10.39	NONE	NONE
RHOT1	HsaALTA0007173-2/2	Alt. Acceptor	1.7999999999999972	26.17	NONE	UP
RPL12	HsaALTA0007293-2/5	Alt. Acceptor	6.920000000000002	18.25	NONE	UP
RUFY3	HsaALTA0007434-2/2	Alt. Acceptor	11.649999999999999	15.43	NONE	UP
SH3TC1	HsaALTA0007770-2/2	Alt. Acceptor	0	20.48	NONE	UP
SPOPL	HsaALTA0008185-3/4	Alt. Acceptor	14.39	21.460000000000008	NONE	UP
TCTN2	HsaALTA0008546-1/3	Alt. Acceptor	12.81	22.61	NONE	UP
TJAP1	HsaALTA0008669-2/4	Alt. Acceptor	-10.340000000000003	-7.200000000000003	NONE	NONE
TMC6	HsaALTA0008712-3/4	Alt. Acceptor	8.600000000000009	30.650000000000006	NONE	UP
TMEM198	HsaALTA0008777-2/4	Alt. Acceptor	0	17.39	NONE	UP
TPI1	HsaALTA0008909-2/2	Alt. Acceptor	-2.6600000000000037	26.429999999999993	NONE	UP
TRERF1	HsaALTA0008955-1/2	Alt. Acceptor	6.93	15.509999999999998	NONE	UP
UBE2H	HsaALTA0009229-2/2	Alt. Acceptor	11.409999999999997	20.980000000000004	NONE	UP
WBSCR27	HsaALTA0009463-2/2	Alt. Acceptor	6.609999999999999	16.6	NONE	UP
ZFP30	HsaALTA0009687-1/2	Alt. Acceptor	4.979999999999997	18.909999999999997	NONE	UP
ZNF138	HsaALTA0009738-1/2	Alt. Acceptor	-2.8599999999999994	24.490000000000002	NONE	UP
ZNF232	HsaALTA0009766-2/3	Alt. Acceptor	-3.200000000000003	17.02000000000001	NONE	UP
ZNF41	HsaALTA0009814-2/3	Alt. Acceptor	7.469999999999999	21.25	NONE	UP
KRIT1	HsaALTA1000093-2/3	Alt. Acceptor	-11	28	NONE	UP
DBF4	HsaALTA1000641-2/2	Alt. Acceptor	0	47.95	NONE	UP
E2F2	HsaALTA1000837-2/3	Alt. Acceptor	5.59	16.33	NONE	UP
VIM	HsaALTA1002049-5/6	Alt. Acceptor	8.730000000000004	17.879999999999995	NONE	UP
WISP2	HsaALTA1004123-2/4	Alt. Acceptor	11.21	15.669999999999995	NONE	UP
CHFR	HsaALTA1005619-1/5	Alt. Acceptor	10.200000000000003	25.92	NONE	UP
ARHGEF10L	HsaALTA1005988-2/2	Alt. Acceptor	-5.35	16.799999999999997	NONE	UP
YPEL3	HsaALTA1008702-1/2	Alt. Acceptor	3.42	18.33	NONE	UP
HSP90AB1	HsaALTA1009572-5/6	Alt. Acceptor	-7.450000000000003	21.299999999999997	NONE	UP
MAST3	HsaALTA1009709-1/2	Alt. Acceptor	5.899999999999999	32.56	NONE	UP
PAPLN	HsaALTA1010737-1/4	Alt. Acceptor	14.679999999999993	26.689999999999998	NONE	UP
PPP4R3A	HsaALTA1010753-1/2	Alt. Acceptor	-2.1000000000000014	21.190000000000005	NONE	UP
ELMO3	HsaALTA1011866-1/3	Alt. Acceptor	-0.6499999999999986	22.550000000000004	NONE	UP
CSPP1	HsaALTA1012545-1/3	Alt. Acceptor	-1.0700000000000003	15.030000000000001	NONE	UP
PLA2G4C	HsaALTA1013375-1/2	Alt. Acceptor	13.629999999999995	26.67	NONE	UP
KCTD10	HsaALTA1015934-2/4	Alt. Acceptor	14.329999999999998	4.839999999999989	NONE	NONE
OSCP1	HsaALTA1019062-2/2	Alt. Acceptor	10.090000000000003	19.42	NONE	UP
RPS25	HsaALTA1019519-2/2	Alt. Acceptor	-4.640000000000001	29.650000000000002	NONE	UP
SMUG1	HsaALTA1021446-3/3	Alt. Acceptor	7.200000000000003	17.08	NONE	UP
TRERF1	HsaALTA1021889-4/4	Alt. Acceptor	12.590000000000003	17.840000000000003	NONE	UP
GGA3	HsaALTA1022216-1/5	Alt. Acceptor	-10.950000000000003	15.57	NONE	UP
NAPB	HsaALTA1022420-3/3	Alt. Acceptor	0	22.73	NONE	UP
AHDC1	HsaALTA1022743-1/2	Alt. Acceptor	-12.800000000000004	16.5	NONE	UP
EIF2S3	HsaALTA1024397-2/3	Alt. Acceptor	10.149999999999999	25.5	NONE	UP
LRRCC1	HsaALTA1026084-2/2	Alt. Acceptor	12.5	16.67	NONE	UP
LRP4	HsaALTA1026538-1/2	Alt. Acceptor	-1.5	19.99	NONE	UP
FAM127A	HsaALTA1026576-2/5	Alt. Acceptor	5.64	17.16	NONE	UP
FAM8A1	HsaALTA1028588-1/2	Alt. Acceptor	0	20.24	NONE	UP
MAPKBP1	HsaALTA1028829-1/2	Alt. Acceptor	0	22.3	NONE	UP
KHK	HsaALTA1029095-1/2	Alt. Acceptor	9.349999999999994	15.909999999999997	NONE	UP
LARP1B	HsaALTA1029657-3/4	Alt. Acceptor	5.86	15.2	NONE	UP
GREB1L	HsaALTA1031112-1/2	Alt. Acceptor	11.420000000000002	17.650000000000006	NONE	UP
EVI5L	HsaALTA1031656-2/3	Alt. Acceptor	0	18.32	NONE	UP
ANK2	HsaALTA1033195-2/2	Alt. Acceptor	7.139999999999986	28.569999999999993	NONE	UP
PNRC1	HsaALTA1033627-1/2	Alt. Acceptor	-11.11	10.560000000000002	NONE	NONE
CCT5	HsaALTA1035136-1/2	Alt. Acceptor	-3.4299999999999926	16.510000000000005	NONE	UP
TIAL1	HsaALTA1035717-1/3	Alt. Acceptor	12.18	-13.949999999999996	NONE	NONE
C16orf74	HsaALTA1036480-4/4	Alt. Acceptor	9.119999999999997	15.71	NONE	UP
OBSCN	HsaALTA1036642-2/2	Alt. Acceptor	5.269999999999996	17.47	NONE	UP
MIER3	HsaALTA1037004-3/3	Alt. Acceptor	11.75	16.36999999999999	NONE	UP
EEF1A1	HsaALTA1037461-3/3	Alt. Acceptor	-5.719999999999999	23.700000000000003	NONE	UP
PTPDC1	HsaALTA1038020-1/2	Alt. Acceptor	4.630000000000001	9.99	NONE	NONE
LSM12	HsaALTA1039408-2/4	Alt. Acceptor	4.87	16.99	NONE	UP
ANKRD33B	HsaALTA1041349-2/2	Alt. Acceptor	8.02	12.28	NONE	NONE
HECTD2	HsaALTA1042067-1/2	Alt. Acceptor	4.6200000000000045	-0.4099999999999966	NONE	NONE
RNASEH2C	HsaALTA1046513-2/3	Alt. Acceptor	0.75	16.71	NONE	UP
SNHG11	HsaALTA1047222-1/2	Alt. Acceptor	3.6000000000000014	16.64	NONE	UP
CCDC66	HsaALTA1049411-1/2	Alt. Acceptor	0	33.02	NONE	UP
ZNF708	HsaALTA1049845-1/2	Alt. Acceptor	0	15.37	NONE	UP
AIDA	HsaALTA1051546-2/2	Alt. Acceptor	6.25	16.67	NONE	UP
CYP2R1	HsaALTA1051570-3/3	Alt. Acceptor	9.61	15.260000000000005	NONE	UP
ZNF75D	HsaALTA1051662-1/3	Alt. Acceptor	-8.37	22.340000000000003	NONE	UP
SEPT10	HsaALTA1051726-1/3	Alt. Acceptor	-0.6199999999999974	18.93	NONE	UP
ZNF669	HsaALTA1052389-1/2	Alt. Acceptor	0	15.42	NONE	UP
ZDHHC11	HsaALTA1052587-3/3	Alt. Acceptor	1.8199999999999932	20.25999999999999	NONE	UP
PNRC2	HsaALTA1052760-2/2	Alt. Acceptor	7.18	18.16	NONE	UP
XPNPEP3	HsaALTA1052974-1/2	Alt. Acceptor	8.850000000000001	17.6	NONE	UP
MYL6B	HsaALTA1053181-2/4	Alt. Acceptor	9.260000000000002	17.9	NONE	UP
NACA	HsaALTA1053237-2/2	Alt. Acceptor	3.8999999999999995	28.1	NONE	UP
CACNA1H	HsaALTA1053300-4/4	Alt. Acceptor	11.009999999999998	30.229999999999997	NONE	UP
ATAD3A	HsaALTA1054316-2/2	Alt. Acceptor	-10.439999999999998	-16.36999999999999	NONE	DOWN
GRK5	HsaALTA1055400-2/2	Alt. Acceptor	-4.649999999999999	31.839999999999996	NONE	UP
TRAF3IP1	HsaALTA1055714-2/2	Alt. Acceptor	14.900000000000006	15.299999999999997	NONE	UP
TCTN1	HsaALTA1056171-2/3	Alt. Acceptor	0	31.94	NONE	UP
NRSN2-AS1	HsaALTA1057590-1/2	Alt. Acceptor	-1.8400000000000034	23.89	NONE	UP
LINC01518	HsaALTA1058684-1/2	Alt. Acceptor	-6.950000000000001	20.41	NONE	UP
NR2F1-AS1	HsaALTA1059152-1/2	Alt. Acceptor	7.76	2.75	NONE	NONE
KCTD21-AS1	HsaALTA1059875-1/3	Alt. Acceptor	7.08	27.08	NONE	UP
NOP14-AS1	HsaALTA1060192-3/3	Alt. Acceptor	-5.189999999999998	-7.8700000000000045	NONE	NONE
CTD-2263F21.1	HsaALTA1060430-2/2	Alt. Acceptor	2.6300000000000026	18.75	NONE	UP
CTD-3074O7.5	HsaALTA1060909-2/2	Alt. Acceptor	-2.9599999999999937	15.790000000000006	NONE	UP
LINC02166	HsaALTA1061582-2/2	Alt. Acceptor	-6.4199999999999875	17.91000000000001	NONE	UP
CTD-2325M2.1	HsaALTA1062343-1/5	Alt. Acceptor	9.629999999999999	23.75	NONE	UP
RP11-355B11.2	HsaALTA1062534-1/2	Alt. Acceptor	13.639999999999993	31.319999999999993	NONE	UP
GAPDH	HsaALTA1063478-4/4	Alt. Acceptor	-2.6099999999999994	20.199999999999996	NONE	UP
SEC31B	HsaALTA1063884-2/2	Alt. Acceptor	-3.3099999999999987	15.129999999999999	NONE	UP
LMO7	HsaALTA1064070-2/2	Alt. Acceptor	0	18.62	NONE	UP
ADCY7	HsaALTD0000167-1/2	Alt. Donor	10.45	17.03	NONE	UP
ADCY7	HsaALTD0000167-2/2	Alt. Donor	-10.450000000000003	-17.03	NONE	DOWN
ANAPC4	HsaALTD0000301-1/2	Alt. Donor	13.469999999999999	3.319999999999993	NONE	NONE
AOC2	HsaALTD0000365-3/3	Alt. Donor	4.130000000000003	23.270000000000003	NONE	UP
ARHGEF9	HsaALTD0000450-1/3	Alt. Donor	6.400000000000006	16.120000000000005	NONE	UP
BRPF1	HsaALTD0000750-1/2	Alt. Donor	13.100000000000001	8.719999999999999	NONE	NONE
C19orf54	HsaALTD0000877-2/3	Alt. Donor	-10.07	-9.82	NONE	NONE
C19orf54	HsaALTD0000877-3/3	Alt. Donor	-0.3400000000000034	19.04	NONE	UP
SMIM19	HsaALTD0001069-1/3	Alt. Donor	6.850000000000001	21.909999999999997	NONE	UP
CCDC66	HsaALTD0001214-1/2	Alt. Donor	0.9500000000000011	31.529999999999998	NONE	UP
DHDDS	HsaALTD0001912-3/6	Alt. Donor	11.36	25.53	NONE	UP
ENOX1	HsaALTD0002232-1/3	Alt. Donor	3.8500000000000085	18.25	NONE	UP
FBXO44	HsaALTD0002516-1/2	Alt. Donor	-5.740000000000009	15.769999999999996	NONE	UP
GTPBP1	HsaALTD0002935-1/2	Alt. Donor	11.61	23.03	NONE	UP
HEY1	HsaALTD0003020-1/3	Alt. Donor	2.0799999999999983	20.83	NONE	UP
MAU2	HsaALTD0003442-1/4	Alt. Donor	-13.410000000000004	-11.880000000000003	NONE	NONE
KIAA0895	HsaALTD0003443-1/2	Alt. Donor	6.809999999999999	20.49	NONE	UP
KIAA0895L	HsaALTD0003444-1/3	Alt. Donor	6.460000000000001	5.550000000000001	NONE	NONE
LMNB1	HsaALTD0003620-1/2	Alt. Donor	8.68	16.86	NONE	UP
PIDD1	HsaALTD0003646-3/3	Alt. Donor	3.739999999999995	26.78	NONE	UP
NMD3	HsaALTD0004325-1/2	Alt. Donor	7.76	17.93	NONE	UP
NOD1	HsaALTD0004342-2/3	Alt. Donor	-3.3100000000000023	-3.760000000000005	NONE	NONE
