EVENT	HeLa_FRT	HeLa_FRT_A	HeLa_FRT_B	HeLa_FRT_C	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_C	HeLa_TAF2	HeLa_TAF2_A	HeLa_TAF2_B	HeLa_TAF2_C
RYR2=HsaINT0144360	NA	NA	NA	NA	0	NA	NA	NA	7.64	NA	NA	NA
RYR2=HsaINT0144383	NA	NA	NA	NA	8.02	NA	NA	NA	0	NA	NA	NA
RYR2=HsaINT0144402	7.67	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
MTHFR=HsaINT0106089	9.07	0	10.14	NA	12.35	12.08	14.03	NA	1.64	0	NA	NA
NPHP4=HsaINT0115245	25.71	NA	21.21	NA	26.03	22.22	NA	NA	32.31	NA	NA	8.33
NPHP4=HsaINT0115252	17.34	NA	19.35	15.87	39.09	NA	47.75	NA	26.36	23.55	NA	NA
VASH2=HsaINT1046274	80.65	NA	NA	NA	63.64	69.23	NA	NA	75	NA	NA	NA
MEGF6=HsaINT0101818	29.17	27.65	30.85	28.57	20.96	16.44	23.78	25.35	18.61	19.56	23.38	13.62
MEGF6=HsaINT0101822	38	31.85	41.71	39.15	36.25	42.59	35.25	27.8	42.26	63.9	37.64	32.02
MEGF6=HsaINT0101826	40.56	38.85	42.57	40.27	42.31	55.82	32.85	37.69	42.65	35.72	46.43	46.46
MEGF6=HsaINT0101828	54.02	58.36	48.53	54.72	64.41	70.82	69.29	51.51	66.82	72.21	63.99	64.69
LINC01139=HsaINT1019479	28.71	20	39.39	26.32	20.3	NA	12.2	17.65	28.74	23.08	28.57	33.33
CLCN6=HsaINT0035969	6.47	5.26	11.54	2.04	13.7	19.05	2.56	16.92	7.89	10.53	6.67	7.41
OMA1=HsaINT0118200	0	NA	0	NA	14.29	24.14	NA	NA	6.25	NA	NA	NA
MARK1=HsaINT0099959	6.25	17.24	2.13	3.85	7.1	15.79	4	0	4.26	6.25	7.14	0
LINC01128=HsaINT1019462	9.12	NA	NA	NA	7.94	13.11	NA	NA	22.3	NA	NA	NA
GPATCH2=HsaINT0070950	5.3	NA	8.75	NA	14.2	NA	NA	NA	12.39	0	NA	NA
PIGV=HsaINT0124870	19.05	NA	NA	NA	14.29	8.33	NA	NA	33.33	NA	NA	NA
PATJ=HsaINT0080696	2.75	3.03	3.23	2.22	3.37	0	2.7	9.09	7.89	NA	17.24	0
PER3=HsaINT0123076	8.54	4.61	10.81	10.2	9.37	5.56	4.9	18.4	16.42	11.3	31.52	8.25
PER3=HsaINT0123077	NA	NA	4	NA	NA	23.22	NA	25	NA	NA	NA	NA
SLC35E2B=HsaINT0152637	13.1	17.07	9.43	13.73	16.59	21.05	6.85	22.58	21.79	24.24	17.65	24.44
ZSCAN20=HsaINT0188819	0	NA	NA	NA	11.11	NA	9.09	NA	3.23	NA	NA	NA
ARHGEF19=HsaINT1004395	NA	NA	NA	24.95	NA	NA	21.05	NA	NA	20	NA	10.34
ARHGEF19=HsaINT0011983	14.6	7.94	17.24	19.28	15.57	20.5	10.34	14.29	18.82	24.44	11.43	23.64
MMP23B=HsaINT1023204	75	NA	NA	NA	68	NA	NA	NA	77.78	NA	NA	NA
MMP23B=HsaINT1023205	NA	NA	NA	NA	84.62	100	NA	NA	84	NA	NA	NA
MMP23B=HsaINT1023208	68.53	NA	NA	NA	89.01	NA	NA	NA	69.79	NA	NA	NA
ARTN=HsaINT0012953	34.15	41.18	36.51	28.36	45.66	38.98	49.25	48.94	49.64	44.83	57.58	50
ARTN=HsaINT1004568	54.11	50.77	51.72	59.49	58.65	56.63	63.64	55.93	60	69.23	58.62	55.56
ARTN=HsaINT0012954	51.79	50	45.65	61.9	51.82	49.02	54.55	52.38	50.34	48.94	40	62.5
NBPF3=HsaINT1024531	17.15	13.28	30.92	7.23	25.95	25.94	22.95	28.33	19.21	27.62	23.97	9.99
NBPF3=HsaINT1024532	15.99	20.67	26.59	5.04	19.74	15.16	28.53	NA	7.47	11.58	0	10.5
NBPF3=HsaINT1024529	0	NA	NA	0	17.11	NA	NA	NA	0	NA	NA	NA
DNM3=HsaINT0050697	0	NA	NA	NA	0	NA	NA	NA	9.09	NA	NA	NA
HCN3=HsaINT0074495	79.14	NA	NA	NA	82.78	74.08	NA	NA	91.21	NA	NA	NA
HCN3=HsaINT0074496	NA	NA	NA	NA	52.37	NA	NA	NA	27.94	NA	NA	NA
HCN3=HsaINT0074497	4	NA	NA	0	23.64	NA	NA	NA	13.32	9.66	NA	NA
HCN3=HsaINT0074498	12.5	NA	NA	NA	2.33	NA	NA	NA	10.51	NA	NA	NA
HCN3=HsaINT0074499	10	NA	NA	NA	16.28	0	NA	NA	18.92	NA	NA	NA
RP11-54O7.18=HsaINT1036212	63.64	NA	NA	NA	78.26	NA	NA	NA	75.76	NA	NA	100
SCNN1D=HsaINT0146031	3.7	NA	NA	NA	36.84	NA	NA	NA	NA	NA	NA	NA
SCNN1D=HsaINT0146035	6.9	NA	NA	4.76	13.51	NA	NA	NA	20.93	NA	NA	NA
SCNN1D=HsaINT0146028	3.23	NA	NA	NA	2.58	NA	NA	NA	11.71	NA	NA	NA
SLC6A9=HsaINT0153933	NA	NA	NA	30.86	NA	31.25	NA	23.81	NA	43.4	NA	NA
ST7L=HsaINT0159907	12	NA	NA	4.35	NA	22.22	17.24	17.65	NA	NA	16.67	NA
RP11-69E11.4=HsaINT1037477	43.59	NA	NA	NA	30	NA	NA	NA	33.33	NA	NA	NA
USP21=HsaINT0178699	NA	4.35	NA	NA	NA	NA	13.21	9.09	NA	9.09	19.3	17.14
USP21=HsaINT0178700	70.56	79.37	69.43	65.36	63.99	62.79	68.36	61.36	71.58	70.56	71.26	72.86
SCYL3=HsaINT0146277	2.44	NA	NA	NA	10	NA	NA	NA	12.5	NA	NA	NA
RAD54L=HsaINT0136707	11.03	14.46	10.01	8.43	13.12	13.42	9.82	16.34	17.37	9.85	14.37	29.04
PLEKHN1=HsaINT0127537	50.3	NA	NA	NA	61.64	NA	NA	NA	76.22	NA	NA	NA
PLEKHN1=HsaINT0127539	21.24	NA	NA	NA	7.04	NA	NA	8.56	1.87	NA	NA	0
PLEKHN1=HsaINT0127529	13.69	11.72	4.35	23.9	7.5	NA	0	10.22	19.29	NA	NA	NA
PLEKHN1=HsaINT0127531	16.71	NA	21.76	9.33	9.74	8.25	10.13	11.21	16.83	5.96	20.09	NA
PLEKHN1=HsaINT0127533	9.68	NA	NA	9.09	22.89	21.43	NA	25	13.51	8.33	NA	13.33
SH3D21=HsaINT1041467	89.09	NA	86.67	NA	100	100	NA	NA	85.37	NA	NA	NA
SH3D21=HsaINT1041468	92	89.47	89.47	NA	96.83	100	100	90.48	92.31	NA	100	81.82
FAM229A=HsaINT0092722	96.08	90.91	100	NA	85.71	NA	88.89	NA	86.36	NA	NA	100
AGO4=HsaINT0055003	16.72	NA	NA	NA	4.68	3.45	8.11	NA	18.72	NA	NA	NA
ASAP3=HsaINT0013106	NA	NA	NA	21.43	8.77	11.76	NA	NA	9.8	4	NA	NA
MUTYH=HsaINT1024008	16.18	20.93	8.18	19.97	18.19	26.13	15.38	11.07	21.34	15.35	22.35	25.87
MUTYH=HsaINT0106976	36.23	28.41	42.11	38.18	31.21	29.55	27.82	38.37	37.3	30.6	51.51	31.23
MUTYH=HsaINT0106977	43.59	50.77	51.61	30.43	27.16	36.08	25.74	19.97	35.28	31.14	34.41	39.7
MUTYH=HsaINT0106968	15.85	31.58	14.29	8.82	12.77	10.47	18.18	10.71	8.72	9.09	7.69	9.33
MUTYH=HsaINT0106969	31.98	31.15	34.07	30.53	26.68	19.99	33.33	27.08	40.28	41.18	39.82	40
RNF207=HsaINT0141562	16.9	NA	17.41	NA	NA	18.46	4.24	5.78	9.42	6.88	11.52	9.46
RNF207=HsaINT0141568	28.71	34.23	25.16	25.76	19.48	23.22	15.82	16.83	35.92	30.42	41.4	34.39
RNF207=HsaINT0141554	72.65	82.35	65.85	71.19	66.6	56.37	67.96	80.37	73.64	78.38	60.89	81.29
RNF207=HsaINT0141555	57.51	45.95	87.1	NA	52.78	57.79	57.5	41.11	57.35	64.71	49.92	57.71
RNF207=HsaINT0141556	35.88	24.32	41.46	NA	30.09	39.83	26.39	19.97	41.83	NA	44.62	31.16
RNF207=HsaINT0141558	17.07	NA	6.98	16.98	19.13	20.69	17.14	20	22.3	20	17.39	30.23
RP11-543D5.2=HsaINT1036113	63.27	NA	NA	NA	49.09	NA	NA	NA	44.83	NA	NA	NA
STPG1=HsaINT0022373	6.67	NA	NA	NA	21.43	NA	NA	NA	10.53	NA	NA	NA
GDAP2=HsaINT1014279	NA	10.34	NA	NA	NA	NA	10.71	NA	NA	NA	21.57	12.12
LINC01719=HsaINT1020651	7.69	NA	NA	NA	NA	NA	NA	NA	21.43	NA	NA	NA
SUCO=HsaINT0022616	0	NA	0	NA	17.12	NA	NA	NA	6.14	NA	NA	NA
FNBP1L=HsaINT1013786	NA	18.18	27.73	NA	NA	NA	21.95	26.98	34.23	41.82	31.76	31.71
TROVE2=HsaINT0172917	NA	NA	11.11	NA	NA	16.67	24.14	NA	4.62	2.86	NA	NA
HMGCL=HsaINT0076717	NA	11.11	5.45	5.66	NA	9.43	6.67	3.12	NA	2.44	20	4.55
THBS3=HsaINT0166675	0	NA	NA	NA	9.78	NA	NA	NA	8.8	NA	NA	NA
THBS3=HsaINT0166683	16.67	NA	NA	NA	2.33	NA	NA	NA	7.14	NA	NA	NA
PADI3=HsaINT0119585	NA	NA	NA	NA	12.75	NA	NA	NA	0	NA	NA	NA
PADI3=HsaINT0119589	NA	NA	NA	NA	12	NA	NA	NA	0	NA	NA	NA
RAP1GAP=HsaINT0137250	5.91	3.13	2.62	10.35	12.16	19.54	11.45	3.59	15.26	NA	8.84	19.5
RAP1GAP=HsaINT0137258	22.61	NA	18.94	14.86	NA	40.82	16.05	NA	21.13	17.37	NA	13.41
PRKAB2=HsaINT0131796	8.86	9.8	7.14	9.8	6.82	9.09	5	2.7	11.66	5.08	10	22.73
CLSPN=HsaINT0036654	NA	NA	NA	NA	NA	18.09	NA	NA	NA	8.11	NA	NA
MIIP=HsaINT0103023	39.91	39.86	40.74	39.14	39.69	44.18	33.36	40.07	48.45	52.46	48.34	44.54
NBPF15=HsaINT1024524	39.22	29.06	48.11	40.75	34.18	52.58	36.03	20.27	27.43	33.29	28.32	22.4
MTFR1L=HsaINT0061162	76.92	NA	NA	NA	91.67	NA	NA	NA	90.91	NA	NA	NA
ZNF678=HsaINT1047627	0	NA	NA	NA	14.29	NA	NA	NA	7.25	NA	NA	NA
SLC35F3=HsaINT0152660	10.45	NA	NA	0	1.37	4.35	0	0	18.18	7.69	NA	NA
DMBX1=HsaINT0048813	10.34	NA	NA	NA	25	NA	NA	NA	20	NA	NA	NA
PQLC2=HsaINT0131229	26.81	NA	23.04	20.32	25.45	34.34	20.74	20.12	28.23	25	23.86	38.03
PGBD2=HsaINT1026689	15.94	20	12	NA	10.59	13.51	7.69	9.09	3.92	2.86	3.45	5.26
NAV1=HsaINT1024485	15	NA	NA	NA	16.28	NA	NA	NA	4	NA	NA	NA
ZSWIM5=HsaINT0188869	NA	NA	NA	NA	9.09	NA	NA	NA	0	NA	NA	NA
ZSWIM5=HsaINT0188870	4.35	NA	4.76	NA	7.41	NA	NA	13.04	18.92	NA	NA	NA
MYSM1=HsaINT1024348	36.34	NA	NA	NA	26.71	NA	NA	NA	24.51	NA	NA	NA
STN1=HsaINT0117537	11.11	13.04	7.32	14.29	13.85	20	6.98	12.5	18.64	12.82	17.65	28.57
ZSWIM8=HsaINT0086252	NA	NA	NA	NA	NA	NA	NA	37.61	NA	21.28	NA	NA
HPS1=HsaINT0077407	11.81	24.14	4.17	12	10.26	5.26	9.09	18.18	11.48	0	18.52	9.52
ARMC4=HsaINT0012514	NA	NA	26.49	NA	NA	NA	12.31	NA	NA	NA	NA	17.07
ASAH2=HsaINT1004575	5.88	8.57	2.44	6.67	NA	6.45	2.56	8	NA	14.29	5.66	20
JAKMIP3=HsaINT1016948	0	NA	NA	NA	9.09	NA	NA	NA	NA	NA	NA	NA
DNAJC9-AS1=HsaINT1011665	66.67	NA	NA	NA	55.22	68	NA	NA	80.33	NA	65.52	100
CCDC7=HsaINT0029881	10.1	NA	NA	NA	2.52	NA	NA	NA	0	NA	NA	NA
MMS19=HsaINT0104136	55.29	NA	NA	NA	53.53	47.2	NA	NA	56.63	66.43	57.24	NA
ANKRD26=HsaINT0008661	4.03	13.33	0	1.67	3.62	0	16.77	1.63	2.67	2.18	3.1	2.91
ANKRD26=HsaINT0008663	3.66	6.95	4.87	0	2.06	0	7.12	0	4.36	18	0	0
HOGA1=HsaINT0047479	20	NA	NA	NA	7.4	NA	NA	NA	NA	NA	NA	NA
MFSD13A=HsaINT0168729	16.67	NA	NA	0	1.82	0	4.35	NA	3.57	NA	NA	3.7
MORN4=HsaINT0104445	NA	13.51	0	13.33	NA	8.33	18.75	14.29	NA	4.35	NA	11.11
KIAA1217=HsaINT1017336	12.37	NA	4.15	20.61	NA	18.07	12.96	NA	NA	NA	NA	10.54
INPP5F=HsaINT1016642	9.43	NA	NA	NA	15.41	12.72	NA	NA	2.37	4.23	NA	NA
CREM=HsaINT1008387	NA	NA	NA	13.04	NA	26.67	14.29	NA	NA	NA	NA	NA
PYROXD2=HsaINT0135645	15.22	NA	NA	NA	13.44	21.21	NA	NA	2.56	NA	NA	NA
PYROXD2=HsaINT0135643	20	NA	NA	NA	NA	8.33	NA	NA	26.67	NA	NA	NA
FAM160B1=HsaINT0060137	8.86	NA	4	5.88	19.54	16.67	NA	NA	20	17.24	15.38	NA
KNDC1=HsaINT0089028	10.77	20	NA	4.35	7.14	NA	NA	NA	9.8	NA	NA	9.09
CCDC186=HsaINT0019378	9.38	NA	16.67	3.23	8.43	9.43	NA	NA	4.65	0	NA	5.56
ZNF485=HsaINT0187383	10.69	NA	4.76	8.29	10.78	0	16.58	14.22	3.52	9.09	0	2.85
ADAM8=HsaINT0003838	NA	NA	NA	NA	19.98	NA	NA	NA	4.05	NA	NA	NA
PLAU=HsaINT1027250	NA	NA	NA	NA	0	NA	NA	NA	10.28	NA	NA	NA
RP11-441O15.3=HsaINT1034857	100	NA	NA	NA	84	NA	NA	NA	NA	NA	NA	NA
PDCD4-AS1=HsaINT1026385	21.43	NA	13.04	15	23.53	22.22	20.83	29.41	28.44	NA	29.03	18.37
LOXL4=HsaINT0095600	NA	NA	NA	NA	7.14	NA	NA	NA	0	NA	NA	NA
LOXL4=HsaINT0095601	0	NA	NA	NA	5.56	NA	NA	NA	16.67	NA	16.67	NA
LOXL4=HsaINT0095592	NA	NA	NA	NA	5.71	NA	NA	NA	13.16	NA	NA	NA
SLC16A9=HsaINT0151034	22.22	NA	NA	NA	5.66	0	13.04	NA	26.67	NA	NA	NA
POLL=HsaINT1027511	NA	35.81	24.14	38.18	NA	25	21.11	NA	NA	NA	28.36	23.33
ZNF248=HsaINT0186577	NA	NA	NA	NA	60	NA	NA	NA	88.89	NA	NA	NA
ZNF248=HsaINT0186578	17.76	NA	23.08	14.89	25.86	33.33	23.08	20	15.69	12.82	20	15.15
FAM24B=HsaINT0060819	26.21	51.52	11.11	17.65	32.73	30.61	19.05	NA	31.65	35.48	NA	NA
SFXN2=HsaINT0148818	16.93	23.08	13.04	17.35	NA	10.45	12.5	2.33	8.43	6.67	NA	8.57
SFXN2=HsaINT0148819	13.67	14.29	13.33	13.47	10.43	16.42	2.13	10.2	16.48	NA	5.26	24.14
SFXN2=HsaINT0148820	8.68	9.09	12.5	5.25	8.43	8.57	13.04	4	16.42	NA	9.09	25.93
SVIL-AS1=HsaINT0094221	15.38	NA	NA	NA	26.67	NA	NA	NA	NA	NA	NA	NA
FAM149B1=HsaINT0060010	13.04	NA	3.7	NA	12.12	18.92	NA	0	6.25	12	NA	4.76
FAM149B1=HsaINT1013035	NA	NA	NA	7.69	NA	9.09	18.52	20.07	NA	NA	11.11	24.29
LDB1=HsaINT0091126	54.84	57.34	59	48.62	55.94	56.77	50.3	61.52	63.96	61.85	64.2	65.58
C10orf88=HsaINT0019668	NA	27.66	16.67	13.85	8.06	7.32	5.45	10.81	9.78	6.67	8	13.51
HSPA12A=HsaINT0077870	0	NA	NA	NA	9.09	NA	NA	NA	NA	NA	NA	NA
RP11-324I22.4=HsaINT1033230	NA	NA	100	NA	NA	NA	NA	90.48	NA	NA	NA	NA
RP11-324I22.4=HsaINT1033232	20	NA	NA	NA	25.3	29.17	NA	4.76	6.12	NA	NA	0
ARID5B=HsaINT0012320	5.08	6.25	3.23	5.45	NA	8.82	16.67	12	NA	NA	24.14	15.15
LZTS2=HsaINT0098082	18.68	26.96	20.81	12.82	15.86	19.84	13.33	13.14	22.15	25.93	16.17	24.68
RUFY2=HsaINT0143947	NA	15.59	10.81	16.69	NA	9.35	6.05	29.39	NA	7.91	20.52	NA
RUFY2=HsaINT1040713	9.43	20.65	2.94	6.15	9.41	8	10.82	9.21	13.06	21.34	7.38	12.18
MSS51=HsaINT0186119	NA	NA	NA	NA	7.69	NA	NA	NA	0	NA	NA	NA
ZMIZ1=HsaINT0185913	NA	4.35	NA	9.09	NA	15.56	13.73	12	NA	NA	15.38	3.23
ZNF37A=HsaINT0187046	NA	NA	NA	25.58	NA	NA	NA	NA	NA	17.65	NA	NA
MXI1=HsaINT0107065	NA	3.7	18.92	6.67	4.58	5.26	4.76	3.7	7.32	0	8.33	11.76
ANK3=HsaINT1003646	25.93	NA	NA	NA	4.33	NA	NA	NA	9.68	NA	NA	NA
WAC-AS1=HsaINT1046502	NA	NA	33.23	28.93	46.6	NA	47.47	38.14	NA	59.7	NA	54.1
LINC01515=HsaINT1020227	78.95	NA	NA	NA	82.86	NA	84	79.31	95.65	NA	100	NA
DCLRE1A=HsaINT1010705	NA	28.57	NA	43.53	NA	NA	NA	NA	NA	NA	20	NA
SFR1=HsaINT1041401	12.5	NA	NA	NA	26.53	NA	NA	NA	17.24	NA	NA	NA
THNSL1=HsaINT0166744	NA	NA	NA	18.52	NA	NA	16.34	3.36	NA	20	16.13	NA
ANKRD2=HsaINT0008538	NA	NA	NA	NA	NA	25.93	18.52	6.25	NA	20	NA	NA
FBXL15=HsaINT0062627	61.11	56.5	61.42	65.06	59.22	55.82	67.41	53.93	67.1	70.35	68.43	62.22
RP11-499P20.2=HsaINT1035593	25	NA	NA	NA	36.36	NA	NA	NA	30	NA	NA	NA
RP11-190J1.3=HsaINT1031583	NA	NA	NA	NA	11.11	NA	NA	NA	28.57	NA	NA	NA
WDR37=HsaINT0182090	12	NA	NA	NA	NA	NA	NA	NA	20.83	NA	NA	NA
LINC00863=HsaINT1019028	38.61	40.54	35.29	NA	52.46	46.94	NA	NA	65.52	74.19	NA	NA
C11orf49=HsaINT1005569	18.1	22.95	15.66	17.05	15.96	14.56	17.98	15.53	19.71	32.26	21.38	7.89
LARGE2=HsaINT0073863	27.7	27.27	27.27	28.44	24.48	31.67	15.7	26.53	32.53	25.33	40.23	31.03
LARGE2=HsaINT0073865	22.77	22.46	28.82	19.03	24.74	18.45	35.25	18.85	25.6	26.79	30.61	20.88
FDXACB1=HsaINT0063445	NA	0	NA	NA	NA	NA	0	NA	NA	9.09	NA	NA
FDXACB1=HsaINT0063446	3.12	NA	4	0	19.3	23.08	NA	NA	25	NA	NA	NA
STARD10=HsaINT1043142	100	100	100	100	97.8	100	100	90.91	89.83	90.91	84.62	NA
TCIRG1=HsaINT0165059	33.97	29.75	35.92	35.44	27.45	33.59	22.65	25.9	31.05	23.86	38.65	31.02
XRRA1=HsaINT0184011	52.54	NA	NA	NA	39.58	40.54	38.1	NA	37.14	28.57	NA	NA
XRRA1=HsaINT0184012	56.71	NA	NA	NA	63.32	50.71	81.82	NA	48.96	NA	NA	42.43
COPB1=HsaINT0039994	NA	7.69	23.53	10.64	NA	18.42	11.48	9.76	6.74	7.46	7.46	5.08
PRDM11=HsaINT0131367	9.76	NA	11.11	7.14	14.89	12.82	21.43	11.11	NA	3.23	NA	NA
CTSF=HsaINT0043076	19.71	NA	13.79	23.64	14.12	18.52	11.11	13.21	9.52	15	9.52	4.55
TMEM80=HsaINT0169411	39.42	39.64	40.09	38.58	52.67	57.52	49.86	NA	52.41	44.56	NA	NA
TMEM80=HsaINT0169413	22.58	NA	31.58	14.29	39.76	NA	NA	NA	29.41	NA	NA	21.21
PIH1D2=HsaINT0124892	7.69	NA	NA	NA	20	NA	NA	NA	17.65	NA	NA	NA
PIH1D2=HsaINT0124895	14.63	NA	NA	NA	1.78	4.11	NA	NA	2.7	NA	NA	NA
SLC39A13=HsaINT1042051	72	NA	88.24	NA	55.32	52.94	63.64	NA	41.33	NA	NA	41.18
C11orf95=HsaINT0020002	NA	23.08	NA	41.18	NA	NA	NA	9.52	NA	22.22	23.53	22.58
LMNTD2=HsaINT0019767	24.32	NA	NA	NA	16.67	NA	NA	NA	NA	NA	NA	NA
LMNTD2=HsaINT0019769	7.69	NA	NA	NA	NA	NA	NA	NA	16.13	NA	NA	NA
SSH3=HsaINT0159450	13.92	7.82	17.65	14.48	15.67	17.41	17.32	11.93	17.18	25.58	4.98	20.94
SSH3=HsaINT0159457	27.09	39.25	24.97	19.88	29.61	30.8	25.39	NA	25.13	20.28	23.59	32.67
SSH3=HsaINT0159458	24.68	NA	NA	19.05	14.84	10.64	13.01	22.58	24.55	23.53	27.22	23.4
SSH3=HsaINT0159459	21.9	26.36	17.81	22.46	28.46	38.45	24.31	25.42	28.85	30.24	29.95	26.71
SSH3=HsaINT0159451	20.46	19.95	18.43	24.07	18.51	21.31	19.07	12.82	30.44	33.16	29.07	29.33
IL18BP=HsaINT1016438	3.7	NA	0	NA	14.29	13.51	NA	NA	5.88	NA	2.86	NA
IL18BP=HsaINT1016440	30.16	NA	25.93	NA	24.21	32	NA	14.29	28	NA	NA	18.75
TIRAP=HsaINT1044276	NA	NA	NA	21.43	NA	NA	29.03	NA	NA	NA	NA	NA
C11orf80=HsaINT0019920	0	0	0	NA	0	0	0	0	15.64	NA	NA	NA
PIDD1=HsaINT1026896	25.45	NA	NA	16.37	NA	NA	NA	NA	14.97	NA	11.7	NA
PIDD1=HsaINT0096065	NA	NA	33.18	NA	NA	NA	33.29	NA	NA	NA	NA	77.01
PIDD1=HsaINT0096066	54.47	61.87	52.56	51.02	54.59	57.14	31.53	84	45.39	53.42	NA	36.12
PIDD1=HsaINT0096068	NA	15.74	NA	2.56	NA	12.5	14.87	12.5	13.16	20.9	10.51	8.32
PIDD1=HsaINT0096069	16.6	17.08	8.97	28.13	20.57	28.36	14.17	17.58	33.72	34.82	NA	33.13
PIDD1=HsaINT0096070	34.96	23.73	37.72	43.55	37.31	32.61	35.19	45.58	30.03	34.82	30.79	25.01
PIDD1=HsaINT0096071	19.07	24.22	21.76	9.76	13.13	17.19	6.66	13.86	24.24	8.31	17.86	37.3
PIDD1=HsaINT0096060	40.71	55.54	28.3	NA	49.61	55.65	52.85	36.17	47.55	45.62	52.22	45.62
PIDD1=HsaINT0096063	17.53	19.3	15.55	17.5	23.87	16.17	31.38	30.06	19.84	14.27	21.45	24.36
PIDD1=HsaINT0096064	22.62	11.67	28	28.12	16.21	22.42	13.18	11.98	23.64	18.24	28.6	22.41
B4GALNT4=HsaINT0016234	26.25	31.43	28.36	20.69	19.65	17.65	18.07	24.59	15.46	10.2	16.05	18.75
B4GALNT4=HsaINT0016236	12.26	5.88	12.82	16.92	18.09	11.76	23.33	20	22.89	18.18	24.64	24.53
SNX19=HsaINT1042601	8.53	12.2	10.53	4	6.17	17.07	2.63	2.22	8.47	0	14.29	7.69
EPS8L2=HsaINT0057369	11.5	4.96	23.08	8.39	6.45	5.35	10.14	4.17	9.93	8.02	8.53	12.35
EPS8L2=HsaINT0057359	30.85	30.67	28.68	34.07	31.75	35.28	30.83	28.56	43.87	51.22	46.24	35.88
ROBO3=HsaINT0142048	30.16	NA	NA	NA	42.51	NA	NA	NA	37.42	NA	NA	NA
TESMIN=HsaINT0106130	NA	55.56	36	43.59	NA	NA	44	33.33	36.99	48.84	35.59	27.27
CTD-2589M5.5=HsaINT1010095	100	NA	NA	NA	100	NA	NA	NA	87.88	NA	NA	NA
TPCN2=HsaINT0171239	9.06	12	24.14	0	7.22	7.93	8.57	5.65	3.15	5.87	2.85	0
TPCN2=HsaINT0171235	24.1	NA	30.42	13	23.96	36.47	19.54	13.93	26.51	16.83	25.53	NA
CRACR2B=HsaINT0054210	24.32	NA	23.08	NA	25.64	NA	NA	17.24	47.37	NA	NA	NA
METTL12=HsaINT0102171	87.06	88.34	NA	NA	NA	72.85	NA	NA	NA	NA	NA	NA
ATG16L2=HsaINT0013934	16.92	14.29	NA	16.67	14.75	14.29	NA	NA	30.43	NA	NA	NA
ATG16L2=HsaINT0013935	9.09	NA	0	15.38	5.26	4.55	3.7	8.33	13.16	4.76	4.35	25
ATG16L2=HsaINT0013936	6.25	0	8.11	8.57	17.17	20	3.45	26.67	16.92	NA	25	0
ATG16L2=HsaINT0013937	41.75	NA	42.11	45	46.24	53.19	NA	NA	42.86	70.37	28.57	33.33
ATG16L2=HsaINT0013929	4.27	11.8	NA	0	11.82	13.93	NA	NA	11.31	NA	4	NA
SLC22A18=HsaINT0151362	21.05	26.67	NA	12	11.43	NA	9.09	15.15	17.95	23.08	15.38	15.38
FERMT3=HsaINT0063659	9.09	NA	NA	NA	0	NA	NA	NA	NA	NA	NA	NA
RP11-732A19.2=HsaINT1037790	47.54	NA	NA	NA	65.33	51.35	NA	NA	60.78	NA	NA	NA
AP003068.23=HsaINT1004112	0	NA	NA	NA	11.76	NA	NA	NA	0	NA	NA	NA
TMEM136=HsaINT0168480	65	NA	53.49	80	69.7	65.71	81.82	61.29	60.98	NA	78.57	51.22
FAM76B=HsaINT1013262	18.93	NA	26.36	5.51	12.24	11.97	10.83	13.93	10.26	7.26	6.95	16.02
CLCF1=HsaINT0035872	75	NA	75.76	NA	80.39	69.23	NA	NA	82.86	NA	NA	NA
CLCF1=HsaINT0035873	13.51	16.67	10.11	13.95	23.43	27.56	23.4	17.07	22.5	30.53	17.54	20.72
JRKL=HsaINT1016962	NA	NA	34.33	49.02	NA	NA	40.62	NA	NA	46.94	NA	30
TMEM25=HsaINT0169033	21.43	NA	11.76	NA	22.83	16.03	NA	NA	23.48	NA	NA	NA
SIDT2=HsaINT0149916	NA	12.37	13.65	20.16	NA	NA	NA	23.17	NA	23.8	13.65	9.09
TMEM216=HsaINT1044501	9.49	5	14.29	5.88	4	3.57	7.46	0	10.4	12	4.35	17.24
SLC25A45=HsaINT1041883	89.47	NA	NA	NA	100	NA	NA	NA	NA	NA	NA	NA
SLC25A45=HsaINT0151896	23.46	20	25.93	24.14	16.67	NA	14.29	16.67	13.43	NA	7.14	16.67
SLC25A45=HsaINT0151897	16.85	6.67	16.67	NA	18.64	18.37	18.75	18.92	24.49	15.38	25	30
ANKRD49=HsaINT0009099	34.83	40.54	41.94	24	32.2	30.07	31.37	35.78	30.18	24.44	34	31.76
EIF1AD=HsaINT1012326	NA	86.21	74.07	NA	NA	97.56	87.88	90.16	NA	80	NA	87.3
BBS1=HsaINT0016882	27.89	25.49	27.87	31.43	26.09	37.31	27.66	14.29	30.12	34.78	29.63	27.27
TRIM3=HsaINT0172267	36.84	45.24	36.13	30.69	31.19	30.61	26.92	40	38.25	35.29	43.18	36.84
GDPD5=HsaINT0068560	4.7	NA	11.49	0	10.05	NA	NA	NA	9.09	NA	NA	13.75
ARHGEF17=HsaINT0011939	21.49	15.15	23.08	24.81	30.41	29.14	29.91	33.33	22.7	21.17	20	28.16
