GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
ARHGAP27	HsaEX0057994	chr17:45404269-45404334	66	chr17:45404445,45404269-45404334,45404096	S	25.41	SOK,SOK,31=31=91,OK,S@38.88,114.12	23.91	OK,OK,10=12=35,OK,S@13.63,43.37	23.29	OK,OK,7=10=28,OK,S@10.48,34.52	29.11	OK,OK,14=9=28,OK,S@14.85,36.15	4.55	SOK,SOK,4=6=105,OK,S@5.23,109.77	2.50	OK,OK,1=1=39,OK,S@1.03,39.98	5.88	OK,OK,1=3=32,B1,S@2.12,33.88	5.56	OK,OK,2=2=34,OK,S@2.11,35.89	20.00	SOK,SOK,36=35=142,OK,S@42.60,170.40	24.73	OK,OK,12=11=35,OK,S@14.34,43.66	18.92	OK,OK,9=12=45,OK,S@12.49,53.51	17.88	OK,OK,15=12=62,OK,S@15.91,73.09	23.60	SOK,SOK,86=61=238,OK,S@90.86,294.14	28.70	SOK,SOK,35=31=82,OK,S@42.48,105.52	20.00	SOK,SOK,37=15=104,B1,S@31.20,124.80	21.80	OK,OK,14=15=52,OK,S@17.66,63.34	34.53	SOK,SOK,79=75=146,OK,S@103.59,196.41	50.00	LOW,LOW,17=11=14,OK,S@21.00,21.00	34.43	OK,OK,11=10=20,OK,S@14.12,26.88	45.10	VLOW,VLOW,9=14=14,OK,S@16.69,20.31	37.25	LOW,LOW,14=5=16,B1,S@13.04,21.96	29.20	OK,OK,13=20=40,OK,S@21.32,51.68	26.32	OK,OK,15=15=42,OK,S@18.95,53.05	15.46	SOK,SOK,42=33=205,OK,S@43.29,236.71	12.63	SOK,SOK,15=9=83,OK,S@13.51,93.49	11.95	OK,OK,9=10=70,OK,S@10.64,78.36	23.53	OK,OK,18=14=52,OK,S@19.77,64.23	43.75	SOK,SOK,158=122=180,OK,S@201.25,258.75	42.28	SOK,SOK,37=26=43,OK,S@44.82,61.18	37.23	OK,OK,28=23=43,OK,S@35.00,59.00	50.82	LOW,LOW,14=17=15,OK,S@23.38,22.62	43.66	OK,OK,21=10=20,B1,S@22.27,28.73	42.19	OK,OK,29=25=37,OK,S@38.39,52.61	53.19	OK,OK,29=21=22,OK,S@38.30,33.70	21.40
SRRM2	HsaEX0061788	chr16:2759747-2760008	262	chr16:2759661,2759747-2760008,2760301	S	31.94	SOK,SOK,391=265=699,OK,S@432.79,922.21	31.16	SOK,SOK,147=92=264,OK,S@156.73,346.27	32.46	SOK,SOK,118=80=206,OK,S@131.14,272.86	32.35	SOK,SOK,126=93=229,OK,S@144.93,303.07	5.46	SOK,SOK,95=46=1220,B1,S@74.31,1286.69	6.01	SOK,SOK,41=19=469,B1,S@31.79,497.21	5.73	SOK,SOK,30=14=362,B1,S@23.26,382.74	4.54	SOK,SOK,24=13=389,OK,S@19.34,406.66	18.88	SOK,SOK,83=58=303,OK,S@83.83,360.17	16.36	SOK,SOK,26=19=115,OK,S@26.18,133.82	17.71	SOK,SOK,17=14=72,OK,S@18.24,84.76	21.89	SOK,SOK,40=25=116,OK,S@39.62,141.38	23.18	SOK,SOK,1044=190=2045,B2,S@760.07,2518.93	20.70	SOK,SOK,298=56=678,B2,S@213.62,818.38	23.76	SOK,SOK,348=64=661,B2,S@254.94,818.06	24.89	SOK,SOK,398=70=706,B2,S@292.21,881.79	12.37	SOK,SOK,246=64=1098,B1,S@174.17,1233.83	12.39	SOK,SOK,25=3=99,B2,S@15.74,111.26	13.42	SOK,SOK,25=6=100,B1,S@17.58,113.42	8.66	SOK,SOK,12=10=116,OK,S@11.95,126.05	8.77	SOK,SOK,17=3=104,B2,S@10.87,113.13	13.68	SOK,SOK,89=20=344,B1,S@61.97,391.03	12.99	SOK,SOK,78=22=335,B1,S@56.51,378.49	28.72	SOK,SOK,950=174=1395,B2,S@723.46,1795.54	25.35	SOK,SOK,297=44=502,B2,S@213.70,629.30	27.56	SOK,SOK,308=71=498,B1,S@241.70,635.30	33.84	SOK,SOK,345=59=395,B2,S@270.38,528.62	8.22	SOK,SOK,112=23=754,B1,S@73.08,815.92	7.69	SOK,SOK,15=4=114,B1,S@10.23,122.77	4.79	SOK,SOK,15=1=159,B2,S@8.38,166.62	2.16	OK,OK,1=2=68,OK,S@1.53,69.47	8.11	SOK,SOK,9=6=85,OK,S@8.11,91.89	12.26	SOK,SOK,41=4=161,B2,S@25.26,180.74	9.97	SOK,SOK,31=6=167,B2,S@20.34,183.66	-15.62
CHEK2	HsaEX0015145	chr22:28703505-28703566	62	chr22:28710006,28703505-28703566,28699937	S	93.54	SOK,SOK,1332=175=52,B2,S@1458.29,100.71	90.99	SOK,SOK,450=75=26,B2,S@501.35,49.65	95.07	SOK,SOK,446=55=13,B2,S@488.66,25.34	94.87	SOK,SOK,436=45=13,B2,S@468.66,25.34	94.83	SOK,SOK,1722=223=53,B2,S@1894.70,103.30	95.25	SOK,SOK,599=83=17,B2,S@665.80,33.20	97.15	SOK,SOK,543=70=9,B2,S@604.27,17.73	92.33	SOK,SOK,580=70=27,B2,S@625.07,51.93	96.79	SOK,SOK,1264=182=24,B2,S@1422.81,47.19	95.99	SOK,SOK,385=46=9,B2,S@422.36,17.64	96.82	SOK,SOK,365=61=7,B2,S@419.23,13.77	97.36	SOK,SOK,514=75=8,B2,S@581.24,15.76	44.56	SOK,SOK,136=171=191,OK,S@221.91,276.09	44.64	SOK,SOK,48=52=62,OK,S@72.32,89.68	43.85	SOK,SOK,53=61=73,OK,S@82.00,105.00	45.37	SOK,SOK,35=58=56,OK,S@67.60,81.40	64.85	SOK,SOK,172=197=100,OK,S@304.15,164.85	63.38	SOK,SOK,39=51=26,OK,S@73.52,42.48	72.22	OK,OK,42=36=15,OK,S@67.16,25.84	70.97	OK,OK,21=23=9,OK,S@37.61,15.39	78.79	OK,OK,23=29=7,OK,S@46.49,12.51	50.98	OK,OK,21=31=25,OK,S@39.25,37.75	59.55	OK,OK,26=27=18,OK,S@42.28,28.72	43.23	SOK,SOK,173=188=237,OK,S@258.52,339.48	36.33	SOK,SOK,65=40=92,OK,S@71.57,125.43	45.53	SOK,SOK,51=66=70,OK,S@85.14,101.86	48.10	SOK,SOK,57=82=75,OK,S@102.93,111.07	64.62	SOK,SOK,171=198=101,OK,S@303.71,166.29	59.09	SOK,SOK,33=45=27,OK,S@62.04,42.96	70.00	OK,OK,32=38=15,OK,S@59.50,25.50	76.92	OK,OK,25=35=9,OK,S@53.07,15.93	61.90	OK,OK,34=31=20,OK,S@52.62,32.38	62.16	OK,OK,22=24=14,OK,S@37.30,22.70	60.98	OK,OK,25=25=16,OK,S@40.25,25.75	20.55
UBOX5	HsaEX0068916	chr20:3115305-3115466	162	chr20:3121384,3115305-3115466,3110309+3110314	S	100.00	N,N,2=0=0,Bn,S@2.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,2=0=0,Bn,S@2.00,0.00	15.37	N,N,1=0=3,Bn,S@0.61,3.39	0.00	N,N,0=0=1,Bn,S@0.00,1.00	NA	N,N,0=0=0,Bn,S@0,0	21.41	N,N,1=0=2,Bn,S@0.64,2.36	100.00	N,N,1=0=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,1=0=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	48.12	SOK,SOK,77=92=95,OK,S@127.04,136.96	55.63	OK,OK,23=30=22,OK,S@41.72,33.28	48.76	SOK,SOK,40=40=44,OK,S@60.46,63.54	39.15	OK,OK,14=22=29,OK,S@25.45,39.55	61.16	SOK,SOK,123=152=91,OK,S@223.85,142.15	66.24	LOW,OK,14=20=9,OK,S@28.48,14.52	77.18	OK,OK,17=22=6,OK,S@34.73,10.27	56.74	OK,OK,17=26=17,OK,S@34.04,25.96	56.32	OK,OK,23=29=21,OK,S@41.11,31.89	66.73	OK,OK,23=31=14,OK,S@45.38,22.62	53.72	OK,OK,29=24=24,OK,S@41.36,35.64	41.74	SOK,SOK,60=49=80,OK,S@78.89,110.11	52.09	OK,OK,34=15=24,B1,S@38.03,34.97	39.75	OK,OK,17=21=30,OK,S@27.03,40.97	30.52	OK,OK,9=13=26,OK,S@14.65,33.35	69.62	SOK,SOK,218=220=100,OK,S@374.56,163.44	66.79	SOK,SOK,48=40=23,OK,S@74.14,36.86	59.67	SOK,SOK,41=38=28,OK,S@63.85,43.15	69.99	OK,OK,21=33=12,OK,S@46.19,19.81	77.34	OK,OK,33=39=11,OK,S@64.19,18.81	73.65	OK,OK,41=39=15,OK,S@69.97,25.03	75.61	OK,OK,34=31=11,OK,S@57.46,18.54	22.66
PALM3	HsaEX0045310	chr19:14057351-14057431	81	chr19:14059115,14057351-14057431,14056804	S	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	58.27	SOK,SOK,32=49=29,OK,S@64.10,45.90	53.33	LOW,LOW,16=16=14,OK,S@24.53,21.47	54.55	VLOW,VLOW,8=16=10,OK,S@18.55,15.45	71.43	VLOW,VLOW,8=17=5,B1,S@21.43,8.57	80.53	SOK,SOK,32=59=11,OK,S@82.14,19.86	92.00	VLOW,VLOW,6=17=1,B1,S@22.08,1.92	60.00	N,N,1=5=2,B1,S@4.80,3.20	88.89	N,N,9=7=1,OK,S@15.11,1.89	75.00	N,N,2=4=1,OK,S@5.25,1.75	73.33	VLOW,VLOW,7=15=4,B1,S@19.07,6.93	81.82	VLOW,VLOW,7=11=2,OK,S@16.36,3.64	68.09	OK,OK,15=49=15,B1,S@53.79,25.21	85.00	VLOW,VLOW,9=25=3,B1,S@31.45,5.55	52.94	N,N,3=15=8,B1,S@13.76,12.24	60.00	N,N,3=9=4,B1,S@9.60,6.40	85.87	SOK,SOK,67=91=13,OK,S@146.84,24.16	81.25	LOW,LOW,10=16=3,OK,S@23.56,5.44	81.40	OK,OK,15=20=4,OK,S@31.75,7.25	90.48	VLOW,VLOW,10=9=1,OK,S@18.10,1.90	93.55	LOW,LOW,13=16=1,OK,S@28.07,1.94	84.00	VLOW,VLOW,12=9=2,OK,S@19.32,3.68	87.50	VLOW,VLOW,7=21=2,B1,S@26.25,3.75	26.59
NBPF9	HsaEX1025211	chr1:149092755-149092785	31	chr1:149098438,149092755-149092785+149092853,149090894	S	27.00	SOK,SOK,63=33=242,OK,S@91.26,246.74	34.48	SOK,SOK,23=15=72,OK,S@37.93,72.07	18.63	SOK,SOK,18=6=87,OK,S@20.68,90.32	27.63	SOK,SOK,22=12=83,OK,S@32.33,84.67	23.35	SOK,SOK,48=28=237,OK,S@73.09,239.91	24.32	SOK,SOK,20=8=75,OK,S@25.05,77.95	19.74	OK,SOK,16=6=76,OK,S@19.35,78.65	25.49	SOK,SOK,12=14=86,B1,S@28.55,83.45	23.59	SOK,SOK,54=26=234,OK,S@74.07,239.93	26.98	SOK,SOK,18=10=73,OK,S@27.25,73.75	20.09	SOK,SOK,14=8=83,OK,S@21.09,83.91	23.84	SOK,SOK,22=8=78,OK,S@25.75,82.25	43.17	SOK,SOK,98=41=160,OK,S@129.08,169.92	43.69	OK,SOK,35=12=51,OK,S@42.82,55.18	36.09	SOK,SOK,30=11=60,OK,S@36.45,64.55	49.54	SOK,SOK,33=18=49,OK,S@49.54,50.46	40.79	SOK,SOK,32=24=82,B1,S@56.29,81.71	39.47	LOW,LOW,5=4=15,OK,S@9.47,14.53	40.67	VLOW,VLOW,6=4=14,OK,S@9.76,14.24	44.29	N,N,0=2=4,Bn,S@2.66,3.34	45.85	N,N,4=3=8,B1,S@6.88,8.12	29.05	OK,OK,6=4=24,OK,S@9.88,24.12	50.47	LOW,LOW,11=7=17,OK,S@17.66,17.34	48.39	SOK,SOK,90=49=136,OK,S@133.07,141.93	38.39	SOK,SOK,26=15=61,OK,S@39.16,62.84	55.73	OK,SOK,26=16=32,OK,S@41.24,32.76	53.38	OK,SOK,38=18=43,OK,S@52.85,46.15	63.01	SOK,SOK,107=39=72,OK,S@137.36,80.64	69.76	VLOW,LOW,15=5=7,OK,S@18.84,8.16	54.29	OK,OK,28=9=25,OK,S@33.66,28.34	54.26	VLOW,VLOW,20=3=14,B1,S@20.08,16.92	81.20	VLOW,LOW,10=10=5,B1,S@20.30,4.70	56.94	VLOW,LOW,13=6=13,OK,S@18.22,13.78	72.81	VLOW,OK,21=6=8,OK,S@25.48,9.52	21.77
METTL22	HsaEX0009687	chr16:8635039-8635079	41	chr16:8629110,8635039-8635079,8635168+8635216	C1	34.81	N,N,1=1=2,OK,C2@1.39,2.61	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	0.00	N,N,0=0=2,Bn,C2@0.00,2.00	16.76	VLOW,VLOW,3=2=13,OK,C2@3.02,14.98	13.10	N,N,1=1=7,OK,C2@1.18,7.82	24.82	N,N,2=0=3,Bn,C1@1.24,3.76	16.05	N,N,0=1=3,Bn,C2@0.64,3.36	30.50	N,N,4=2=7,OK,C1@3.96,9.04	49.28	N,N,2=0=1,Bn,S@1.48,1.52	15.79	N,N,0=1=3,Bn,C2@0.63,3.37	33.68	N,N,2=1=3,OK,S@2.02,3.98	55.85	SOK,SOK,219=202=166,OK,S@327.84,259.16	51.61	SOK,SOK,67=42=51,OK,S@82.58,77.42	64.70	SOK,SOK,117=97=57,OK,S@175.34,95.66	46.41	SOK,SOK,35=63=58,B1,S@72.40,83.60	60.83	SOK,SOK,196=189=121,OK,S@307.80,198.20	60.86	OK,OK,45=24=22,OK,S@55.38,35.62	49.50	OK,OK,28=25=28,OK,S@40.09,40.91	72.02	OK,OK,40=30=14,OK,S@60.50,23.50	72.91	OK,OK,31=36=11,OK,C1@56.87,21.13	42.10	OK,OK,20=25=30,OK,C1@31.58,43.42	69.55	OK,SOK,32=49=16,OK,C1@67.46,29.54	56.71	SOK,SOK,223=202=160,OK,S@331.75,253.25	50.09	SOK,SOK,72=57=63,OK,C1@96.17,95.83	60.04	SOK,SOK,82=72=51,OK,S@123.08,81.92	60.27	SOK,SOK,69=73=46,OK,S@113.31,74.69	73.15	SOK,SOK,260=240=90,OK,S@431.59,158.41	78.70	SOK,SOK,61=51=15,OK,S@99.95,27.05	72.69	SOK,SOK,46=48=17,OK,S@80.69,30.31	70.52	SOK,SOK,47=45=20,OK,S@78.98,33.02	73.93	OK,OK,31=32=11,OK,S@54.71,19.29	65.45	OK,OK,37=30=17,OK,C1@54.98,29.02	76.68	OK,OK,38=34=10,OK,S@62.88,19.12	18.75
POLB	HsaEX0048873	chr8:42354417-42354521	105	chr8:42352568,42354417-42354521,42355516	S	8.91	OK,OK,2=7=46,B1,S@4.90,50.10	12.82	LOW,LOW,1=4=17,B1,S@2.82,19.18	8.57	LOW,LOW,0=3=16,Bn,S@1.63,17.37	3.70	VLOW,VLOW,1=0=13,Bn,S@0.52,13.48	12.28	OK,OK,3=4=25,OK,S@3.93,28.07	7.14	VLOW,VLOW,1=1=13,OK,S@1.07,13.93	12.50	N,N,1=1=7,OK,S@1.12,7.88	23.08	N,N,1=2=5,OK,S@1.85,6.15	19.23	OK,OK,5=5=21,OK,S@5.96,25.04	0.00	N,N,0=0=6,Bn,S@0.00,6.00	45.45	N,N,2=3=3,OK,S@3.64,4.36	17.24	VLOW,VLOW,3=2=12,OK,C1@2.93,14.07	8.03	SOK,SOK,17=12=166,OK,C1@15.66,179.34	5.88	OK,OK,4=2=48,OK,C1@3.18,50.82	6.67	OK,OK,7=3=70,B1,C1@5.34,74.66	11.93	OK,OK,6=7=48,OK,S@7.28,53.72	17.35	SOK,SOK,41=27=162,OK,S@39.91,190.09	19.59	OK,OK,9=10=39,OK,C1@11.36,46.64	15.79	OK,OK,9=3=32,B1,S@6.95,37.05	15.38	OK,OK,6=2=22,B1,S@4.61,25.39	12.50	OK,OK,4=2=21,OK,S@3.38,23.62	17.24	OK,OK,4=6=24,OK,S@5.86,28.14	21.31	OK,OK,9=4=24,B1,S@7.88,29.12	14.77	SOK,SOK,37=41=225,OK,C1@44.75,258.25	10.42	SOK,SOK,12=8=86,OK,C1@11.05,94.95	20.66	OK,OK,13=12=48,OK,C1@15.08,57.92	15.35	SOK,SOK,12=21=91,OK,S@19.03,104.97	22.45	SOK,SOK,54=67=209,OK,C1@74.09,255.91	20.86	OK,OK,12=17=55,OK,S@17.52,66.48	21.62	OK,OK,11=21=58,OK,S@19.46,70.54	16.22	OK,OK,5=7=31,OK,C1@6.97,36.03	19.35	OK,OK,6=6=25,OK,S@7.16,29.84	33.33	LOW,LOW,12=6=18,OK,C1@12.00,24.00	29.03	OK,OK,8=10=22,OK,C1@11.61,28.39	15.24
MARK2	HsaEX0037915	chr11:63904098-63904147	50	chr11:63903132+63903158,63903986+63904098-63904147,63904786	S	39.73	OK,OK,17=12=22,OK,S@20.26,30.74	38.89	VLOW,VLOW,8=6=11,OK,S@9.72,15.28	50.00	N,N,6=2=4,B1,S@6.00,6.00	33.33	N,N,3=4=7,OK,S@4.67,9.33	17.19	OK,OK,10=12=53,OK,S@12.89,62.11	15.79	OK,OK,3=6=24,OK,S@5.21,27.79	24.14	VLOW,VLOW,3=4=11,OK,S@4.35,13.65	14.29	LOW,LOW,4=2=18,OK,S@3.43,20.57	22.22	OK,OK,12=8=35,OK,S@12.22,42.78	26.67	VLOW,VLOW,5=3=11,OK,S@5.07,13.93	12.00	VLOW,VLOW,3=0=11,Bn,S@1.68,12.32	25.71	VLOW,VLOW,4=5=13,OK,S@5.66,16.34	36.08	SOK,SOK,223=277=443,OK,S@340.23,602.77	33.87	SOK,SOK,55=71=123,OK,S@84.34,164.66	40.64	SOK,SOK,105=125=168,OK,S@161.75,236.25	32.14	SOK,SOK,63=81=152,OK,S@95.13,200.87	47.20	SOK,SOK,275=240=288,OK,S@379.02,423.98	64.38	SOK,SOK,49=45=26,OK,S@77.26,42.74	49.25	SOK,SOK,49=17=34,B1,S@49.25,50.75	45.98	SOK,SOK,42=38=47,OK,S@58.39,68.61	55.00	SOK,SOK,41=47=36,OK,S@68.20,55.80	47.14	SOK,SOK,54=53=60,OK,S@78.72,88.28	32.00	SOK,SOK,40=40=85,OK,S@52.80,112.20	37.80	SOK,SOK,175=209=316,OK,S@264.60,435.40	39.24	SOK,SOK,67=88=120,OK,S@107.91,167.09	37.75	SOK,SOK,60=71=108,OK,S@90.22,148.78	35.77	SOK,SOK,48=50=88,OK,S@66.53,119.47	50.08	SOK,SOK,305=291=297,OK,S@447.21,445.79	41.96	SOK,SOK,56=51=74,OK,S@75.95,105.05	44.77	SOK,SOK,54=53=66,OK,S@77.45,95.55	59.01	SOK,SOK,47=48=33,OK,S@75.53,52.47	65.48	SOK,SOK,50=60=29,OK,S@91.02,47.98	51.76	SOK,SOK,51=52=48,OK,S@78.16,72.84	44.05	SOK,SOK,47=27=47,OK,S@53.30,67.70	15.62
PICALM	HsaEX0047352	chr11:85978070-85978093	24	chr11:85981129,85978070-85978093,85976682	S	54.10	SOK,SOK,38=41=69,OK,C1@80.07,67.93	50.73	OK,OK,9=12=21,OK,C1@21.31,20.69	54.72	OK,OK,12=15=23,OK,C1@27.36,22.64	56.07	OK,OK,17=14=25,OK,C1@31.40,24.60	64.95	SOK,SOK,71=46=65,OK,C1@118.21,63.79	63.94	LOW,OK,20=11=18,OK,C1@31.33,17.67	65.07	OK,OK,22=16=21,OK,C1@38.39,20.61	65.52	OK,SOK,29=19=26,OK,C1@48.48,25.52	61.98	OK,SOK,30=27=36,OK,C1@57.64,35.36	63.18	N,LOW,7=8=9,OK,C1@15.16,8.84	67.31	N,LOW,9=7=8,OK,C1@16.15,7.85	58.48	LOW,OK,14=12=19,OK,C1@26.32,18.68	57.61	SOK,SOK,279=327=459,OK,C1@613.55,451.45	54.12	SOK,SOK,81=92=151,OK,C1@175.35,148.65	58.55	SOK,SOK,102=134=172,OK,C1@238.88,169.12	59.86	SOK,SOK,96=101=136,OK,C1@199.33,133.67	58.29	SOK,SOK,111=113=165,OK,S@226.75,162.25	64.81	LOW,OK,19=15=19,OK,C1@34.35,18.65	54.82	OK,OK,12=21=28,OK,S@33.44,27.56	49.85	OK,OK,10=18=29,OK,C1@28.41,28.59	56.64	OK,OK,20=13=26,OK,S@33.42,25.58	63.75	OK,SOK,18=23=24,OK,C1@41.44,23.56	59.21	OK,SOK,32=23=39,OK,S@55.66,38.34	54.21	SOK,SOK,208=221=373,OK,C1@434.76,367.24	56.55	SOK,SOK,81=72=121,OK,C1@154.95,119.05	50.08	SOK,SOK,74=79=157,OK,C1@155.25,154.75	57.13	SOK,SOK,53=70=95,OK,C1@124.54,93.46	73.42	SOK,SOK,206=226=161,OK,S@435.38,157.62	81.69	SOK,SOK,43=61=24,OK,S@104.56,23.44	74.66	SOK,SOK,39=44=29,OK,S@83.62,28.38	71.75	OK,OK,20=17=15,OK,S@37.31,14.69	73.12	OK,OK,22=15=14,OK,S@37.29,13.71	63.49	SOK,SOK,38=38=45,OK,C1@76.82,44.18	74.20	SOK,SOK,44=51=34,OK,S@95.72,33.28	15.64
DNM1L	HsaEX0020452	chr12:32738264-32738296	33	chr12:32737161,32738264-32738296,32740064	C2	85.40	SOK,SOK,697=207=104,B1,S@860.83,147.17	88.84	SOK,SOK,249=82=28,B1,S@318.94,40.06	82.86	SOK,SOK,217=56=38,B1,S@257.69,53.31	84.16	SOK,SOK,231=69=38,B1,S@284.46,53.54	88.69	SOK,SOK,718=249=83,B1,S@931.25,118.75	88.23	SOK,SOK,229=94=29,B1,S@310.57,41.43	87.03	SOK,SOK,238=71=31,B1,S@295.90,44.10	90.74	SOK,SOK,251=84=23,B1,S@324.85,33.15	78.89	SOK,SOK,626=207=150,B1,S@775.49,207.51	76.70	SOK,SOK,205=64=55,B1,S@248.51,75.49	77.90	SOK,SOK,156=64=42,B1,S@204.10,57.90	81.37	SOK,SOK,265=79=53,B1,S@323.04,73.96	38.42	SOK,SOK,214=243=493,OK,C1@364.99,585.01	30.30	SOK,SOK,48=65=175,OK,C1@87.26,200.74	44.34	SOK,SOK,102=117=185,OK,C1@179.13,224.87	38.75	SOK,SOK,64=61=133,OK,C1@99.98,158.03	51.50	SOK,SOK,163=203=232,OK,C2@307.97,290.03	52.17	OK,OK,17=30=29,OK,C2@39.65,36.35	58.27	OK,SOK,27=29=27,OK,C2@48.36,34.64	51.85	OK,OK,18=22=25,OK,C2@33.70,31.30	52.87	OK,OK,18=27=27,OK,C1@38.07,33.93	50.71	SOK,SOK,34=47=53,OK,C1@67.95,66.05	47.91	SOK,SOK,49=48=71,OK,C2@80.49,87.51	43.01	SOK,SOK,206=220=380,OK,C1@346.66,459.34	40.23	SOK,SOK,72=87=159,OK,C1@127.93,190.07	41.11	SOK,SOK,70=69=134,OK,C1@112.23,160.77	49.75	SOK,SOK,64=64=87,OK,C1@106.96,108.04	55.25	SOK,SOK,136=152=157,OK,C1@245.86,199.14	51.10	OK,SOK,21=38=38,OK,C2@49.57,47.43	57.79	OK,SOK,26=33=29,OK,C1@50.86,37.14	56.72	OK,OK,16=21=19,OK,C1@31.76,24.24	62.45	OK,OK,17=25=17,OK,C1@36.85,22.15	55.24	OK,SOK,34=21=30,OK,C2@46.95,38.05	50.24	OK,OK,22=14=24,OK,C2@30.14,29.86	17.79
ANKRD10	HsaEX0004269	chr13:110894109-110894164	56	chr13:110894285,110894109-110894164+110894202,110893234+110893263	C3	19.50	SOK,SOK,9=41=115,B1,C3@32.18,132.82	23.38	OK,OK,4=20=44,B2,C3@15.90,52.10	14.27	OK,OK,4=9=43,B1,C3@7.99,48.01	20.61	OK,OK,1=12=28,B2,C3@8.45,32.55	20.55	SOK,SOK,18=34=111,OK,C3@33.50,129.50	15.56	OK,OK,4=13=51,B1,C3@10.58,57.42	30.80	OK,OK,10=11=26,OK,C3@14.48,32.52	18.59	OK,OK,4=10=34,B1,C3@8.92,39.08	24.42	SOK,SOK,10=54=110,B2,C3@42.49,131.51	25.90	OK,OK,4=19=36,B2,C3@15.28,43.72	20.80	OK,OK,1=13=30,B2,C3@9.15,34.85	25.50	OK,OK,5=22=44,B1,C3@18.11,52.90	4.88	SOK,SOK,34=54=955,OK,C3@50.90,992.10	2.75	SOK,SOK,10=8=353,OK,C3@10.20,360.80	6.50	SOK,SOK,16=25=328,OK,C3@23.98,345.02	5.59	SOK,SOK,8=21=274,B1,C3@16.94,286.06	13.76	SOK,SOK,38=47=295,OK,C3@52.29,327.71	14.62	OK,OK,10=8=58,OK,C3@11.11,64.89	10.38	OK,OK,7=5=57,OK,C3@7.16,61.84	15.93	OK,OK,5=8=38,OK,C3@8.12,42.88	12.77	OK,OK,3=8=42,B1,C3@6.77,46.23	12.42	OK,OK,6=7=51,OK,C3@7.95,56.05	16.89	OK,OK,7=11=49,OK,C3@11.32,55.68	4.93	SOK,SOK,39=45=897,OK,C3@48.36,932.64	4.32	SOK,SOK,13=19=393,OK,C3@18.36,406.64	5.18	SOK,SOK,13=14=273,OK,C3@15.54,284.46	5.67	SOK,SOK,13=12=231,OK,C3@14.52,241.48	24.87	SOK,SOK,63=89=254,OK,C3@100.97,305.03	31.83	OK,OK,14=22=43,OK,C3@25.15,53.85	30.71	OK,OK,14=21=43,OK,C3@23.95,54.05	24.42	OK,OK,12=8=34,OK,C3@13.19,40.81	24.10	OK,OK,4=13=30,B1,C3@11.33,35.67	22.62	OK,OK,9=12=40,OK,C3@13.80,47.20	16.52	OK,OK,10=13=64,OK,C3@14.37,72.63	20.08
