GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
SERTAD4	HsaEX1036614	chr1:210237264-210237468	205	chr1:210233011,210237264-210237468,210237944	S	29.17	OK,OK,1=27=34,B2,S@18.09,43.91	33.33	VLOW,VLOW,0=11=11,Bl,S@7.33,14.67	30.00	VLOW,VLOW,1=11=14,B2,S@7.80,18.20	21.74	N,N,0=5=9,Bn,S@3.04,10.96	30.00	OK,OK,3=33=42,B2,S@23.40,54.60	30.77	LOW,LOW,0=16=18,B3,S@10.46,23.54	33.33	VLOW,VLOW,3=10=13,B1,S@8.67,17.33	24.14	VLOW,VLOW,0=7=11,Bn,S@4.35,13.65	51.16	OK,OK,8=36=21,B1,S@33.25,31.75	72.73	N,N,4=12=3,B1,S@13.82,5.18	45.45	N,N,3=7=6,B1,S@7.27,8.73	42.86	VLOW,VLOW,1=17=12,B2,S@12.86,17.14	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	21.99
SSH1	HsaEX0061848	chr12:108799000-108799200	201	chr12:108800780+108800804,108799000-108799200,108792829+108793175+108793206	S	100.00	LOW,LOW,13=18=0,OK,S@31.00,0.00	100.00	N,N,6=8=0,OK,S@14.00,0.00	100.00	N,N,5=7=0,OK,S@12.00,0.00	100.00	N,N,2=3=0,OK,S@5.00,0.00	88.24	LOW,LOW,14=31=3,B1,S@42.36,5.64	81.82	VLOW,VLOW,5=13=2,B1,S@16.36,3.64	86.67	N,N,3=10=1,B1,S@12.13,1.87	100.00	N,N,6=8=0,OK,S@14.00,0.00	77.78	VLOW,VLOW,9=19=4,B1,S@24.89,7.11	77.78	N,N,2=5=1,B1,S@6.22,1.78	77.78	N,N,3=4=1,OK,S@6.22,1.78	77.78	N,N,4=10=2,B1,S@12.44,3.56	95.86	SOK,SOK,166=112=6,OK,S@272.24,11.76	95.92	OK,OK,58=36=2,OK,S@92.08,3.92	95.74	OK,OK,53=37=2,OK,S@88.08,3.92	95.92	OK,OK,55=39=2,OK,S@92.08,3.92	100.00	SOK,SOK,72=63=0,OK,S@135.00,0.00	100.00	VLOW,VLOW,14=9=0,OK,S@23.00,0.00	100.00	N,N,2=4=0,OK,S@6.00,0.00	100.00	N,N,7=9=0,OK,S@16.00,0.00	100.00	N,N,8=9=0,OK,S@17.00,0.00	100.00	LOW,LOW,19=14=0,OK,S@33.00,0.00	100.00	OK,OK,22=18=0,OK,S@40.00,0.00	96.55	SOK,SOK,124=100=4,OK,S@220.13,7.87	98.21	SOK,SOK,61=49=1,OK,S@109.01,1.99	94.12	OK,OK,36=28=2,OK,S@62.12,3.88	96.15	OK,OK,27=23=1,OK,S@49.04,1.96	100.00	SOK,SOK,83=90=0,OK,S@173.00,0.00	100.00	OK,OK,22=20=0,OK,S@42.00,0.00	100.00	LOW,LOW,15=12=0,OK,S@27.00,0.00	100.00	VLOW,VLOW,10=10=0,OK,S@20.00,0.00	100.00	VLOW,VLOW,7=10=0,OK,S@17.00,0.00	100.00	OK,OK,15=26=0,OK,S@41.00,0.00	100.00	VLOW,VLOW,14=12=0,OK,S@26.00,0.00	-22.22
SH3BP2	HsaEX0057962	chr4:2831923-2831978	56	chr4:2831679,2831923-2831978,2832052+2832331	S	76.00	VLOW,VLOW,10=9=3,OK,S@16.72,5.28	81.82	N,N,3=6=1,OK,S@8.18,1.82	60.00	N,N,3=3=2,OK,S@4.80,3.20	100.00	N,N,4=0=0,Bn,S@4.00,0.00	37.14	VLOW,VLOW,6=7=11,OK,S@8.91,15.09	42.86	N,N,0=3=2,Bn,S@2.14,2.86	17.65	N,N,2=1=7,OK,S@1.76,8.23	63.64	N,N,4=3=2,OK,S@5.73,3.27	35.00	VLOW,VLOW,3=11=13,B1,S@9.45,17.55	42.86	N,N,0=3=2,Bn,S@2.14,2.86	37.50	N,N,1=5=5,B1,S@4.12,6.88	29.41	N,N,2=3=6,OK,S@3.24,7.76	84.77	SOK,SOK,285=372=59,OK,S@606.95,109.05	87.83	SOK,SOK,90=112=14,OK,S@189.71,26.29	85.62	SOK,SOK,103=147=21,OK,S@232.03,38.97	81.03	SOK,SOK,92=113=24,OK,S@185.56,43.44	86.46	SOK,SOK,121=160=22,OK,S@261.97,41.03	79.31	OK,OK,21=25=6,OK,S@41.24,10.76	87.23	OK,OK,17=24=3,OK,S@38.38,5.62	68.63	LOW,LOW,16=19=8,OK,S@29.51,13.49	90.32	OK,OK,24=32=3,OK,S@53.29,5.71	95.92	OK,OK,20=27=1,OK,S@46.04,1.96	96.55	OK,OK,23=33=1,OK,S@55.03,1.97	80.12	SOK,SOK,278=367=80,OK,S@580.87,144.13	81.82	SOK,SOK,112=167=31,OK,S@253.64,56.36	77.47	SOK,SOK,99=128=33,OK,S@201.42,58.58	81.29	SOK,SOK,67=72=16,OK,S@126.00,29.00	83.33	SOK,SOK,125=155=28,OK,S@256.66,51.34	86.67	OK,OK,24=28=4,OK,S@48.54,7.46	85.92	OK,OK,25=36=5,OK,S@56.71,9.29	76.00	OK,OK,16=22=6,OK,S@33.44,10.56	79.31	VLOW,VLOW,12=11=3,OK,S@20.62,5.38	83.05	OK,OK,22=27=5,OK,S@44.85,9.15	85.07	OK,OK,26=31=5,OK,S@52.74,9.26	-41.00
SUPT20H	HsaEX0024471	chr13:37048564-37048599	36	chr13:37051488,37048564-37048599,37047936	S	79.18	SOK,SOK,76=69=23,OK,S@133.02,34.98	83.48	OK,OK,35=32=8,OK,S@62.61,12.39	70.71	OK,OK,20=16=9,OK,S@31.82,13.18	80.86	OK,OK,21=21=6,OK,S@38.81,9.19	81.36	SOK,SOK,61=62=17,OK,S@113.90,26.10	81.47	OK,OK,22=29=7,OK,S@47.25,10.75	87.41	OK,OK,26=20=4,OK,S@43.70,6.30	72.34	VLOW,LOW,13=13=6,OK,S@23.15,8.85	63.39	SOK,SOK,70=62=46,OK,S@112.83,65.17	67.86	OK,OK,21=21=12,OK,S@36.64,17.36	59.81	OK,OK,21=16=15,OK,S@31.10,20.90	62.73	OK,OK,28=25=19,OK,S@45.17,26.83	41.62	SOK,SOK,107=108=182,OK,S@165.23,231.77	34.20	SOK,SOK,29=33=72,OK,S@45.83,88.17	45.10	SOK,SOK,52=46=72,OK,S@76.67,93.33	46.62	OK,SOK,26=29=38,OK,S@43.36,49.64	52.16	SOK,SOK,87=81=93,OK,S@136.14,124.86	29.10	OK,OK,10=7=25,OK,S@12.22,29.78	63.64	LOW,LOW,17=12=10,OK,S@24.82,14.18	76.85	VLOW,LOW,9=13=4,OK,S@19.98,6.02	64.42	N,N,14=4=6,B1,S@15.46,8.54	51.53	OK,OK,15=22=21,OK,S@29.89,28.11	50.14	OK,OK,22=23=27,OK,S@36.10,35.90	38.12	SOK,SOK,90=106=192,OK,S@147.91,240.09	38.34	SOK,SOK,32=36=66,OK,S@51.38,82.62	43.89	SOK,SOK,31=39=54,OK,S@54.42,69.58	32.71	SOK,SOK,27=31=72,OK,S@42.52,87.48	48.92	SOK,SOK,94=79=109,OK,S@137.95,144.05	34.74	OK,OK,18=12=34,OK,S@22.23,41.77	54.11	OK,OK,22=21=22,OK,S@35.17,29.83	54.70	N,N,8=8=8,OK,S@13.13,10.87	61.31	VLOW,VLOW,10=11=8,OK,S@17.78,11.22	55.50	LOW,LOW,19=12=15,OK,S@25.53,20.47	46.74	OK,OK,17=15=22,OK,S@25.24,28.76	-15.79
WDR59	HsaEX0071226	chr16:74909822-74909917	96	chr16:74912198,74909784+74909822-74909917,74909657	S	90.48	VLOW,VLOW,10=9=1,OK,S@18.10,1.90	100.00	N,N,3=6=0,OK,S@9.00,0.00	75.00	N,N,4=2=1,OK,S@5.25,1.75	100.00	N,N,3=1=0,B1,S@4.00,0.00	100.00	LOW,LOW,13=15=0,OK,S@28.00,0.00	100.00	N,N,3=8=0,B1,S@11.00,0.00	100.00	N,N,1=5=0,B1,S@6.00,0.00	100.00	N,N,9=2=0,B1,S@11.00,0.00	73.91	VLOW,VLOW,11=6=3,OK,S@14.78,5.22	55.56	N,N,3=2=2,OK,S@3.89,3.11	100.00	N,N,3=1=0,B1,S@4.00,0.00	80.00	N,N,5=3=1,OK,S@7.20,1.80	98.84	SOK,SOK,963=746=10,OK,S@1699.06,19.94	97.49	SOK,SOK,323=221=7,OK,S@537.17,13.83	99.16	SOK,SOK,390=322=3,OK,S@708.99,6.01	100.00	SOK,SOK,250=203=0,OK,S@453.00,0.00	99.50	SOK,SOK,640=550=3,OK,S@1187.04,5.97	97.80	SOK,SOK,101=77=2,OK,S@176.04,3.96	100.00	SOK,SOK,118=67=0,OK,S@185.00,0.00	100.00	SOK,SOK,90=97=0,OK,S@187.00,0.00	98.77	SOK,SOK,81=79=1,OK,S@159.02,1.98	100.00	SOK,SOK,121=108=0,OK,S@229.00,0.00	100.00	SOK,SOK,129=122=0,OK,S@251.00,0.00	98.44	SOK,SOK,804=585=11,OK,S@1378.16,21.84	97.71	SOK,SOK,357=240=7,OK,S@590.17,13.83	99.59	SOK,SOK,265=215=1,OK,S@479.03,1.97	98.11	SOK,SOK,182=130=3,OK,S@309.05,5.95	98.88	SOK,SOK,640=592=7,OK,S@1225.12,13.88	100.00	SOK,SOK,131=129=0,OK,S@260.00,0.00	99.26	SOK,SOK,148=120=1,OK,S@267.01,1.99	94.20	SOK,SOK,67=63=4,OK,S@126.23,7.77	98.53	SOK,SOK,65=69=1,OK,S@133.02,1.98	100.00	SOK,SOK,110=104=0,OK,S@214.00,0.00	99.12	SOK,SOK,119=107=1,OK,S@225.00,2.00	-16.57
TSC2	HsaEX0067508	chr16:2077654-2077726	73	chr16:2076585,2077598+2077654-2077726,2079032+2079035	S	34.12	VLOW,VLOW,6=4=10,OK,S@6.82,13.18	75.37	N,N,2=4=1,OK,S@5.28,1.72	18.51	N,N,3=0=7,Bn,S@1.85,8.15	20.95	N,N,1=0=2,Bn,S@0.63,2.37	17.08	N,N,1=1=5,OK,S@1.20,5.80	14.29	N,N,0=1=3,Bn,S@0.57,3.43	34.64	N,N,1=0=1,Bn,S@0.69,1.31	0.00	N,N,0=0=1,Bn,S@0.00,1.00	7.69	VLOW,VLOW,0=2=12,Bn,S@1.08,12.92	0.00	N,N,0=0=6,Bn,S@0.00,6.00	20.00	N,N,0=1=2,Bn,S@0.60,2.40	11.11	N,N,0=1=4,Bn,S@0.56,4.44	9.38	SOK,SOK,55=81=673,OK,S@75.88,733.12	8.65	SOK,SOK,17=24=222,OK,S@22.75,240.25	9.94	SOK,SOK,26=34=279,OK,S@33.70,305.30	9.41	SOK,SOK,12=23=172,OK,S@19.48,187.52	10.31	SOK,SOK,51=53=466,OK,S@58.77,511.23	7.80	OK,OK,3=9=72,B1,S@6.55,77.45	9.59	OK,OK,8=7=73,OK,S@8.44,79.56	10.77	SOK,SOK,9=10=81,OK,S@10.77,89.23	6.15	OK,OK,5=4=71,OK,S@4.92,75.08	14.47	SOK,SOK,12=14=79,OK,S@15.19,89.81	11.70	SOK,SOK,14=9=90,OK,S@13.22,99.78	8.79	SOK,SOK,57=40=521,OK,S@54.32,563.68	7.30	SOK,SOK,22=14=237,OK,S@19.93,253.07	8.74	SOK,SOK,19=13=173,OK,S@17.92,187.08	11.89	SOK,SOK,16=13=111,OK,S@16.65,123.35	5.92	SOK,SOK,20=51=574,B1,S@38.18,606.82	5.56	SOK,SOK,4=8=104,OK,S@6.45,109.55	6.16	SOK,SOK,5=9=109,OK,S@7.58,115.42	5.30	OK,OK,3=6=82,OK,S@4.82,86.18	11.54	OK,OK,5=14=74,B1,S@10.73,82.27	3.59	SOK,SOK,2=6=109,B1,S@4.20,112.80	4.51	SOK,SOK,1=8=96,B2,S@4.74,100.26	-26.43
CDIPT	HsaEX0014253	chr16:29862586-29862635	50	chr16:29862815,29862586-29862635+29862720,29861259	S	92.59	VLOW,VLOW,14=11=1,OK,S@24.07,1.93	100.00	N,N,7=3=0,B1,S@10.00,0.00	100.00	N,N,5=3=0,OK,S@8.00,0.00	77.78	N,N,2=5=1,B1,S@6.22,1.78	72.73	N,N,7=9=3,OK,S@13.82,5.18	40.00	N,N,0=4=3,Bn,S@2.80,4.20	100.00	N,N,4=1=0,B1,S@5.00,0.00	100.00	N,N,3=4=0,OK,S@7.00,0.00	74.19	VLOW,VLOW,12=11=4,OK,S@20.03,6.97	100.00	N,N,2=6=0,B1,S@8.00,0.00	42.86	N,N,3=0=2,Bn,S@2.14,2.86	75.00	N,N,7=5=2,OK,S@10.50,3.50	96.97	SOK,SOK,1381=1309=42,OK,S@2649.22,82.78	97.74	SOK,SOK,408=370=9,OK,S@769.21,17.79	95.25	SOK,SOK,473=530=25,OK,S@979.17,48.83	98.27	SOK,SOK,500=409=8,OK,S@901.14,15.86	97.15	SOK,SOK,1289=1094=35,OK,S@2349.09,68.91	97.16	SOK,SOK,201=209=6,OK,S@404.19,11.81	97.65	SOK,SOK,232=183=5,OK,S@410.13,9.87	95.77	SOK,SOK,203=159=8,OK,S@354.35,15.65	96.46	SOK,SOK,218=164=7,OK,S@375.23,13.77	98.58	SOK,SOK,219=197=3,OK,S@413.05,5.95	97.07	SOK,SOK,216=182=6,OK,S@392.16,11.84	96.52	SOK,SOK,1256=1128=43,OK,S@2342.54,84.46	97.14	SOK,SOK,437=445=13,OK,S@869.40,25.60	95.61	SOK,SOK,432=396=19,OK,S@809.82,37.18	96.84	SOK,SOK,387=287=11,OK,S@663.35,21.65	96.53	SOK,SOK,1213=1015=40,OK,S@2189.30,78.70	93.02	SOK,SOK,242=211=17,OK,S@437.19,32.81	96.40	SOK,SOK,213=162=7,OK,S@368.25,13.75	98.23	SOK,SOK,191=142=3,OK,S@330.05,5.95	98.29	SOK,SOK,177=167=3,OK,S@341.07,5.93	96.34	SOK,SOK,204=165=7,OK,S@362.24,13.76	98.33	SOK,SOK,186=168=3,OK,S@351.04,5.96	-18.40
ZFAND1	HsaEX0072582	chr8:81717249-81717288	40	chr8:81718182,81717245+81717249-81717288,81715114	S	65.86	SOK,SOK,23=246=187,OK,S@300.32,155.68	73.52	SOK,SOK,11=100=58,OK,S@124.25,44.75	46.53	SOK,SOK,2=71=73,B1,S@67.93,78.07	70.85	SOK,SOK,10=75=56,OK,S@99.90,41.10	62.77	SOK,SOK,25=254=227,OK,S@317.62,188.38	58.84	SOK,SOK,7=91=84,OK,S@107.09,74.91	63.42	SOK,SOK,9=66=70,OK,S@91.96,53.04	65.94	SOK,SOK,9=97=73,OK,S@118.03,60.97	46.56	SOK,SOK,14=188=280,OK,S@224.42,257.58	49.98	SOK,SOK,6=67=96,OK,S@84.47,84.53	41.76	SOK,SOK,3=48=80,OK,S@54.71,76.29	46.56	SOK,SOK,5=73=104,OK,S@84.74,97.26	21.46	SOK,SOK,6=123=484,OK,S@131.55,481.45	18.84	SOK,SOK,2=26=148,OK,S@33.16,142.84	21.85	SOK,SOK,2=64=211,B1,S@60.52,216.48	23.73	SOK,SOK,2=33=125,OK,S@37.97,122.03	32.93	SOK,SOK,10=143=367,OK,S@171.24,348.76	36.05	SOK,SOK,2=33=69,OK,S@37.49,66.51	34.65	SOK,SOK,2=36=77,OK,S@39.85,75.15	29.25	OK,OK,1=5=29,B1,S@10.24,24.76	9.90	OK,OK,0=10=59,Bl,S@6.83,62.17	27.35	OK,SOK,1=26=68,OK,S@25.98,69.02	46.45	SOK,SOK,4=33=65,OK,S@47.38,54.62	16.25	SOK,SOK,5=119=623,OK,S@121.39,625.61	9.91	SOK,SOK,1=24=221,OK,S@24.38,221.62	22.85	SOK,SOK,2=63=197,B1,S@59.87,202.13	15.72	SOK,SOK,2=32=205,OK,S@37.57,201.43	34.98	SOK,SOK,13=137=376,OK,S@183.99,342.01	24.30	SOK,SOK,2=24=103,OK,S@31.35,97.65	35.98	SOK,SOK,3=28=79,OK,S@39.58,70.42	23.54	OK,OK,0=19=40,B3,S@13.89,45.11	60.01	OK,SOK,3=22=27,OK,S@31.21,20.79	53.50	OK,SOK,4=21=42,B1,S@35.84,31.15	21.77	SOK,SOK,1=23=85,OK,S@23.73,85.27	-19.30
LZTS2	HsaEX0037131	chr10:101003691-101004151	461	chr10:101002946,101003507+101003691-101004151+101004166,101005458+101005694	S	98.35	SOK,SOK,18=101=1,B2,S@118.02,1.98	100.00	VLOW,VLOW,7=33=0,B1,S@40.00,0.00	95.24	VLOW,VLOW,6=34=1,B2,S@39.05,1.95	100.00	VLOW,VLOW,5=34=0,B2,S@39.00,0.00	84.09	LOW,LOW,14=60=7,B1,S@68.11,12.89	80.49	VLOW,VLOW,8=25=4,B1,S@29.78,7.22	91.67	N,N,4=18=1,B1,S@21.08,1.92	82.61	N,N,2=17=2,B2,S@17.35,3.65	81.43	SOK,SOK,19=95=13,B1,S@103.42,23.58	82.61	VLOW,VLOW,5=33=4,B2,S@34.70,7.30	75.61	VLOW,VLOW,6=25=5,B1,S@27.22,8.78	84.91	VLOW,VLOW,8=37=4,B1,S@41.61,7.39	98.54	SOK,SOK,1709=1267=22,OK,S@2954.23,43.77	98.56	SOK,SOK,557=398=7,OK,S@948.15,13.85	98.63	SOK,SOK,635=518=8,OK,S@1145.09,15.91	98.41	SOK,SOK,517=351=7,OK,S@861.09,13.91	98.93	SOK,SOK,1325=1268=14,OK,S@2579.11,27.89	98.98	SOK,SOK,173=214=2,OK,S@385.03,3.97	99.04	SOK,SOK,198=216=2,OK,S@412.01,3.99	99.51	SOK,SOK,200=208=1,OK,S@407.00,2.00	99.10	SOK,SOK,214=227=2,OK,S@439.01,3.99	99.15	SOK,SOK,274=192=2,OK,S@464.02,3.98	97.95	SOK,SOK,266=211=5,OK,S@472.12,9.88	97.80	SOK,SOK,1442=1052=28,OK,S@2466.52,55.48	97.15	SOK,SOK,584=437=15,OK,S@1006.47,29.53	98.03	SOK,SOK,458=338=8,OK,S@788.16,15.84	98.54	SOK,SOK,400=277=5,OK,S@672.04,9.96	97.26	SOK,SOK,1141=1061=31,OK,S@2171.82,61.18	93.75	SOK,SOK,171=159=11,OK,S@319.69,21.31	94.07	SOK,SOK,181=168=11,OK,S@338.65,21.35	98.49	SOK,SOK,190=201=3,OK,S@388.05,5.95	97.80	SOK,SOK,178=178=4,OK,S@352.08,7.92	99.49	SOK,SOK,205=184=1,OK,S@388.01,1.99	99.49	SOK,SOK,216=171=1,OK,S@386.02,1.98	-16.92
TBC1D19	HsaEX0063804	chr4:26620613-26620688	76	chr4:26614453,26620613-26620688,26637211	S	95.56	OK,OK,16=27=1,OK,S@42.05,1.95	100.00	VLOW,VLOW,6=13=0,B1,S@19.00,0.00	100.00	N,N,6=7=0,OK,S@13.00,0.00	84.62	N,N,4=7=1,OK,S@10.15,1.85	87.50	LOW,LOW,13=15=2,OK,S@26.25,3.75	71.43	N,N,0=5=1,Bn,S@4.29,1.71	100.00	N,N,7=5=0,OK,S@12.00,0.00	84.62	N,N,6=5=1,OK,S@10.15,1.85	76.19	LOW,LOW,16=16=5,OK,S@28.19,8.81	66.67	N,N,6=2=2,B1,S@6.67,3.33	100.00	N,N,3=6=0,OK,S@9.00,0.00	71.43	N,N,7=8=3,OK,S@12.86,5.14	100.00	LOW,LOW,11=28=0,B1,S@39.00,0.00	100.00	N,N,7=4=0,OK,S@11.00,0.00	100.00	N,N,4=18=0,B1,S@22.00,0.00	100.00	N,N,0=6=0,Bn,S@6.00,0.00	76.92	VLOW,VLOW,10=10=3,OK,S@17.69,5.31	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,2=3=0,OK,S@5.00,0.00	100.00	N,N,3=1=0,B1,S@4.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,3=4=0,OK,S@7.00,0.00	14.29	N,N,1=0=3,Bn,S@0.57,3.43	87.76	OK,OK,25=18=3,OK,S@40.37,5.63	81.25	LOW,LOW,15=11=3,OK,S@23.56,5.44	100.00	N,N,5=5=0,OK,S@10.00,0.00	100.00	N,N,5=2=0,B1,S@7.00,0.00	76.47	N,N,9=4=2,B1,S@11.47,3.53	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,2=2=0,OK,S@4.00,0.00	0.00	N,N,0=0=2,Bn,S@0.00,2.00	100.00	N,N,2=0=0,Bn,S@2.00,0.00	100.00	N,N,0=2=0,Bn,S@2.00,0.00	100.00	N,N,4=0=0,Bn,S@4.00,0.00	-19.37
AIP	HsaEX0003326	chr11:67489267-67489455	189	chr11:67487185,67489267-67489455,67490038	S	69.89	SOK,SOK,354=672=221,OK,S@871.53,375.47	71.49	SOK,SOK,120=231=70,OK,S@300.97,120.03	69.78	SOK,SOK,128=260=84,B1,S@329.36,142.64	68.17	SOK,SOK,106=181=67,OK,S@241.32,112.68	41.42	SOK,SOK,190=404=420,B1,S@420.00,594.00	37.62	SOK,SOK,67=132=165,OK,S@136.94,227.06	42.53	SOK,SOK,64=124=127,OK,S@133.97,181.03	44.71	SOK,SOK,59=148=128,B1,S@149.78,185.22	52.12	SOK,SOK,308=563=400,OK,S@662.45,608.55	51.54	SOK,SOK,101=167=126,OK,S@203.07,190.93	48.32	SOK,SOK,81=164=131,B1,S@181.68,194.32	55.59	SOK,SOK,126=232=143,OK,S@278.51,222.49	98.03	SOK,SOK,1057=1235=23,OK,S@2269.39,45.61	97.26	SOK,SOK,295=344=9,OK,S@630.24,17.76	98.24	SOK,SOK,389=503=8,OK,S@884.16,15.84	98.45	SOK,SOK,373=388=6,OK,S@755.11,11.89	97.73	SOK,SOK,1676=1855=41,OK,S@3490.92,81.08	99.12	SOK,SOK,314=362=3,OK,S@673.02,5.98	98.38	SOK,SOK,364=364=6,OK,S@722.11,11.89	96.66	SOK,SOK,281=297=10,OK,S@568.36,19.64	97.77	SOK,SOK,289=326=7,OK,S@608.13,13.87	96.39	SOK,SOK,219=262=9,OK,S@472.31,17.69	97.42	SOK,SOK,209=244=6,OK,S@447.16,11.84	96.87	SOK,SOK,1001=1102=34,OK,S@2070.11,66.89	96.99	SOK,SOK,399=438=13,OK,S@824.41,25.59	97.95	SOK,SOK,272=301=6,OK,S@567.13,11.87	95.85	SOK,SOK,330=363=15,OK,S@678.62,29.38	97.53	SOK,SOK,1563=1669=41,OK,S@3192.16,80.84	97.55	SOK,SOK,344=373=9,OK,S@708.21,17.79	97.63	SOK,SOK,345=314=8,OK,S@651.19,15.81	97.07	SOK,SOK,229=235=7,OK,S@457.20,13.80	96.19	SOK,SOK,206=249=9,OK,S@446.32,17.68	97.39	SOK,SOK,211=237=6,OK,S@442.15,11.85	99.19	SOK,SOK,228=261=2,OK,S@487.02,3.98	-17.77
PRPF40B	HsaEX0050379	chr12:49635099-49635263	165	chr12:49634602,49635099-49635263,49635365	S	82.17	SOK,SOK,62=54=12,OK,S@105.18,22.82	83.04	OK,OK,21=20=4,OK,S@37.37,7.63	79.36	OK,OK,18=22=5,OK,S@35.71,9.29	84.63	LOW,LOW,23=12=3,OK,S@32.16,5.84	46.10	LOW,LOW,19=10=16,OK,S@20.75,24.25	31.38	N,N,3=0=3,Bn,S@1.88,4.12	44.01	VLOW,VLOW,10=5=9,OK,S@10.56,13.44	56.70	N,N,6=5=4,OK,S@8.51,6.49	64.32	SOK,SOK,45=49=25,OK,S@76.54,42.46	62.46	LOW,LOW,16=12=8,OK,S@22.49,13.51	57.75	VLOW,VLOW,10=10=7,OK,S@15.59,11.41	68.92	OK,OK,19=27=10,OK,S@38.60,17.40	94.81	OK,OK,56=22=2,B1,S@75.85,4.15	100.00	VLOW,VLOW,13=6=0,OK,S@19.00,0.00	100.00	VLOW,VLOW,19=8=0,B1,S@27.00,0.00	88.20	VLOW,VLOW,24=8=2,B1,S@29.99,4.01	97.08	SOK,SOK,85=55=2,OK,S@137.85,4.15	91.93	VLOW,VLOW,15=9=1,OK,S@22.98,2.02	92.87	LOW,LOW,12=15=1,OK,S@26.00,2.00	100.00	VLOW,VLOW,15=5=0,B1,S@20.00,0.00	100.00	VLOW,VLOW,10=5=0,OK,S@15.00,0.00	100.00	VLOW,VLOW,19=7=0,B1,S@26.00,0.00	100.00	VLOW,LOW,14=14=0,OK,S@28.00,0.00	91.57	OK,OK,33=35=3,OK,S@65.01,5.99	100.00	VLOW,VLOW,14=12=0,OK,S@26.00,0.00	86.76	VLOW,VLOW,9=18=2,B1,S@25.16,3.84	87.65	VLOW,VLOW,10=5=1,OK,S@14.02,1.98	96.79	SOK,SOK,115=75=3,OK,S@186.80,6.20	95.08	OK,OK,17=23=1,OK,S@38.98,2.02	92.30	VLOW,VLOW,13=12=1,OK,S@24.00,2.00	94.86	LOW,LOW,26=13=1,OK,S@37.94,2.06	100.00	VLOW,VLOW,13=5=0,B1,S@18.00,0.00	100.00	VLOW,VLOW,13=12=0,OK,S@25.00,0.00	100.00	LOW,LOW,33=10=0,B1,S@43.00,0.00	-17.85
