GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_CNTRL	HeLa_CNTRL-Q	HeLa_CNTRL_A	HeLa_CNTRL_A-Q	HeLa_CNTRL_B	HeLa_CNTRL_B-Q	HeLa_CNTRL_C	HeLa_CNTRL_C-Q	HeLa_SON	HeLa_SON-Q	HeLa_SON_A	HeLa_SON_A-Q	HeLa_SON_B	HeLa_SON_B-Q	HeLa_SON_C	HeLa_SON_C-Q	HeLa_SRRM2	HeLa_SRRM2-Q	HeLa_SRRM2_A	HeLa_SRRM2_A-Q	HeLa_SRRM2_B	HeLa_SRRM2_B-Q	HeLa_SRRM2_C	HeLa_SRRM2_C-Q	HepG2_CNTRL	HepG2_CNTRL-Q	HepG2_CNTRL_A	HepG2_CNTRL_A-Q	HepG2_CNTRL_B	HepG2_CNTRL_B-Q	HepG2_CNTRL_C	HepG2_CNTRL_C-Q	HepG2_MARS	HepG2_MARS-Q	HepG2_MARS_Aa	HepG2_MARS_Aa-Q	HepG2_MARS_Ab	HepG2_MARS_Ab-Q	HepG2_MARS_Ba	HepG2_MARS_Ba-Q	HepG2_MARS_Bb	HepG2_MARS_Bb-Q	HepG2_MARS_Ca	HepG2_MARS_Ca-Q	HepG2_MARS_Cb	HepG2_MARS_Cb-Q	HepG2_RARS	HepG2_RARS-Q	HepG2_RARS_A	HepG2_RARS_A-Q	HepG2_RARS_B	HepG2_RARS_B-Q	HepG2_RARS_C	HepG2_RARS_C-Q	HepG2_SRRM2	HepG2_SRRM2-Q	HepG2_SRRM2_Aa	HepG2_SRRM2_Aa-Q	HepG2_SRRM2_Ab	HepG2_SRRM2_Ab-Q	HepG2_SRRM2_Ba	HepG2_SRRM2_Ba-Q	HepG2_SRRM2_Bb	HepG2_SRRM2_Bb-Q	HepG2_SRRM2_Ca	HepG2_SRRM2_Ca-Q	HepG2_SRRM2_Cb	HepG2_SRRM2_Cb-Q	dPSI
DNAJC5	HsaEX0020352	chr20:63926542-63926682	141	chr20:63895123+63895235+63895323,63926542-63926682+63926804+63926913+63926987+63927149,63928335+63928340	S	16.92	SOK,SOK,68=24=213,B1,S@51.61,253.39	20.71	SOK,SOK,31=10=74,B1,S@23.82,91.18	15.35	SOK,SOK,19=11=78,OK,S@16.58,91.42	13.97	OK,OK,18=3=61,B2,S@11.46,70.54	16.68	SOK,SOK,63=24=205,B1,S@48.71,243.29	19.36	OK,OK,23=6=57,B1,S@16.65,69.35	10.65	SOK,SOK,17=6=91,B1,S@12.14,101.86	22.48	OK,OK,23=12=57,OK,S@20.68,71.32	11.71	SOK,SOK,50=15=231,B1,S@34.66,261.34	11.76	SOK,SOK,22=4=92,B2,S@13.88,104.12	17.11	OK,OK,13=8=48,OK,S@11.81,57.19	8.53	SOK,SOK,15=3=91,B1,S@9.30,99.70	28.19	SOK,SOK,17=137=185,B2,S@95.56,243.44	36.03	OK,OK,6=37=36,B2,S@28.46,50.54	30.86	SOK,SOK,7=64=75,B2,S@45.06,100.94	20.33	SOK,SOK,4=36=74,B2,S@23.18,90.82	18.31	SOK,SOK,10=62=152,B2,S@41.01,182.99	15.03	OK,OK,0=9=24,Bn,S@4.96,28.04	18.16	VLOW,VLOW,0=6=13,Bn,S@3.45,15.55	12.31	LOW,LOW,1=4=17,B1,S@2.71,19.29	10.95	OK,OK,1=5=23,B1,S@3.18,25.82	23.70	OK,OK,5=18=35,B1,S@13.75,44.25	21.33	OK,OK,3=20=40,B2,S@13.44,49.56	18.37	SOK,SOK,8=80=185,B2,S@50.15,222.85	15.71	OK,SOK,1=27=71,B2,S@15.55,83.45	19.14	OK,OK,4=25=58,B2,S@16.65,70.35	20.76	OK,OK,3=28=56,B2,S@18.06,68.94	10.54	SOK,SOK,12=41=213,B1,S@28.04,237.96	5.48	OK,OK,4=3=57,OK,S@3.51,60.49	12.01	OK,OK,1=10=38,B2,S@5.88,43.12	7.37	OK,OK,1=4=30,B1,S@2.58,32.42	24.10	LOW,LOW,0=12=18,Bl,S@7.23,22.77	6.17	OK,OK,3=3=43,OK,S@3.02,45.98	17.32	OK,OK,3=9=27,B1,S@6.75,32.25	-17.65
MYOM1	HsaEX0041328	chr18:3085045-3085132	88	chr18:3086038,3085045-3085132,3084027	S	82.77	N,N,5=5=1,OK,S@9.10,1.90	100.00	N,N,1=2=0,B1,S@3.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	65.78	N,N,2=2=1,OK,S@3.29,1.71	100.00	N,N,5=1=0,B1,S@6.00,0.00	100.00	N,N,3=0=0,Bn,S@3.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	80.96	N,N,6=3=1,OK,S@8.10,1.90	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	70.01	N,N,4=1=1,B1,S@4.20,1.80	83.30	VLOW,VLOW,12=9=2,OK,S@19.16,3.84	100.00	N,N,5=2=0,B1,S@7.00,0.00	48.89	N,N,2=2=2,OK,S@2.93,3.07	100.00	N,N,5=5=0,OK,S@10.00,0.00	88.26	OK,OK,22=25=3,OK,S@44.13,5.87	100.00	N,N,3=4=0,OK,S@7.00,0.00	69.35	N,N,5=9=3,OK,S@11.79,5.21	100.00	N,N,3=2=0,OK,S@5.00,0.00	100.00	N,N,5=9=0,OK,S@14.00,0.00	100.00	N,N,5=0=0,Bn,S@5.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,7=5=0,OK,S@12.00,0.00	100.00	N,N,6=3=0,OK,S@9.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	OK,OK,19=26=0,OK,S@45.00,0.00	100.00	N,N,4=11=0,B1,S@15.00,0.00	100.00	N,N,6=6=0,OK,S@12.00,0.00	100.00	N,N,2=4=0,B1,S@6.00,0.00	100.00	N,N,4=1=0,B1,S@5.00,0.00	100.00	N,N,1=3=0,B1,S@4.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	16.70
MYOM1	HsaEX0041329	chr18:3094170-3094306	137	chr18:3100159,3094170-3094306,3090802	S	100.00	N,N,0=4=0,Bn,S@4.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=3=0,Bn,S@3.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=2=0,Bn,S@2.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=2=0,Bn,S@2.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	73.91	VLOW,VLOW,7=10=3,OK,S@14.78,5.22	100.00	N,N,6=2=0,B1,S@8.00,0.00	66.67	N,N,1=3=1,B1,S@3.33,1.67	55.56	N,N,0=5=2,Bn,S@3.89,3.11	94.87	OK,OK,20=17=1,OK,S@36.05,1.95	100.00	N,N,7=5=0,OK,S@12.00,0.00	100.00	N,N,5=6=0,OK,S@11.00,0.00	66.67	N,N,3=1=1,B1,S@3.33,1.67	100.00	N,N,3=5=0,OK,S@8.00,0.00	100.00	N,N,2=0=0,Bn,S@2.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,9=7=0,OK,S@16.00,0.00	100.00	N,N,3=5=0,OK,S@8.00,0.00	100.00	N,N,4=1=0,B1,S@5.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	90.70	OK,OK,19=20=2,OK,S@37.19,3.81	69.23	N,N,4=5=2,OK,S@7.62,3.38	100.00	N,N,4=0=0,Bn,S@4.00,0.00	100.00	N,N,2=5=0,B1,S@7.00,0.00	100.00	N,N,2=2=0,OK,S@4.00,0.00	100.00	N,N,2=4=0,OK,S@6.00,0.00	100.00	N,N,5=4=0,OK,S@9.00,0.00	16.79
SCML2	HsaEX0056532	chrX:18242439-18242590	152	chrX:18246577,18242439-18242590,18241379	S	48.71	LOW,LOW,13=17=16,OK,S@22.41,23.59	30.80	N,N,4=3=8,OK,S@4.62,10.38	52.65	N,N,4=7=5,OK,S@8.42,7.58	66.94	N,N,5=7=3,OK,S@10.04,4.96	67.43	OK,OK,23=26=12,OK,S@41.13,19.87	52.85	N,N,7=4=5,OK,S@8.46,7.54	77.18	VLOW,VLOW,10=10=3,OK,S@17.75,5.25	69.44	VLOW,VLOW,6=12=4,OK,S@15.28,6.72	52.34	OK,OK,18=21=18,OK,S@29.83,27.17	78.07	N,N,8=6=2,OK,S@12.49,3.51	41.49	N,N,3=4=5,OK,S@4.98,7.02	45.29	VLOW,VLOW,7=11=11,OK,S@13.13,15.87	74.17	SOK,SOK,102=96=35,OK,S@172.82,60.18	70.66	OK,OK,42=29=15,OK,S@60.77,25.23	78.95	OK,OK,34=40=10,OK,S@66.32,17.68	72.89	OK,OK,26=27=10,OK,S@45.92,17.08	79.51	OK,OK,47=37=11,OK,S@75.53,19.47	43.10	N,N,1=2=2,OK,S@2.15,2.84	50.00	N,N,0=2=1,Bn,S@1.50,1.50	100.00	N,N,7=3=0,B1,S@10.00,0.00	87.72	N,N,10=4=1,B1,S@13.16,1.84	83.49	LOW,LOW,12=18=3,OK,S@27.55,5.45	76.12	VLOW,VLOW,17=8=4,B1,S@22.07,6.93	68.93	SOK,SOK,99=80=41,OK,S@151.65,68.35	64.80	OK,OK,31=27=16,OK,S@47.95,26.05	74.07	OK,OK,43=30=13,OK,S@63.70,22.30	67.01	OK,OK,25=23=12,OK,S@40.21,19.79	91.58	OK,OK,42=22=3,OK,S@61.36,5.64	87.70	N,N,9=5=1,OK,S@13.15,1.84	90.17	VLOW,VLOW,12=6=1,B1,S@17.13,1.87	100.00	N,N,1=1=0,OK,S@2.00,0.00	50.74	N,N,2=0=1,Bn,S@1.52,1.48	100.00	N,N,7=6=0,OK,S@13.00,0.00	100.00	N,N,11=4=0,B1,S@15.00,0.00	17.41
SRPX2	HsaEX0061775	chrX:100660945-100661014	70	chrX:100650865,100660945-100661014,100662152+100662176+100662208	S	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	26.15	OK,OK,2=15=24,B2,S@10.72,30.28	21.43	VLOW,VLOW,2=4=11,OK,S@3.64,13.36	30.00	N,N,0=6=7,Bn,S@3.90,9.10	29.41	N,N,0=5=6,Bn,S@3.24,7.76	15.00	LOW,LOW,0=6=17,Bn,S@3.45,19.55	14.29	N,N,0=2=6,Bn,S@1.14,6.86	50.00	N,N,0=2=1,Bn,S@1.50,1.50	14.29	N,N,0=1=3,Bn,S@0.57,3.43	0.00	N,N,0=0=5,Bn,S@0.00,5.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	0.00	N,N,0=0=2,Bn,S@0.00,2.00	28.89	LOW,LOW,1=12=16,B2,S@8.38,20.62	23.08	VLOW,VLOW,0=6=10,Bn,S@3.69,12.31	33.33	N,N,1=2=3,OK,S@2.00,4.00	40.00	N,N,0=4=3,Bn,S@2.80,4.20	8.40	OK,OK,3=8=60,B1,S@5.96,65.04	5.26	LOW,LOW,0=2=18,Bn,S@1.05,18.95	9.09	VLOW,VLOW,0=2=10,Bn,S@1.09,10.91	0.00	VLOW,VLOW,0=0=12,Bn,S@0.00,12.00	20.00	N,N,0=1=2,Bn,S@0.60,2.40	11.11	N,N,0=1=4,Bn,S@0.56,4.44	15.15	VLOW,VLOW,3=2=14,OK,S@2.88,16.12	-17.75
MAST1	HsaEX0037964	chr19:12865316-12865481	166	chr19:12865178,12865316-12865481,12865717	S	100.00	N,N,0=3=0,Bn,S@3.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=2=0,Bn,S@2.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	90.65	LOW,OK,19=18=2,OK,S@35.35,3.65	91.17	VLOW,VLOW,7=13=1,OK,S@19.15,1.85	88.85	VLOW,VLOW,10=5=1,B1,S@14.22,1.78	100.00	N,N,2=0=0,Bn,S@2.00,0.00	76.13	OK,OK,34=33=11,OK,S@59.38,18.62	54.16	N,N,1=6=3,B2,S@5.42,4.58	68.15	N,N,12=4=4,B1,S@13.63,6.37	85.25	N,N,6=5=1,OK,S@10.23,1.77	100.00	N,N,8=7=0,OK,S@15.00,0.00	85.15	N,N,5=6=1,OK,S@10.22,1.78	64.25	N,N,2=5=2,B1,S@5.78,3.22	80.32	VLOW,VLOW,7=25=4,B1,S@28.92,7.08	74.34	N,N,4=13=3,B1,S@14.87,5.13	100.00	N,N,2=10=0,B1,S@12.00,0.00	60.71	N,N,1=2=1,OK,S@2.43,1.57	74.42	OK,OK,30=37=12,OK,S@58.79,20.21	64.40	N,N,5=9=4,OK,S@11.59,6.41	46.14	N,N,3=7=6,B1,S@7.38,8.62	71.79	N,N,1=4=1,B1,S@4.31,1.69	100.00	N,N,5=8=0,OK,S@13.00,0.00	89.44	VLOW,VLOW,10=6=1,OK,S@15.20,1.80	100.00	N,N,6=3=0,B1,S@9.00,0.00	-16.23
PDE4C	HsaEX0046221	chr19:18221261-18221297	37	chr19:18222132,18221261-18221297,18221178	S	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,0=1=0,Bn,S@1.00,0.00	84.00	VLOW,VLOW,11=7=2,OK,S@16.80,3.20	100.00	N,N,7=3=0,B1,S@10.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	59.31	N,N,2=3=2,OK,S@4.15,2.85	100.00	LOW,LOW,17=16=0,OK,S@33.00,0.00	100.00	N,N,4=4=0,OK,S@8.00,0.00	100.00	N,N,1=6=0,B2,S@7.00,0.00	100.00	N,N,4=4=0,OK,S@8.00,0.00	100.00	N,N,6=1=0,B2,S@7.00,0.00	100.00	N,N,1=0=0,Bn,S@1.00,0.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	100.00	N,N,2=3=0,OK,S@5.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,2=3=0,OK,S@5.00,0.00	100.00	VLOW,VLOW,10=7=0,OK,S@17.00,0.00	NA	N,N,0=0=0,Bn,S@0,0	100.00	N,N,5=3=0,OK,S@8.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,1=2=0,OK,S@3.00,0.00	100.00	N,N,2=0=0,Bn,S@2.00,0.00	16.00
RUNDC3B	HsaEX0055966	chr7:87807373-87807513	141	chr7:87777955,87807373-87807513+87807519,87816141	S	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	NA	N,N,0=0=0,Bn,S@0,0	70.80	SOK,SOK,82=78=33,OK,S@136.64,56.36	67.57	OK,OK,22=28=12,OK,S@41.89,20.11	71.76	OK,OK,36=25=12,OK,S@52.38,20.62	73.13	OK,OK,24=25=9,OK,S@42.42,15.58	64.38	OK,OK,25=22=13,OK,S@38.63,21.37	71.43	N,N,3=2=1,OK,S@4.29,1.71	73.91	N,N,8=9=3,OK,S@14.78,5.22	71.43	N,N,4=1=1,B1,S@4.29,1.71	55.56	N,N,2=3=2,OK,S@3.89,3.11	47.37	N,N,6=3=5,OK,S@6.63,7.37	75.00	N,N,2=4=1,OK,S@5.25,1.75	74.16	SOK,SOK,71=61=23,OK,S@114.95,40.05	67.09	OK,OK,36=17=13,B1,S@44.28,21.72	87.50	OK,OK,18=24=3,OK,S@39.38,5.62	72.55	OK,OK,17=20=7,OK,S@31.92,12.08	87.95	OK,OK,45=28=5,OK,S@68.60,9.40	100.00	N,N,8=5=0,OK,S@13.00,0.00	85.71	N,N,8=4=1,OK,S@11.14,1.86	71.43	N,N,3=2=1,OK,S@4.29,1.71	71.43	N,N,2=3=1,OK,S@4.29,1.71	81.82	N,N,9=9=2,OK,S@16.36,3.64	100.00	VLOW,VLOW,15=5=0,B1,S@20.00,0.00	17.15
CFAP69	HsaEX0011492	chr7:90303994-90304106	113	chr7:90300059,90303969+90303994-90304106,90304744	S	33.33	N,N,1=1=2,OK,S@1.33,2.67	100.00	N,N,0=1=0,Bn,S@1.00,0.00	20.00	N,N,1=0=2,Bn,S@0.60,2.40	NA	N,N,0=0=0,Bn,S@0,0	50.00	N,N,1=1=1,OK,S@1.50,1.50	100.00	N,N,1=0=0,Bn,S@1.00,0.00	0.00	N,N,0=0=1,Bn,S@0.00,1.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,2=4=0,OK,S@6.00,0.00	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=2=0,Bn,S@2.00,0.00	59.22	OK,OK,25=36=21,OK,S@48.56,33.44	66.67	VLOW,VLOW,14=10=6,OK,S@20.00,10.00	63.16	VLOW,VLOW,5=19=7,B1,S@19.58,11.42	44.83	N,N,6=7=8,OK,S@9.41,11.59	71.43	LOW,LOW,19=16=7,OK,S@30.00,12.00	100.00	N,N,1=1=0,OK,S@2.00,0.00	66.67	N,N,6=6=3,OK,S@10.00,5.00	100.00	N,N,1=5=0,B1,S@6.00,0.00	60.00	N,N,1=2=1,OK,S@2.40,1.60	100.00	N,N,5=1=0,B1,S@6.00,0.00	50.00	N,N,5=1=3,B1,S@4.50,4.50	57.01	OK,OK,36=25=23,OK,S@47.89,36.11	60.00	LOW,LOW,12=15=9,OK,S@21.60,14.40	44.00	N,N,8=3=7,B1,S@7.92,10.08	62.16	VLOW,VLOW,16=7=7,B1,S@18.65,11.35	35.29	VLOW,VLOW,2=10=11,B1,S@8.12,14.88	NA	N,N,0=0=0,Bn,S@0,0	7.69	N,N,1=0=6,Bn,S@0.54,6.46	28.57	N,N,0=4=5,Bn,S@2.57,6.43	100.00	N,N,1=3=0,B1,S@4.00,0.00	100.00	N,N,0=1=0,Bn,S@1.00,0.00	100.00	N,N,0=2=0,Bn,S@2.00,0.00	-23.93
PFN1	HsaEX1027773	chr17:4946673-4946712	40	chr17:4948263+4948279,4946628+4946673-4946712,4945997	S	0.00	N,N,0=0=4,Bn,S@0.00,4.00	0.00	N,N,0=0=3,Bn,S@0.00,3.00	NA	N,N,0=0=0,Bn,S@0,0	0.00	N,N,0=0=1,Bn,S@0.00,1.00	51.46	N,N,0=6=3,Bn,S@4.63,4.37	44.29	N,N,0=3=2,Bn,S@2.21,2.79	100.00	N,N,0=1=0,Bn,S@1.00,0.00	51.46	N,N,0=2=1,Bn,S@1.54,1.46	11.70	N,N,0=1=4,Bn,S@0.58,4.42	0.00	N,N,0=0=1,Bn,S@0.00,1.00	20.95	N,N,0=1=2,Bn,S@0.63,2.37	0.00	N,N,0=0=1,Bn,S@0.00,1.00	58.64	OK,OK,3=12=23,B1,S@22.28,15.72	41.41	N,N,0=4=3,Bn,S@2.90,4.10	13.72	OK,OK,0=6=20,Bn,S@3.57,22.43	100.00	N,N,3=2=0,B2,S@5.00,0.00	47.03	OK,OK,1=17=20,OK,S@17.87,20.13	8.12	N,N,0=1=6,Bn,S@0.57,6.43	28.44	N,N,0=3=4,Bn,S@1.99,5.01	100.00	N,N,0=4=0,Bn,S@4.00,0.00	56.99	N,N,0=5=2,Bn,S@3.99,3.01	63.28	N,N,1=3=6,B2,S@6.33,3.67	20.95	N,N,0=1=2,Bn,S@0.63,2.37	20.95	LOW,LOW,0=8=16,Bn,S@5.03,18.97	26.11	N,N,0=2=3,Bn,S@1.31,3.69	20.95	N,N,0=4=8,Bn,S@2.51,9.49	17.49	N,N,0=2=5,Bn,S@1.22,5.78	35.04	OK,OK,1=13=29,OK,S@15.07,27.93	18.51	N,N,0=3=7,Bn,S@1.85,8.15	39.85	N,N,0=5=4,Bn,S@3.59,5.41	28.44	N,N,0=3=4,Bn,S@1.99,5.01	8.79	VLOW,VLOW,0=2=11,Bn,S@1.14,11.86	89.74	N,N,1=0=1,B3,S@1.79,0.21	0.00	N,N,0=0=2,Bn,S@0.00,2.00	-23.60
SCNN1A	HsaEX0056598	chr12:6349164-6349221	58	chr12:6349327,6349164-6349221,6349005	S	88.24	LOW,LOW,18=12=2,OK,S@28.24,3.76	86.67	N,N,9=4=1,B1,S@12.13,1.87	86.67	N,N,6=7=1,OK,S@12.13,1.87	100.00	N,N,3=1=0,B1,S@4.00,0.00	69.23	N,N,4=5=2,OK,S@7.62,3.38	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,1=2=0,OK,S@3.00,0.00	42.86	N,N,1=2=2,OK,S@2.14,2.86	87.50	N,N,8=6=1,OK,S@13.12,1.88	100.00	N,N,5=3=0,OK,S@8.00,0.00	66.67	N,N,1=3=1,B1,S@3.33,1.67	100.00	N,N,2=0=0,Bn,S@2.00,0.00	77.78	SOK,SOK,135=138=39,OK,S@242.67,69.33	79.49	SOK,SOK,35=58=12,OK,S@83.46,21.54	73.51	SOK,SOK,60=51=20,OK,S@96.30,34.70	83.13	OK,OK,40=29=7,OK,S@63.18,12.82	93.64	SOK,SOK,99=107=7,OK,S@199.45,13.55	91.49	OK,OK,22=21=2,OK,S@41.17,3.83	95.65	OK,OK,20=24=1,OK,S@43.04,1.96	91.49	OK,OK,20=23=2,OK,S@41.17,3.83	92.59	VLOW,VLOW,9=16=1,OK,S@24.07,1.93	93.10	LOW,LOW,16=11=1,OK,S@26.07,1.93	100.00	VLOW,VLOW,12=12=0,OK,S@24.00,0.00	86.10	SOK,SOK,92=69=13,OK,S@149.81,24.19	83.78	OK,OK,40=22=6,OK,S@56.97,11.03	87.69	OK,OK,27=30=4,OK,S@53.49,7.51	87.50	OK,OK,25=17=3,OK,S@39.38,5.62	93.10	SOK,SOK,132=138=10,OK,S@260.68,19.32	93.94	OK,OK,34=28=2,OK,S@60.12,3.88	93.55	OK,OK,27=31=2,OK,S@56.13,3.87	92.31	OK,OK,22=26=2,OK,S@46.16,3.84	91.49	OK,OK,22=21=2,OK,S@41.17,3.83	93.55	LOW,LOW,10=19=1,OK,S@28.07,1.94	93.75	LOW,LOW,17=13=1,OK,S@29.06,1.94	15.32
MCM9	HsaEX0038281	chr6:118826147-118826292	146	chr6:118826782,118826147-118826292,118816294	S	52.10	SOK,SOK,23=64=40,B1,S@66.17,60.83	68.18	VLOW,VLOW,7=23=7,B1,S@25.23,11.77	39.39	OK,OK,8=18=20,B1,S@18.12,27.88	54.39	VLOW,VLOW,8=23=13,B1,S@23.93,20.07	56.25	SOK,SOK,23=67=35,B1,S@70.31,54.69	60.00	VLOW,VLOW,9=24=11,B1,S@26.40,17.60	44.00	VLOW,VLOW,7=15=14,B1,S@15.84,20.16	63.64	VLOW,VLOW,7=28=10,B1,S@28.64,16.36	49.66	SOK,SOK,20=53=37,B1,S@54.63,55.37	50.00	VLOW,VLOW,9=17=13,OK,S@19.50,19.50	48.94	VLOW,VLOW,8=15=12,OK,S@17.13,17.87	50.00	VLOW,VLOW,3=21=12,B2,S@18.00,18.00	63.64	SOK,SOK,64=48=32,OK,S@91.64,52.36	58.06	LOW,LOW,18=18=13,OK,S@28.45,20.55	66.67	OK,OK,33=19=13,OK,S@43.34,21.66	66.67	VLOW,VLOW,13=11=6,OK,S@20.00,10.00	72.84	OK,OK,39=20=11,OK,S@50.99,19.01	66.67	N,N,3=5=2,OK,S@6.67,3.33	60.00	N,N,3=3=2,OK,S@4.80,3.20	42.86	N,N,3=0=2,Bn,S@2.14,2.86	100.00	N,N,4=0=0,Bn,S@4.00,0.00	85.71	N,N,11=1=1,B2,S@11.14,1.86	76.47	LOW,LOW,15=11=4,OK,S@22.94,7.06	75.00	SOK,SOK,59=31=15,OK,S@78.75,26.25	66.67	VLOW,VLOW,26=6=8,B1,S@26.67,13.33	75.61	LOW,LOW,17=14=5,OK,S@27.22,8.78	87.10	LOW,LOW,16=11=2,OK,S@25.26,3.74	80.85	OK,OK,46=30=9,OK,S@68.72,16.28	80.00	VLOW,VLOW,11=5=2,B1,S@14.40,3.60	84.62	N,N,8=3=1,B1,S@10.15,1.85	100.00	N,N,2=1=0,OK,S@3.00,0.00	100.00	N,N,9=5=0,OK,S@14.00,0.00	67.74	VLOW,VLOW,11=10=5,OK,S@17.61,8.39	84.62	N,N,5=6=1,OK,S@10.15,1.85	17.21
