GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	Sample	PSI	Quality_Score_Value	Quality_Score_Type	comparison
EME2	HsaEX7008746	chr16:1776746-1777405	660	chr16:1776339,1776746-1777405,1778455	ANN	HeLa_TAF2_A	4.76	VLOW	S1	TAF2dIDR
EME2	HsaEX7008746	chr16:1776746-1777405	660	chr16:1776339,1776746-1777405,1778455	ANN	HeLa_TAF2_B	0	N	S1	TAF2dIDR
EME2	HsaEX7008746	chr16:1776746-1777405	660	chr16:1776339,1776746-1777405,1778455	ANN	HeLa_TAF2_C	15.79	N	S1	TAF2dIDR
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_FRT	42.86	VLOW	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_FRT_A	27.34	N	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_FRT_B	27.86	N	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_FRT_C	63.74	N	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_NLSTAF2dIDR	41.51	LOW	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_NLSTAF2dIDR_A	29.77	VLOW	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_NLSTAF2dIDR_B	51.03	N	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_NLSTAF2dIDR_C	55	N	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_TAF2	37.37	VLOW	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_TAF2_A	22.25	N	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_TAF2_B	64.42	N	S1	BOTH
RP11-242D8.1	HsaEX7009386	chr17:43159423-43159727	305	chr17:43166980,43159423-43159727,43148783	ANN	HeLa_TAF2_C	43.83	N	S1	BOTH
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_FRT	69.57	LOW	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_FRT_A	55.56	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_FRT_B	87.5	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_FRT_C	61.9	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_NLSTAF2dIDR	46.48	LOW	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_NLSTAF2dIDR_A	58.33	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_NLSTAF2dIDR_B	48.15	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_NLSTAF2dIDR_C	30	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_TAF2	58.33	LOW	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_TAF2_A	40	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_TAF2_B	50	N	S1	TAF2dIDR
VAMP4	HsaINT0179823	chr1:171702085-171704386	2302	chr1:171704387-171704534=171701092-171702084:-	IR	HeLa_TAF2_C	87.5	N	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_FRT	13.85	OK	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_FRT_A	20	VLOW	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_FRT_B	13.04	VLOW	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_FRT_C	5.88	N	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_NLSTAF2dIDR	30	VLOW	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_NLSTAF2dIDR_A	33.33	N	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_NLSTAF2dIDR_B	33.33	N	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_NLSTAF2dIDR_C	20	N	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_TAF2	23.53	VLOW	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_TAF2_A	27.27	N	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_TAF2_B	15.79	N	S1	TAF2dIDR
PAQR6	HsaINT1026130	chr1:156244912-156245141	230	chr1:156245142-156245238=156244761-156244911:-	IR	HeLa_TAF2_C	50	N	S1	TAF2dIDR
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_FRT	8.98	OK	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_FRT_A	4.92	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_FRT_B	17.16	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_FRT_C	5.59	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_NLSTAF2dIDR	51.87	VLOW	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_NLSTAF2dIDR_A	78.38	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_NLSTAF2dIDR_B	0	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_NLSTAF2dIDR_C	15.23	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_TAF2	69.69	VLOW	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_TAF2_A	72.92	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_TAF2_B	65.71	N	S1	BOTH
CLCNKB	HsaINT0036037	chr1:16049917-16050515	599	chr1:16049815-16049916=16050516-16050600:+	IR	HeLa_TAF2_C	70.73	N	S1	BOTH
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_FRT	19.08	LOW	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_FRT_A	0	N	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_FRT_B	15.87	N	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_FRT_C	32.04	N	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_NLSTAF2dIDR	12.63	OK	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_NLSTAF2dIDR_A	17.93	VLOW	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_NLSTAF2dIDR_B	5.64	N	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_NLSTAF2dIDR_C	0	N	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_TAF2	17.65	VLOW	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_TAF2_A	10.54	N	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_TAF2_B	23.91	N	S1	TAF2dIDR
MCOLN3	HsaINT0100942	chr1:85026089-85026171	83	chr1:85026172-85026284=85025939-85026088:-	IR	HeLa_TAF2_C	19.08	N	S1	TAF2dIDR
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_FRT	47.06	N	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_FRT_A	20	N	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_FRT_B	50	N	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_FRT_C	75	N	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_NLSTAF2dIDR	20	OK	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_NLSTAF2dIDR_A	21.43	VLOW	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_NLSTAF2dIDR_B	20	N	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_NLSTAF2dIDR_C	18.52	VLOW	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_TAF2	22.03	OK	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_TAF2_A	28.57	N	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_TAF2_B	27.27	N	S1	BOTH
CLCN6	HsaINT0035981	chr1:11822802-11823706	905	chr1:11822695-11822801=11823707-11823833:+	IR	HeLa_TAF2_C	13.04	VLOW	S1	BOTH
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_FRT	6.9	OK	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_FRT_A	15.79	N	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_FRT_B	0	N	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_FRT_C	4.76	VLOW	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_NLSTAF2dIDR	13.51	LOW	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_NLSTAF2dIDR_A	16.67	N	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_NLSTAF2dIDR_B	12.5	N	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_NLSTAF2dIDR_C	11.11	N	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_TAF2	20.93	LOW	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_TAF2_A	33.33	N	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_TAF2_B	6.67	N	S1	TAF2
SCNN1D	HsaINT0146035	chr1:1287837-1287938	102	chr1:1287673-1287836=1287939-1288037:+	IR	HeLa_TAF2_C	26.32	N	S1	TAF2
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_FRT	43.59	VLOW	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_FRT_A	71.43	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_FRT_B	16.67	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_FRT_C	50	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_NLSTAF2dIDR	30	VLOW	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_NLSTAF2dIDR_A	23.08	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_NLSTAF2dIDR_B	33.33	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_NLSTAF2dIDR_C	33.33	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_TAF2	33.33	VLOW	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_TAF2_A	50	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_TAF2_B	38.46	N	S1	TAF2dIDR
RP11-69E11.4	HsaINT1037477	chr1:39522506-39523561	1056	chr1:39523562-39523697=39522280-39522505:-	IR	HeLa_TAF2_C	11.11	N	S1	TAF2dIDR
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_FRT	21.24	LOW	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_FRT_A	9.09	N	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_FRT_B	22.48	N	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_FRT_C	33.55	N	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_NLSTAF2dIDR	7.04	OK	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_NLSTAF2dIDR_A	11.26	N	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_NLSTAF2dIDR_B	0	N	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_NLSTAF2dIDR_C	8.56	VLOW	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_TAF2	1.87	OK	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_TAF2_A	0	N	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_TAF2_B	5.41	N	S1	BOTH
PLEKHN1	HsaINT0127539	chr1:971405-972074	670	chr1:971324-971404=972075-972150:+	IR	HeLa_TAF2_C	0	VLOW	S1	BOTH
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_FRT	0	OK	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_FRT_A	0	N	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_FRT_B	0	VLOW	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_FRT_C	0	N	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_NLSTAF2dIDR	17.12	VLOW	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_NLSTAF2dIDR_A	19.79	N	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_NLSTAF2dIDR_B	0	N	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_NLSTAF2dIDR_C	32.69	N	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_TAF2	6.14	VLOW	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_TAF2_A	32.69	N	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_TAF2_B	0	N	S1	TAF2dIDR
SUCO	HsaINT0022616	chr1:172575624-172577538	1915	chr1:172575518-172575623=172577539-172577559:+	IR	HeLa_TAF2_C	0	N	S1	TAF2dIDR
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_FRT	100	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_FRT_A	100	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_FRT_B	100	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_FRT_C	100	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_NLSTAF2dIDR	84.65	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_NLSTAF2dIDR_A	70.04	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_TAF2	38.85	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_TAF2_A	100	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_TAF2_B	29.66	N	S1	TAF2
TMEM80	HsaINT0169410	chr11:695823-698868	3046	chr11:695643-695822=698869-698888:+	IR	HeLa_TAF2_C	32.34	N	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_FRT	0	OK	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_FRT_A	0	VLOW	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_FRT_B	0	VLOW	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_FRT_C	0	N	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_NLSTAF2dIDR	0	OK	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_NLSTAF2dIDR_A	0	OK	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_NLSTAF2dIDR_B	0	VLOW	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_NLSTAF2dIDR_C	0	VLOW	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_TAF2	15.64	LOW	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_TAF2_A	0	N	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_TAF2_B	14.2	N	S1	TAF2
C11orf80	HsaINT0019920	chr11:66744920-66748378	3459	chr11:66744892-66744919=66748379-66748517:+	IR	HeLa_TAF2_C	35.27	N	S1	TAF2
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_FRT	50	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_FRT_A	60	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_FRT_B	50	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_FRT_C	44.44	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_NLSTAF2dIDR	90	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_NLSTAF2dIDR_A	83.33	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_NLSTAF2dIDR_B	100	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_NLSTAF2dIDR_C	100	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_TAF2	57.14	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_TAF2_A	38.46	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_TAF2_B	66.67	N	S1	TAF2dIDR
LMO1	HsaINT0092503	chr11:8230505-8263337	32833	chr11:8263338-8263858=8230291-8230504:-	IR	HeLa_TAF2_C	100	N	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_FRT	9.09	OK	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_FRT_A	0	N	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_FRT_B	9.09	N	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_FRT_C	15.79	N	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_NLSTAF2dIDR	3.64	OK	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_NLSTAF2dIDR_A	2.22	OK	S1	TAF2dIDR
NRIP3	HsaINT0115916	chr11:8983561-8983874	314	chr11:8983875-8983969=8980576-8983560:-	IR	HeLa_NLSTAF2dIDR_B	4	VLOW	S1	TAF2dIDR
