GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
DYNC1H1	HsaEX6072930	chr14:102040236-102040410	175	chr14:102039732,102040236-102040410,102041574	C3	CS	chr14	102040236	102040410	+	102039732	102041574	ENSG00000197102
ABCB8	HsaEX0000372	chr7:151040268-151040301	34	chr7:151036649,151040268-151040301,151040498	S	CS	chr7	151040268	151040301	+	151036649	151040498	ENSG00000197150
VPS13A	HsaEX0070447	chr9:77407533-77407607	75	chr9:77405987,77407533-77407607+77407659,77415956	S	CS	chr9	77407533	77407607	+	77405987	77415956	ENSG00000197969
BAZ1A	HsaEX0007702	chr14:34795670-34795765	96	chr14:34800224,34795670-34795765,34792835+34792918+34792921	C3	CS	chr14	34795670	34795765	-	34800224	34792835	ENSG00000198604
R3HDM4	HsaEX0009937	chr19:899601-899686	86	chr19:900061,899601-899686,899495	S	CS	chr19	899601	899686	-	900061	899495	ENSG00000198858
TYW1	HsaEX6008363	chr7:66998854-66998954	101	chr7:66998195,66998817+66998851+66998854-66998954,67017853	C2	CS	chr7	66998854	66998954	+	66998195	67017853	ENSG00000198874
PRC1	HsaEX6076567	chr15:90976676-90976771	96	chr15:90979158,90976676-90976771,90974731	S	CS	chr15	90976676	90976771	-	90979158	90974731	ENSG00000198901
LCMT1	HsaEX0035506	chr16:25132402-25132523	122	chr16:25111768+25111996,25132402-25132523,25164598	C3	CS	chr16	25132402	25132523	+	25111768	25164598	ENSG00000205629
GOLGA8T	HsaEX1015847	chr15:30144113-30144204	92	chr15:30143681,30144113-30144204,30144779	S	CS	chr15	30144113	30144204	+	30143681	30144779	ENSG00000261247
SOCS7	HsaEX0060945	chr17:38377714-38377842	129	chr17:38368050+38368063,38377714-38377842,38395309	S	CS	chr17	38377714	38377842	+	38368050	38395309	ENSG00000274211
RBM5	HsaEX6056138	chr3:50115428-50115607	180	chr3:50114251,50115428-50115607,50115906	S	CS	chr3	50115428	50115607	+	50114251	50115906	ENSG00000003756
PLXND1	HsaEX0048611	chr3:129569843-129569957	115	chr3:129570786,129569843-129569957,129567805	S	CS	chr3	129569843	129569957	-	129570786	129567805	ENSG00000004399
PDK4	HsaEX6009091	chr7:95592760-95592944	185	chr7:95593699,95592760-95592944,95592597	S	CS	chr7	95592760	95592944	-	95593699	95592597	ENSG00000004799
MYLIP	HsaEX6045821	chr6:16144897-16145317	421	chr6:16143863,16144897-16145317,16146662	S	CS	chr6	16144897	16145317	+	16143863	16146662	ENSG00000007944
JARID2	HsaEX6045816	chr6:15468542-15468718	177	chr6:15452175,15468542-15468718,15487307	S	CS	chr6	15468542	15468718	+	15452175	15487307	ENSG00000008083
POMT2	HsaEX6072306	chr14:77284950-77285041	92	chr14:77285481,77284950-77285041,77283873	S	CS	chr14	77284950	77285041	-	77285481	77283873	ENSG00000009830
POMT2	HsaEX0049162	chr14:77306337-77306441	105	chr14:77311949,77306337-77306441,77304800	S	CS	chr14	77306337	77306441	-	77311949	77304800	ENSG00000009830
PSMC4	HsaEX6095105	chr19:39980662-39980717	56	chr19:39980454,39980662-39980717,39981192	S	CS	chr19	39980662	39980717	+	39980454	39981192	ENSG00000013275
DDX11	HsaEX1011227	chr12:31101027-31101130	104	chr12:31100707,31101027-31101130,31101833	C1	CS	chr12	31101027	31101130	+	31100707	31101833	ENSG00000013573
GLT8D1	HsaEX0027717	chr3:52700445-52700496	52	chr3:52704724,52700445-52700496,52700360	C2	CS	chr3	52700445	52700496	-	52704724	52700360	ENSG00000016864
TTC27	HsaEX6012858	chr2:32650131-32650233	103	chr2:32640410,32650131-32650233,32664303	S	CS	chr2	32650131	32650233	+	32640410	32664303	ENSG00000018699
NCDN	HsaEX0041982	chr1:35558156-35558223	68	chr1:35557883,35558156-35558223,35559107	S	CS	chr1	35558156	35558223	+	35557883	35559107	ENSG00000020129
MRE11	HsaEX0040072	chr11:94470471-94470642	172	chr11:94471574,94470471-94470642,94467893	S	CS	chr11	94470471	94470642	-	94471574	94467893	ENSG00000020922
RNF10	HsaEX6069584	chr12:120557546-120557682	137	chr12:120557466,120557546-120557682,120560726	S	CS	chr12	120557546	120557682	+	120557466	120560726	ENSG00000022840
SEC63	HsaEX1036390	chr6:107904629-107904721	93	chr6:107906448,107904629-107904721,107902998	S	CS	chr6	107904629	107904721	-	107906448	107902998	ENSG00000025796
SH2D2A	HsaEX0057915	chr1:156809661-156809807	147	chr1:156813848,156809661-156809807,156809490	S	CS	chr1	156809661	156809807	-	156813848	156809490	ENSG00000027869
UBA6	HsaEX6084559	chr4:67670470-67670592	123	chr4:67673697,67670470-67670592,67668674	S	CS	chr4	67670470	67670592	-	67673697	67668674	ENSG00000033178
UBA6	HsaEX6084571	chr4:67631857-67631908	52	chr4:67633345,67631857-67631908,67631771	S	CS	chr4	67631857	67631908	-	67633345	67631771	ENSG00000033178
YTHDC2	HsaEX6099476	chr5:113553767-113553854	88	chr5:113553686,113553767-113553854,113553942	S	CS	chr5	113553767	113553854	+	113553686	113553942	ENSG00000047188
KIF1B	HsaEX6028281	chr1:10342050-10342168	119	chr1:10339859,10342050-10342168,10343232	S	CS	chr1	10342050	10342168	+	10339859	10343232	ENSG00000054523
CYFIP2	HsaEX6100909	chr5:157311664-157311781	118	chr5:157309834,157311664-157311781,157314344	S	CS	chr5	157311664	157311781	+	157309834	157314344	ENSG00000055163
CROCC	HsaEX6028717	chr1:16938909-16939142	234	chr1:16938483,16938909-16939142,16939894	C2	CS	chr1	16938909	16939142	+	16938483	16939894	ENSG00000058453
HDAC7	HsaEX0029431	chr12:47798785-47798972	188	chr12:47802224,47798785-47798972,47798652	C1	CS	chr12	47798785	47798972	-	47802224	47798652	ENSG00000061273
NCKAP1	HsaEX6017248	chr2:182989030-182989186	157	chr2:182994839,182989030-182989186,182986227	S	CS	chr2	182989030	182989186	-	182994839	182986227	ENSG00000061676
MTMR1	HsaEX0040544	chrX:150699195-150699300	106	chrX:150693676,150699195-150699300,150718625	C2	CS	chrX	150699195	150699300	+	150693676	150718625	ENSG00000063601
ANKS1A	HsaEX6046769	chr6:35082691-35082816	126	chr6:35081158,35082691-35082816,35083155	S	CS	chr6	35082691	35082816	+	35081158	35083155	ENSG00000064999
PPP2R5A	HsaEX6036605	chr1:212356626-212356676	51	chr1:212349242,212356626-212356676,212356950	S	CS	chr1	212356626	212356676	+	212349242	212356950	ENSG00000066027
ARFGEF1	HsaEX0005333	chr8:67267091-67267230	140	chr8:67267343,67267091-67267230,67266984	S	CS	chr8	67267091	67267230	-	67267343	67266984	ENSG00000066777
ARFGEF1	HsaEX6081050	chr8:67238735-67238893	159	chr8:67240162,67238735-67238893,67238493	S	CS	chr8	67238735	67238893	-	67240162	67238493	ENSG00000066777
MTFR1	HsaEX1024429	chr8:65693644-65693759	116	chr8:65682451,65693644-65693759,65704694	C1	CS	chr8	65693644	65693759	+	65682451	65704694	ENSG00000066855
SP100	HsaEX1038551	chr2:230469043-230469096	54	chr2:230467215,230469043-230469096,230470015	S	CS	chr2	230469043	230469096	+	230467215	230470015	ENSG00000067066
DHX29	HsaEX6098209	chr5:55285696-55285861	166	chr5:55289270,55285696-55285861,55285416	S	CS	chr5	55285696	55285861	-	55289270	55285416	ENSG00000067248
HDAC4	HsaEX6019487	chr2:239053460-239053601	142	chr2:239054749,239053460-239053601,239053136	S	CS	chr2	239053460	239053601	-	239054749	239053136	ENSG00000068024
NUCKS1	HsaEX6036311	chr1:205723926-205723981	56	chr1:205727700,205723926-205723981,205720653	S	CS	chr1	205723926	205723981	-	205727700	205720653	ENSG00000069275
VPS35	HsaEX6043519	chr16:46677315-46677398	84	chr16:46678943,46677315-46677398,46676692	S	CS	chr16	46677315	46677398	-	46678943	46676692	ENSG00000069329
IKBKAP	HsaEX6062353	chr9:108891203-108891404	202	chr9:108892986,108891203-108891404,108889393	S	CS	chr9	108891203	108891404	-	108892986	108889393	ENSG00000070061
CSNK2A2	HsaEX6044129	chr16:58196733-58196844	112	chr16:58197633,58196733-58196844,58186856	S	CS	chr16	58196733	58196844	-	58197633	58186856	ENSG00000070770
OSBPL3	HsaEX6007521	chr7:24871953-24872069	117	chr7:24892377,24871953-24872069,24871795	S	CS	chr7	24871953	24872069	-	24892377	24871795	ENSG00000070882
DAZAP1	HsaEX0018544	chr19:1429967-1429996	30	chr19:1428995,1429967-1429996,1430222	S	CS	chr19	1429967	1429996	+	1428995	1430222	ENSG00000071626
ZFYVE26	HsaEX6071893	chr14:67775016-67775114	99	chr14:67775860,67775016-67775114,67774872	C3	CS	chr14	67775016	67775114	-	67775860	67774872	ENSG00000072121
ZFYVE26	HsaEX6071896	chr14:67766227-67766447	221	chr14:67767704,67766227-67766447,67762819	S	CS	chr14	67766227	67766447	-	67767704	67762819	ENSG00000072121
SREBF1	HsaEX6021316	chr17:17815860-17816028	169	chr17:17816207,17815860-17816028,17815329	S	CS	chr17	17815860	17816028	-	17816207	17815329	ENSG00000072310
ACADVL	HsaEX6020459	chr17:7223813-7223875	63	chr17:7223730,7223813-7223875,7223968	S	CS	chr17	7223813	7223875	+	7223730	7223968	ENSG00000072778
XRCC1	HsaEX6095474	chr19:43551571-43551687	117	chr19:43552017,43551571-43551687,43546977	S	CS	chr19	43551571	43551687	-	43552017	43546977	ENSG00000073050
SELENOO	HsaEX6027437	chr22:50210631-50210911	281	chr22:50210311,50210631-50210911,50215717	S	CS	chr22	50210631	50210911	+	50210311	50215717	ENSG00000073169
KDM5A	HsaEX0033313	chr12:385897-385974	78	chr12:388927,385897-385974,384153	S	CS	chr12	385897	385974	-	388927	384153	ENSG00000073614
ZZEF1	HsaEX0074682	chr17:4014090-4014188	99	chr17:4014347,4014090-4014188,4013614	S	CS	chr17	4014090	4014188	-	4014347	4013614	ENSG00000074755
SEMA3A	HsaEX0057043	chr7:84007353-84007497	145	chr7:84011022,84007353-84007497,84005558	S	CS	chr7	84007353	84007497	-	84011022	84005558	ENSG00000075213
FRYL	HsaEX6084311	chr4:48500030-48500220	191	chr4:48501623,48500030-48500220,48499680	S	CS	chr4	48500030	48500220	-	48501623	48499680	ENSG00000075539
TMEM131	HsaEX6014629	chr2:97859304-97859427	124	chr2:97888052,97859304-97859427,97844261	C1	CS	chr2	97859304	97859427	-	97888052	97844261	ENSG00000075568
TMEM131	HsaEX0065441	chr2:97809688-97809774	87	chr2:97811128,97809688-97809774,97805703	C2	CS	chr2	97809688	97809774	-	97811128	97805703	ENSG00000075568
KIFAP3	HsaEX6034839	chr1:170031886-170031984	99	chr1:170034372,170031886-170031984,170024596	S	CS	chr1	170031886	170031984	-	170034372	170024596	ENSG00000075945
SPAG5	HsaEX6021616	chr17:28591698-28591872	175	chr17:28591982,28591698-28591872,28586499	S	CS	chr17	28591698	28591872	-	28591982	28586499	ENSG00000076382
FBLN1	HsaEX0024997	chr22:45543401-45543526	126	chr22:45542283,45543401-45543526,45547085	S	CS	chr22	45543401	45543526	+	45542283	45547085	ENSG00000077942
ARAF	HsaEX6051531	chrX:47570878-47571012	135	chrX:47570024,47570878-47571012,47571323	S	CS	chrX	47570878	47571012	+	47570024	47571323	ENSG00000078061
MLLT10	HsaEX6087806	chr10:21538833-21538912	80	chr10:21534804,21538833-21538912,21586294	C2	CS	chr10	21538833	21538912	+	21534804	21586294	ENSG00000078403
CIC	HsaEX0015381	chr19:42289848-42289951	104	chr19:42289406,42289848-42289951,42290233	S	CS	chr19	42289848	42289951	+	42289406	42290233	ENSG00000079432
DDX1	HsaEX6012025	chr2:15607175-15607313	139	chr2:15606264,15607175-15607313,15613224	S	CS	chr2	15607175	15607313	+	15606264	15613224	ENSG00000079785
NDC80	HsaEX6037895	chr18:2578927-2579029	103	chr18:2578141,2578927-2579029,2585113	S	CS	chr18	2578927	2579029	+	2578141	2585113	ENSG00000080986
TDRD3	HsaEX0064321	chr13:60567525-60567650	126	chr13:60535233,60567525-60567650,60573616	C2	CS	chr13	60567525	60567650	+	60535233	60573616	ENSG00000083544
FAT1	HsaEX6087224	chr4:186617005-186617201	197	chr4:186617708,186617005-186617201,186614344	S	CS	chr4	186617005	186617201	-	186617708	186614344	ENSG00000083857
FAM234B	HsaEX6065239	chr12:13062845-13062975	131	chr12:13061763,13062845-13062975,13066640	S	CS	chr12	13062845	13062975	+	13061763	13066640	ENSG00000084444
CAD	HsaEX0012087	chr2:27235245-27235427	183	chr2:27234685,27235245-27235427,27235536	S	CS	chr2	27235245	27235427	+	27234685	27235536	ENSG00000084774
AKR1B1	HsaEX6010604	chr7:134450786-134450902	117	chr7:134451586,134450786-134450902,134449797	S	CS	chr7	134450786	134450902	-	134451586	134449797	ENSG00000085662
CTTN	HsaEX6003556	chr11:70409831-70409960	130	chr11:70407591,70409831-70409960,70414542	S	CS	chr11	70409831	70409960	+	70407591	70414542	ENSG00000085733
PSMC5	HsaEX0050601	chr17:63830133-63830189	57	chr17:63829949,63830133-63830189,63830271	S	CS	chr17	63830133	63830189	+	63829949	63830271	ENSG00000087191
DOCK9	HsaEX6040884	chr13:98853408-98853522	115	chr13:98855898,98853408-98853522,98850113	S	CS	chr13	98853408	98853522	-	98855898	98850113	ENSG00000088387
GMIP	HsaEX6094158	chr19:19635025-19635213	189	chr19:19635415,19635025-19635213,19634929	S	CS	chr19	19635025	19635213	-	19635415	19634929	ENSG00000089639
NDUFB2	HsaEX6010882	chr7:140704860-140704963	104	chr7:140703010,140704860-140704963,140706563	S	CS	chr7	140704860	140704963	+	140703010	140706563	ENSG00000090266
STRN4	HsaEX0062645	chr19:46738785-46738888	104	chr19:46746149,46738785-46738888,46738237	S	CS	chr19	46738785	46738888	-	46746149	46738237	ENSG00000090372
MCOLN1	HsaEX6092428	chr19:7529590-7529712	123	chr19:7529202,7529590-7529712,7530286	S	CS	chr19	7529590	7529712	+	7529202	7530286	ENSG00000090674
KIF4A	HsaEX6052162	chrX:70352600-70352656	57	chrX:70343982,70352600-70352656,70353622	S	CS	chrX	70352600	70352656	+	70343982	70353622	ENSG00000090889
LAMB1	HsaEX6009856	chr7:107962905-107963063	159	chr7:107964552,107962905-107963063,107961676	S	CS	chr7	107962905	107963063	-	107964552	107961676	ENSG00000091136
FH	HsaEX1014551	chr1:241513603-241513713	111	chr1:241517182,241513603-241513713,241512143	S	CS	chr1	241513603	241513713	-	241517182	241512143	ENSG00000091483
OSGEP	HsaEX6070382	chr14:20448106-20448171	66	chr14:20448733,20448106-20448171,20447994	S	CS	chr14	20448106	20448171	-	20448733	20447994	ENSG00000092094
PHGDH	HsaEX6033155	chr1:119726851-119726905	55	chr1:119723441,119726851-119726905,119727004	S	CS	chr1	119726851	119726905	+	119723441	119727004	ENSG00000092621
CRAT	HsaEX6063399	chr9:129107814-129108077	264	chr9:129110483,129107814-129108077,129104306	C2	CS	chr9	129107814	129108077	-	129110483	129104306	ENSG00000095321
HNRNPM	HsaEX0030301	chr19:8462529-8462581	53	chr19:8455574,8462529-8462581,8463497	S	CS	chr19	8462529	8462581	+	8455574	8463497	ENSG00000099783
MTAP	HsaEX0040404	chr9:21859303-21859425	123	chr9:21854870,21859303-21859425,21861976	C1	CS	chr9	21859303	21859425	+	21854870	21861976	ENSG00000099810
KLHL22	HsaEX0034807	chr22:20457808-20458000	193	chr22:20464858,20457808-20458000,20446676	S	CS	chr22	20457808	20458000	-	20464858	20446676	ENSG00000099910
SF3A1	HsaEX6026330	chr22:30340196-30340381	186	chr22:30340695,30340196-30340381,30339251	S	CS	chr22	30340196	30340381	-	30340695	30339251	ENSG00000099995
HPS4	HsaEX0030423	chr22:26481722-26482240	519	chr22:26483765,26481722-26482240,26479355	C2	CS	chr22	26481722	26482240	-	26483765	26479355	ENSG00000100099
POLR2F	HsaEX6026782	chr22:37956773-37956842	70	chr22:37953807,37956773-37956842,37959346	S	CS	chr22	37956773	37956842	+	37953807	37959346	ENSG00000100142
SBF1	HsaEX6027525	chr22:50465763-50465840	78	chr22:50465961,50465763-50465840,50465328	S	CS	chr22	50465763	50465840	-	50465961	50465328	ENSG00000100241
MYH9	HsaEX6026600	chr22:36309282-36309396	115	chr22:36312049,36309282-36309396,36306607	S	CS	chr22	36309282	36309396	-	36312049	36306607	ENSG00000100345
KCTD17	HsaEX6026676	chr22:37053100-37053208	109	chr22:37051949,37053100-37053208,37056320	S	CS	chr22	37053100	37053208	+	37051949	37056320	ENSG00000100379
MAPRE1	HsaEX6077625	chr20:32833717-32833862	146	chr20:32826048,32833717-32833862,32836634	S	CS	chr20	32833717	32833862	+	32826048	32836634	ENSG00000101367
RBBP8	HsaEX6038315	chr18:22990937-22991049	113	chr18:22989318,22990937-22991049,22992748	S	CS	chr18	22990937	22991049	+	22989318	22992748	ENSG00000101773
NKAP	HsaEX6053104	chrX:119930016-119930165	150	chrX:119931936,119930016-119930165,119925394	S	CS	chrX	119930016	119930165	-	119931936	119925394	ENSG00000101882
ALG13	HsaEX6052948	chrX:111757588-111757762	175	chrX:111752830,111757588-111757762,111759734	S	CS	chrX	111757588	111757762	+	111752830	111759734	ENSG00000101901
FMR1	HsaEX0026094	chrX:147936504-147936613	110	chrX:147932763,147936504-147936613,147937466	S	CS	chrX	147936504	147936613	+	147932763	147937466	ENSG00000102081
LONP2	HsaEX6043647	chr16:48303172-48303305	134	chr16:48299788,48303172-48303305,48334216	S	CS	chr16	48303172	48303305	+	48299788	48334216	ENSG00000102910
SETD6	HsaEX0057508	chr16:58516808-58516928	121	chr16:58516672,58516808-58516928,58518051	C1	CS	chr16	58516808	58516928	+	58516672	58518051	ENSG00000103037
VAC14	HsaEX0070179	chr16:70692821-70692971	151	chr16:70695544,70692821-70692971,70688090	S	CS	chr16	70692821	70692971	-	70695544	70688090	ENSG00000103043
ESRP2	HsaEX0023210	chr16:68232577-68232687	111	chr16:68232761,68232577-68232687,68232503	S	CS	chr16	68232577	68232687	-	68232761	68232503	ENSG00000103067
CRISPLD2	HsaEX6045215	chr16:84866897-84867040	144	chr16:84854829,84866897-84867040,84868851	S	CS	chr16	84866897	84867040	+	84854829	84868851	ENSG00000103196
ABCC1	HsaEX6042458	chr16:16090405-16090588	184	chr16:16086991,16090405-16090588,16102627	C1	CS	chr16	16090405	16090588	+	16086991	16102627	ENSG00000103222
METRN	HsaEX6041441	chr16:715584-715984	401	chr16:715393,715584-715984,716933	S	CS	chr16	715584	715984	+	715393	716933	ENSG00000103260
CSK	HsaEX6075806	chr15:74801695-74801890	196	chr15:74801595,74801695-74801890,74801997	S	CS	chr15	74801695	74801890	+	74801595	74801997	ENSG00000103653
DNAJC17	HsaEX6073880	chr15:40775553-40775596	44	chr15:40776196,40775553-40775596,40775108	S	CS	chr15	40775553	40775596	-	40776196	40775108	ENSG00000104129
ZDHHC2	HsaEX6079610	chr8:17197582-17197651	70	chr8:17195624,17197582-17197651,17198381	S	CS	chr8	17197582	17197651	+	17195624	17198381	ENSG00000104219
ZFAND1	HsaEX6081295	chr8:81714987-81715114	128	chr8:81717249,81714987-81715114,81714895	C1	CS	chr8	81714987	81715114	-	81717249	81714895	ENSG00000104231
PLD3	HsaEX6095141	chr19:40374481-40374620	140	chr19:40371873,40374481-40374620,40376609	S	CS	chr19	40374481	40374620	+	40371873	40376609	ENSG00000105223
FZR1	HsaEX6091842	chr19:3526120-3526183	64	chr19:3525993,3526120-3526183,3526259	S	CS	chr19	3526120	3526183	+	3525993	3526259	ENSG00000105325
GLTSCR2	HsaEX6095869	chr19:47754527-47754631	105	chr19:47752607,47754527-47754631,47754709	S	CS	chr19	47754527	47754631	+	47752607	47754709	ENSG00000105373
PRPF31	HsaEX6096591	chr19:54118573-54118633	61	chr19:54118455,54118573-54118633,54121860	S	CS	chr19	54118573	54118633	+	54118455	54121860	ENSG00000105618
BRAT1	HsaEX0011420	chr7:2539786-2539888	103	chr7:2540979,2539786-2539888,2539642	S	CS	chr7	2539786	2539888	-	2540979	2539642	ENSG00000106009
STX1A	HsaEX6008423	chr7:73705150-73705224	75	chr7:73708589,73705150-73705224,73704423	S	CS	chr7	73705150	73705224	-	73708589	73704423	ENSG00000106089
LIMK1	HsaEX6008442	chr7:74107871-74107957	87	chr7:74107193,74107871-74107957,74108905	S	CS	chr7	74107871	74107957	+	74107193	74108905	ENSG00000106683
SUSD1	HsaEX6062533	chr9:112041867-112041960	94	chr9:112042101,112041867-112041960,112041492	C2	CS	chr9	112041867	112041960	-	112042101	112041492	ENSG00000106868
RAB11FIP2	HsaEX0051552	chr10:118040123-118040565	443	chr10:118045811,118040123-118040565,118039440	S	CS	chr10	118040123	118040565	-	118045811	118039440	ENSG00000107560
LIPA	HsaEX6089326	chr10:89225092-89225228	137	chr10:89226895,89225092-89225228,89223830	S	CS	chr10	89225092	89225228	-	89226895	89223830	ENSG00000107798
TWNK	HsaEX6090031	chr10:100989644-100989884	241	chr10:100989453,100989644-100989884,100990436	C1	CS	chr10	100989644	100989884	+	100989453	100990436	ENSG00000107815
UBTF	HsaEX0069039	chr17:44212819-44212939	121	chr17:44213218,44212819-44212939,44212006	C2	CS	chr17	44212819	44212939	-	44213218	44212006	ENSG00000108312
MTMR4	HsaEX6023806	chr17:58506743-58506871	129	chr17:58507123,58506743-58506871,58505583	S	CS	chr17	58506743	58506871	-	58507123	58505583	ENSG00000108389
C17orf75	HsaEX6021976	chr17:32334775-32334839	65	chr17:32335323,32334775-32334839,32334605	S	CS	chr17	32334775	32334839	-	32335323	32334605	ENSG00000108666
COL1A1	HsaEX0016390	chr17:50192994-50193047	54	chr17:50193943,50192994-50193047,50192850	S	CS	chr17	50192994	50193047	-	50193943	50192850	ENSG00000108821
EFTUD2	HsaEX6023101	chr17:44875934-44876100	167	chr17:44879556,44875934-44876100,44872570	S	CS	chr17	44875934	44876100	-	44879556	44872570	ENSG00000108883
ALDOC	HsaEX6021607	chr17:28575421-28575544	124	chr17:28576801,28575421-28575544,28575334	S	CS	chr17	28575421	28575544	-	28576801	28575334	ENSG00000109107
RAB34	HsaEX6021691	chr17:28715195-28715276	82	chr17:28715456,28715195-28715276,28715122	S	CS	chr17	28715195	28715276	-	28715456	28715122	ENSG00000109113
FRG1	HsaEX1014893	chr4:189957398-189957502	105	chr4:189955151,189957398-189957502,189960748	C1	CS	chr4	189957398	189957502	+	189955151	189960748	ENSG00000109536
RAPGEF2	HsaEX6086714	chr4:159343281-159343404	124	chr4:159343190,159343281-159343404,159344036	C1	CS	chr4	159343281	159343404	+	159343190	159344036	ENSG00000109756
TRIM3	HsaEX0067091	chr11:6457296-6457476	181	chr11:6457696,6457296-6457476,6457029	S	CS	chr11	6457296	6457476	-	6457696	6457029	ENSG00000110171
EIF4G2	HsaEX6000822	chr11:10802294-10802435	142	chr11:10803030,10802294-10802435,10802209	S	CS	chr11	10802294	10802435	-	10803030	10802209	ENSG00000110321
NUP98	HsaEX0044418	chr11:3702463-3702892	430	chr11:3705200,3702463-3702892,3700839	C1	CS	chr11	3702463	3702892	-	3705200	3700839	ENSG00000110713
PRDM4	HsaEX0049945	chr12:107753924-107754109	186	chr12:107756832,107753924-107754109,107752209	S	CS	chr12	107753924	107754109	-	107756832	107752209	ENSG00000110851
SLC38A1	HsaEX6066099	chr12:46206080-46206162	83	chr12:46207155,46206080-46206162,46204590	S	CS	chr12	46206080	46206162	-	46207155	46204590	ENSG00000111371
CPSF6	HsaEX6067744	chr12:69260044-69260197	154	chr12:69259543,69260044-69260197,69262373	C1	CS	chr12	69260044	69260197	+	69259543	69262373	ENSG00000111605
COL12A1	HsaEX6048188	chr6:75202720-75202827	108	chr6:75205777,75202720-75202827,75194947	C1	CS	chr6	75202720	75202827	-	75205777	75194947	ENSG00000111799
RNGTT	HsaEX6048502	chr6:88769774-88769874	101	chr6:88801564,88769774-88769874,88678419	C1	CS	chr6	88769774	88769874	-	88801564	88678419	ENSG00000111880
PEX7	HsaEX0046684	chr6:136826319-136826469	151	chr6:136825271,136826319-136826469,136845615	C1	CS	chr6	136826319	136826469	+	136825271	136845615	ENSG00000112357
PDE10A	HsaEX6050405	chr6:165392646-165392796	151	chr6:165395181,165392646-165392796,165388453	S	CS	chr6	165392646	165392796	-	165395181	165388453	ENSG00000112541
TBP	HsaEX1040220	chr6:170561791-170562233	443	chr6:170557083,170561791-170562233,170564545	S	CS	chr6	170561791	170562233	+	170557083	170564545	ENSG00000112592
TMEM30A	HsaEX6048232	chr6:75259347-75259490	144	chr6:75260824,75259347-75259490,75258986	S	CS	chr6	75259347	75259490	-	75260824	75258986	ENSG00000112697
NPR3	HsaEX6097607	chr5:32738864-32739030	167	chr5:32724820,32738864-32739030,32774708	S	CS	chr5	32738864	32739030	+	32724820	32774708	ENSG00000113389
WWC1	HsaEX6101078	chr5:168430137-168430223	87	chr5:168428787,168430137-168430223,168431252	S	CS	chr5	168430137	168430223	+	168428787	168431252	ENSG00000113645
GBE1	HsaEX6057190	chr3:81577925-81578096	172	chr3:81581165,81577925-81578096,81537095	S	CS	chr3	81577925	81578096	-	81581165	81537095	ENSG00000114480
TTL	HsaEX6015104	chr2:112494143-112494375	233	chr2:112485995,112494143-112494375,112501206	C1	CS	chr2	112494143	112494375	+	112485995	112501206	ENSG00000114999
TP53I3	HsaEX0066604	chr2:24082885-24083152	268	chr2:24084189,24082885-24083152,24081031	S	CS	chr2	24082885	24083152	-	24084189	24081031	ENSG00000115129
GTF3C2	HsaEX6012513	chr2:27327177-27327284	108	chr2:27328037,27327177-27327284,27326893	S	CS	chr2	27327177	27327284	-	27328037	27326893	ENSG00000115207
PDE1A	HsaEX6017212	chr2:182205940-182206065	126	chr2:182223864,182205940-182206065,182201789	S	CS	chr2	182205940	182206065	-	182223864	182201789	ENSG00000115252
RTN4	HsaEX6013453	chr2:54987491-54987698	208	chr2:55025086,54987491-54987698,54982653	C2	CS	chr2	54987491	54987698	-	55025086	54982653	ENSG00000115310
KDM3A	HsaEX6014350	chr2:86455085-86455187	103	chr2:86451213,86455085-86455187,86456442	S	CS	chr2	86455085	86455187	+	86451213	86456442	ENSG00000115548
HDLBP	HsaEX6019666	chr2:241242460-241242678	219	chr2:241246752,241242460-241242678,241240122	S	CS	chr2	241242460	241242678	-	241246752	241240122	ENSG00000115677
GORASP2	HsaEX6016692	chr2:170948350-170948430	81	chr2:170929403,170948350-170948430,170949539	S	CS	chr2	170948350	170948430	+	170929403	170949539	ENSG00000115806
SOS1	HsaEX6013047	chr2:38997253-38997425	173	chr2:39006412,38997253-38997425,38997038	S	CS	chr2	38997253	38997425	-	39006412	38997038	ENSG00000115904
ORC2	HsaEX0044810	chr2:200941248-200941279	32	chr2:200942685,200941248-200941279,200937966	S	CS	chr2	200941248	200941279	-	200942685	200937966	ENSG00000115942
ORC4	HsaEX6015827	chr2:147973448-147973524	77	chr2:147975902,147973448-147973524,147972829	S	CS	chr2	147973448	147973524	-	147975902	147972829	ENSG00000115947
SPR	HsaEX6013935	chr2:72888314-72888604	291	chr2:72887736,72888314-72888604,72891347	S	CS	chr2	72888314	72888604	+	72887736	72891347	ENSG00000116096
CEP104	HsaEX0033715	chr1:3816280-3816370	91	chr1:3823174,3816280-3816370,3815517	S	CS	chr1	3816280	3816370	-	3823174	3815517	ENSG00000116198
AMPD2	HsaEX6032663	chr1:109627175-109627316	142	chr1:109626912,109627175-109627316,109627429	S	CS	chr1	109627175	109627316	+	109626912	109627429	ENSG00000116337
GON4L	HsaEX6033911	chr1:155821474-155821548	75	chr1:155822286,155821474-155821548,155820656	S	CS	chr1	155821474	155821548	-	155822286	155820656	ENSG00000116580
LAMTOR2	HsaEX6033945	chr1:156055263-156055425	163	chr1:156054957,156055263-156055425,156057978	S	CS	chr1	156055263	156055425	+	156054957	156057978	ENSG00000116586
