GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
PRSS53	HsaINT0133031	chr16:31084336-31084557	222	chr16:31084558-31084703=31084119-31084335:-	IR	61.18	OK,OK,14.8=151,22=20=14,0.949@36.53,23.18	81.1	N,N,5.3=151,13=4=2,0.588@16,3.73	37.89	N,N,3.9=151,4=3=6,0.952@5.17,8.48	62.01	VLOW,VLOW,5.6=151,5=13=6,0.472@16.34,10.01	65.36	OK,OK,21.6=151,40=19=16,0.909@51.4,27.24	69.24	VLOW,VLOW,7.0=151,15=7=5,0.724@19.6,8.71	73.77	VLOW,VLOW,9.5=151,15=7=4,0.815@20.13,7.16	52.35	VLOW,VLOW,5.1=151,10=5=7,0.762@12.06,10.98	79.97	OK,OK,22.2=151,39=30=9,0.922@66.59,16.68	89.38	LOW,LOW,7.9=151,23=10=2,0.455@32.83,3.9	71.67	VLOW,VLOW,8.1=151,8=11=4,0.884@17.88,7.07	74.97	N,VLOW,6.3=151,8=9=3,0.857@16.18,5.4	18.79
LINC01569	HsaINT1020343	chr16:4252035-4253646	1612	chr16:4253647-4253789=4251322-4252034:-	IR	35	VLOW,VLOW,4.2=151,10=4=13,0.631@9.45,17.55	60	N,N,1.6=151,2=1=1,0.802@2.4,1.6	33.33	N,N,1.9=151,6=1=7,0.36@4.67,9.33	28.57	N,N,0.7=151,2=2=5,0.802@2.57,6.43	35	VLOW,VLOW,2.6=151,7=7=13,0.687@9.45,17.55	40	N,N,1.2=151,5=3=6,0.452@5.6,8.4	28.57	N,N,0.7=151,1=3=5,0.677@2.57,6.43	33.33	N,N,0.7=151,1=1=2,0.918@1.33,2.67	65.52	VLOW,VLOW,1.6=151,14=5=5,0.122@15.72,8.28	100	N,N,0.2=151,4=1=0,0.26@5,0	80	N,N,0.7=151,5=3=1,0.452@7.2,1.8	42.86	N,N,0.7=151,5=1=4,0.452@4.29,5.71	30.52
ZNF23	HsaINT0186516	chr16:71454219-71456071	1853	chr16:71456072-71456121=71454042-71454218:-	IR	9.09	VLOW,VLOW,3.7=151,0=2=10,0.26@1.09,10.91	33.33	N,N,1.2=151,0=1=1,0.714@0.67,1.33	11.11	N,N,1.6=151,0=1=4,0.51@0.56,4.44	0	N,N,0.9=151,0=0=5,0.714@0,5	22.73	LOW,LOW,4.6=151,2=8=17,0.422@6.14,20.86	29.41	N,N,1.6=151,1=4=6,0.558@3.24,7.76	0	N,N,0.9=151,0=0=5,0.714@0,5	29.41	N,N,2.1=151,1=4=6,0.558@3.24,7.76	26.83	LOW,LOW,4.4=151,5=6=15,0.873@6.98,19.02	21.74	N,N,1.4=151,2=3=9,0.677@3.04,10.96	27.27	N,N,0.9=151,2=1=4,0.802@1.91,5.09	42.86	N,N,2.1=151,1=2=2,0.802@2.14,2.86	17.74
LCAT	HsaINT0090960	chr16:67940479-67942362	1884	chr16:67942363-67942587=67939750-67940478:-	IR	34.83	OK,OK,6.6=132,14=12=24,0.77@17.8,33.31	20	VLOW,VLOW,2.4=132,5=0=10,0.186@3.09,12.35	39.54	N,N,2.4=132,4=8=9,0.422@8.45,12.93	47.05	N,N,1.9=132,5=4=5,0.679@6.73,7.57	25.62	OK,OK,4.2=132,12=16=40,0.283@17.81,51.69	25.33	LOW,LOW,1.1=132,6=5=16,0.36@7,20.64	21.57	LOW,LOW,1.9=132,6=4=18,0.588@6.19,22.49	36.17	N,N,1.3=132,0=7=6,0.0949@4.77,8.41	19.29	OK,OK,2.6=132,7=9=33,0.537@9.67,40.45	23.99	VLOW,VLOW,0.5=132,5=2=11,0.452@4.43,14.04	18.39	VLOW,VLOW,1.1=132,1=5=13,0.452@3.57,15.84	14.13	N,N,1.1=132,1=2=9,0.802@1.73,10.51	-15.54
EME2	HsaINT0055872	chr16:1774353-1775040	688	chr16:1774260-1774352=1775041-1775132:+	IR	24.5	OK,OK,9.5=151,19=13=48,0.82@19.92,61.38	36.82	VLOW,VLOW,2.5=151,10=2=10,0.289@8.21,14.09	23.97	LOW,LOW,3.9=151,6=5=17,0.873@6.82,21.62	17.27	OK,OK,3.0=151,3=6=21,0.762@5.28,25.28	39.19	SOK,SOK,14.4=151,21=40=46,0.398@42.45,65.87	35.59	OK,OK,5.6=151,8=17=22,0.5@16.95,30.67	48.37	VLOW,VLOW,3.7=151,9=18=14,0.203@20.03,21.38	30.42	VLOW,VLOW,5.1=151,4=5=10,0.918@5.87,13.42	39.55	OK,OK,10.7=151,12=35=35,0.302@32.79,50.12	23.32	LOW,LOW,4.9=151,3=7=16,0.687@6.17,20.28	72.76	VLOW,VLOW,2.8=151,6=16=4,0.164@19,7.11	32.82	LOW,LOW,3.0=151,3=12=15,0.34@9.96,20.39	15.05
CTRL	HsaINT0043016	chr16:67931000-67931097	98	chr16:67931098-67931201=67930920-67930999:-	IR	70.37	VLOW,VLOW,16.4=49,9=10=4,0.851@16.19,6.81	100	N,N,2.9=49,2=3=0,0.855@5,0	100	N,N,11.4=49,6=5=0,0.706@11,0	27.27	N,N,2.1=49,1=2=4,0.802@1.91,5.09	80.65	VLOW,VLOW,14.3=49,19=6=3,0.4@22.58,5.42	100	N,N,5.7=49,7=3=0,0.687@10,0	100	N,N,3.6=49,7=2=0,0.501@9,0	50	N,N,5.0=49,5=1=3,0.452@4.5,4.5	93.1	VLOW,VLOW,15.0=49,18=9=1,0.78@26.07,1.93	100	N,N,4.3=49,3=4=0,0.892@7,0	100	N,N,6.4=49,5=3=0,0.762@8,0	85.71	N,N,4.3=49,10=2=1,0.289@11.14,1.86	22.73
CTRL	HsaINT0043017	chr16:67930808-67930919	112	chr16:67930920-67930999=67930726-67930807:-	IR	28.52	LOW,LOW,6.7=63,8=6=18,0.926@9.23,23.13	34.33	N,N,1.7=63,1=3=4,0.677@2.81,5.37	21.6	VLOW,VLOW,2.8=63,5=1=11,0.452@3.69,13.38	40.72	N,N,2.2=63,2=2=3,0.927@2.9,4.22	26.57	LOW,LOW,7.2=63,7=5=17,0.903@7.79,21.52	25.28	N,N,1.7=63,3=1=6,0.677@2.54,7.52	27.01	N,N,4.4=63,2=3=7,0.77@3.29,8.89	27.67	N,N,1.1=63,2=1=4,0.802@1.95,5.11	47.95	VLOW,VLOW,12.8=63,11=7=10,0.814@13.63,14.79	46.34	N,N,4.4=63,2=3=3,0.77@3.79,4.39	50.25	N,N,3.9=63,5=1=3,0.452@4.55,4.51	47.31	N,N,4.4=63,4=3=4,0.892@5.29,5.89	19.43
CTRL	HsaINT0043018	chr16:67930589-67930725	137	chr16:67930726-67930807=67930408-67930588:-	IR	32.05	VLOW,VLOW,3.2=88,3=9=13,0.537@8.1,17.17	25.27	N,N,1.2=88,2=2=6,0.802@2.54,7.52	43.45	N,N,1.6=88,1=5=4,0.452@4.41,5.74	25.55	N,N,0.4=88,0=2=3,0.51@1.29,3.77	20.97	OK,OK,2.4=88,6=5=21,0.588@6.74,25.41	13.04	VLOW,VLOW,0.4=88,3=0=10,0.364@1.7,11.3	29.02	N,N,1.6=88,1=3=5,0.677@2.64,6.45	25.27	N,N,0.4=88,2=2=6,0.51@2.54,7.52	13.97	OK,OK,2.4=88,2=5=22,0.679@4.07,25.08	16.87	N,N,1.2=88,1=1=5,0.918@1.19,5.84	14.47	N,N,0.0=88,1=1=6,0.714@1.16,6.87	12.31	VLOW,VLOW,1.2=88,0=3=11,0.364@1.73,12.35	-18.08
SLX4	HsaINT0154682	chr16:3582694-3583096	403	chr16:3583097-3583510=3581181-3582693:-	IR	64.52	OK,OK,7.4=151,21=22=12,0.342@35.9,19.74	62.27	N,N,1.2=151,6=7=4,0.285@10.71,6.49	66.99	VLOW,VLOW,1.9=151,10=10=5,0.289@16.94,8.35	62.84	N,N,4.4=151,5=5=3,0.918@8.26,4.89	54.47	SOK,SOK,11.8=151,58=32=38,0.0199@70.23,58.71	48.91	LOW,LOW,4.4=151,23=13=19,0.0799@27.09,28.29	65.01	LOW,LOW,3.7=151,18=15=9,0.203@27.59,14.85	51.36	VLOW,VLOW,3.7=151,17=4=10,0.24@15.98,15.14	47.51	OK,OK,12.5=151,34=25=33,0.518@44.06,48.68	55.9	VLOW,VLOW,5.1=151,13=12=10,0.588@19.76,15.59	44.41	VLOW,VLOW,3.7=151,13=6=12,0.439@13.85,17.33	40.87	VLOW,VLOW,3.7=151,8=7=11,0.76@10.71,15.5	-17.01
HSF4	HsaINT0077789	chr16:67164935-67165521	587	chr16:67164812-67164934=67165522-67165630:+	IR	53.64	SOK,SOK,18.8=151,42=39=35,0.726@62.22,53.78	53.85	VLOW,VLOW,4.9=151,12=9=9,0.647@16.16,13.85	54.1	LOW,LOW,6.5=151,16=17=14,0.5@25.43,21.57	52.94	VLOW,VLOW,7.4=151,14=13=12,0.77@20.65,18.35	61.9	SOK,SOK,22.7=151,55=62=36,0.432@94.71,58.29	62.03	OK,OK,10.2=151,27=22=15,0.5@39.7,24.3	49.25	LOW,LOW,6.0=151,13=20=17,0.354@24.62,25.38	81.4	OK,OK,6.5=151,15=20=4,0.354@31.75,7.25	72.73	OK,OK,19.5=151,45=35=15,0.638@69.09,25.91	80.65	VLOW,VLOW,6.0=151,13=12=3,0.715@22.58,5.42	65.71	VLOW,VLOW,6.7=151,12=11=6,0.853@19.06,9.94	72.73	LOW,LOW,6.7=151,20=12=6,0.476@27.64,10.36	19.09
HSF4	HsaINT0077790	chr16:67165631-67165718	88	chr16:67165522-67165630=67165719-67165846:+	IR	28.97	OK,OK,20.6=39,10=21=38,0.748@19.99,49.01	37.14	VLOW,VLOW,9.9=39,4=9=11,0.631@8.91,15.09	26.53	LOW,LOW,8.1=39,4=9=18,0.697@8.22,22.78	21.74	N,N,2.7=39,2=3=9,0.855@3.04,10.96	38.46	OK,OK,24.2=39,22=18=32,0.984@27.69,44.31	34.48	LOW,LOW,9.9=39,9=11=19,0.965@13.45,25.55	38.46	N,N,8.1=39,7=3=8,0.611@6.92,11.08	50	N,N,6.3=39,6=4=5,0.873@7.5,7.5	47.73	OK,OK,26.0=39,21=21=23,0.994@31.02,33.98	48.39	N,N,9.9=39,6=9=8,0.857@11.13,11.87	41.94	N,N,5.4=39,4=9=9,0.697@9.23,12.77	53.85	N,N,10.8=39,11=3=6,0.4@10.77,9.23	18.76
ARHGAP27P1-BPTFP1-KPNA2P3	HsaINT1004361	chr17:64781040-64781433	394	chr17:64781434-64781626=64780343-64781039:-	IR	21.21	VLOW,VLOW,0.0=151,4=3=13,0.26@4.24,15.76	20	N,N,0.0=151,1=1=4,0.714@1.2,4.8	9.09	N,N,0.0=151,1=0=5,0.714@0.55,5.45	33.33	N,N,0.0=151,2=2=4,0.51@2.67,5.33	7.14	VLOW,VLOW,0.2=151,2=0=13,0.51@1.07,13.93	14.29	N,N,0.0=151,2=0=6,0.51@1.14,6.86	0	N,N,0.2=151,0=0=5,1@0,5	0	N,N,0.0=151,0=0=2,1@0,2	2.44	OK,OK,0.2=151,1=0=20,0.714@0.51,20.49	0	N,N,0.0=151,0=0=8,1@0,8	0	N,N,0.2=151,0=0=8,1@0,8	11.11	N,N,0.0=151,1=0=4,0.714@0.56,4.44	-18.77
CARD14	HsaINT0027711	chr17:80198163-80198398	236	chr17:80198099-80198162=80198399-80198591:+	IR	22.33	SOK,SOK,14.4=151,43=25=118,0.306@41.59,144.67	22.35	OK,OK,3.7=151,15=4=33,0.33@11.62,40.38	20.79	OK,OK,4.4=151,12=9=40,0.501@12.68,48.32	23.62	OK,OK,6.3=151,16=12=45,0.554@17.31,55.96	23.21	SOK,SOK,17.6=151,46=43=147,0.532@54.82,181.38	25.68	OK,OK,7.9=151,18=16=49,0.687@21.37,61.84	23.21	OK,OK,5.8=151,14=12=43,0.662@16.01,52.99	20.86	OK,OK,3.9=151,14=15=55,0.33@17.52,66.48	37.72	SOK,SOK,23.6=151,48=61=90,0.527@75.06,123.94	37.78	OK,OK,8.6=151,13=21=28,0.655@23.42,38.58	35.14	OK,OK,6.3=151,21=18=36,0.311@26.36,48.65	40.91	OK,OK,8.8=151,14=22=26,0.611@25.36,36.64	15.39
SGK494	HsaINT0148998	chr17:28612367-28612617	251	chr17:28612618-28612687=28612262-28612366:-	IR	61.17	VLOW,VLOW,2.5=151,14=5=6,0.24@15.31,9.72	53.85	N,N,0.9=151,5=2=3,0.452@5.38,4.62	100	N,N,1.2=151,5=1=0,0.452@6,0	49.76	N,N,0.5=151,4=2=3,0.26@4.49,4.54	84	N,N,4.6=151,17=4=2,0.24@19.32,3.68	73.33	N,N,3.7=151,8=3=2,0.611@9.53,3.47	100	N,N,0.5=151,4=0=0,0.26@4,0	100	N,N,0.5=151,5=1=0,0.186@6,0	84.62	VLOW,VLOW,3.7=151,14=8=2,0.382@20.31,3.69	100	N,N,1.4=151,5=2=0,0.452@7,0	77.78	N,N,0.5=151,3=4=1,0.26@6.22,1.78	80	N,N,1.9=151,6=2=1,0.588@7.2,1.8	23.45
SGK494	HsaINT0148994	chr17:28610700-28611142	443	chr17:28611143-28611253=28610478-28610699:-	IR	92.5	VLOW,VLOW,5.1=151,12=13=1,0.588@24.43,1.98	74.73	N,N,1.6=151,3=3=1,0.855@5.32,1.8	100	N,N,2.1=151,3=6=0,0.588@9.18,0	100	N,N,1.4=151,6=4=0,0.36@10.12,0	71.96	VLOW,VLOW,8.6=151,12=14=5,0.909@22.71,8.85	66.45	N,N,3.7=151,4=8=3,0.76@10.18,5.14	63.25	N,N,2.3=151,4=3=2,0.77@5.79,3.36	100	N,N,2.5=151,4=3=0,0.892@7.09,0	76.27	LOW,LOW,7.7=151,10=16=4,0.775@23.33,7.26	59.54	N,N,1.6=151,4=2=2,0.77@4.83,3.28	81.68	N,N,2.3=151,3=6=1,0.588@8.34,1.87	84.51	N,N,3.7=151,3=8=1,0.611@10.36,1.9	-16.23
ABCC3	HsaINT0001236	chr17:50658208-50658434	227	chr17:50658082-50658207=50658435-50658496:+	IR	20.32	LOW,LOW,2.1=151,6=2=16,0.588@4.92,19.29	9.33	N,N,0.2=151,1=0=5,0.714@0.56,5.47	23.49	N,N,0.7=151,3=0=5,0.364@1.91,6.21	25.27	N,N,1.2=151,2=2=6,0.802@2.54,7.52	12.71	OK,OK,2.3=151,4=2=21,0.77@3.45,23.67	29.02	N,N,0.9=151,3=1=5,0.677@2.64,6.45	5.26	N,N,0.7=151,0=1=9,0.714@0.53,9.47	6.85	N,N,0.7=151,1=0=7,0.714@0.55,7.48	5.17	OK,OK,1.6=151,2=1=28,0.802@1.61,29.51	0	N,N,0.7=151,0=0=3,0.714@0,3	0	VLOW,VLOW,0.0=151,0=0=13,1@0,13	11.26	VLOW,VLOW,0.9=151,2=1=12,0.802@1.7,13.42	-15.15
ABCC3	HsaINT0001237	chr17:50658497-50659236	740	chr17:50658435-50658496=50659237-50659368:+	IR	26.61	VLOW,VLOW,0.9=151,2=6=11,0.36@5.06,13.97	20	N,N,0.5=151,0=1=2,0.714@0.6,2.4	29.31	N,N,0.0=151,2=3=6,0.364@3.23,7.8	25	N,N,0.5=151,0=2=3,0.51@1.25,3.75	13.79	OK,OK,2.3=151,3=5=25,0.679@4.55,28.45	22.22	N,N,0.9=151,1=3=7,0.677@2.44,8.56	8.33	VLOW,VLOW,0.5=151,2=0=11,0.51@1.08,11.92	12.5	N,N,0.9=151,0=2=7,0.51@1.12,7.88	10.61	OK,OK,2.1=151,2=3=21,0.855@2.76,23.29	16.67	N,N,0.9=151,2=0=5,0.51@1.17,5.83	0	N,N,0.9=151,0=0=6,0.714@0,6	12.98	VLOW,VLOW,0.2=151,0=3=10,0.364@1.7,11.36	-16.00
TMEM106A	HsaINT0168241	chr17:43216590-43216696	107	chr17:43216449-43216589=43216697-43216740:+	IR	0	VLOW,VLOW,0.0=58,0=0=12,1@0,12.29	0	N,N,0.0=58,0=0=3,1@0,3.03	0	N,N,0.0=58,0=0=5,1@0,5.15	0	N,N,0.0=58,0=0=4,1@0,4.12	1.84	OK,OK,1.2=58,1=0=26,0.714@0.51,27.11	7.52	N,N,0.6=58,1=0=6,0.714@0.54,6.61	0	LOW,LOW,0.0=58,0=0=15,1@0,15.38	0	N,N,0.6=58,0=0=5,0.714@0,5.09	15.27	VLOW,VLOW,1.2=58,2=2=11,0.802@2.34,12.98	0	N,N,0.0=58,0=0=3,1@0,3.06	42.39	N,N,0.6=58,2=1=2,0.802@2.16,2.93	7.73	N,N,0.6=58,0=1=6,0.714@0.55,6.62	15.27
TRPV1	HsaINT0173301	chr17:3590393-3590963	571	chr17:3590964-3591116=3590252-3590392:-	IR	2.22	OK,OK,0.9=151,0=1=22,0.714@0.51,22.49	0	N,N,0.0=151,0=0=5,1@0,5	0	VLOW,VLOW,0.5=151,0=0=13,1@0,13	11.11	N,N,0.5=151,0=1=4,0.714@0.56,4.44	14.89	OK,OK,1.4=151,2=5=20,0.452@4.02,22.98	13.04	VLOW,VLOW,0.7=151,1=2=10,0.802@1.7,11.3	20	N,N,0.5=151,1=1=4,0.714@1.2,4.8	14.29	N,N,0.2=151,0=2=6,0.51@1.14,6.86	20	VLOW,VLOW,0.2=151,2=5=14,0.186@4.2,16.8	27.27	N,N,0.0=151,0=3=4,0.364@1.91,5.09	12.5	N,N,0.0=151,1=1=7,0.714@1.12,7.88	25	N,N,0.2=151,1=1=3,0.714@1.25,3.75	17.78
FBF1	HsaINT0062282	chr17:75920108-75920273	166	chr17:75920274-75920429=75920007-75920107:-	IR	25.66	OK,OK,13.8=117,16=13=43,0.989@18.72,54.22	26.53	VLOW,VLOW,3.6=117,3=4=10,0.892@4.58,12.69	19.63	LOW,LOW,4.8=117,3=5=17,0.831@4.97,20.34	30.64	LOW,LOW,5.4=117,10=4=16,0.631@9.3,21.06	29.26	OK,OK,20.4=117,22=16=47,0.985@25.19,60.9	30.53	VLOW,VLOW,8.4=117,4=7=13,0.76@7.46,16.97	29.14	LOW,LOW,6.9=117,10=3=16,0.466@8.51,20.7	28.42	LOW,LOW,5.1=117,8=6=18,0.863@9.22,23.23	49.91	OK,OK,18.2=117,25=16=21,0.967@31.46,31.57	38.89	N,N,5.1=117,7=3=8,0.687@7.07,11.11	36.83	N,N,6.0=117,3=6=8,0.762@6.41,10.99	69.03	VLOW,VLOW,7.2=117,15=7=5,0.724@18.95,8.5	24.25
TMC6	HsaINT0168029	chr17:78120833-78121012	180	chr17:78121013-78121164=78120653-78120832:-	IR	3.99	VLOW,VLOW,1.1=131,1=0=11,0.714@0.52,12.51	18.13	N,N,0.3=131,1=0=2,0.714@0.59,2.67	0	N,N,0.3=131,0=0=6,1@0,6.65	0	N,N,0.5=131,0=0=3,0.714@0,3.13	14.01	OK,OK,2.7=131,3=4=21,0.831@4.28,26.3	27.23	N,N,1.1=131,3=1=5,0.677@2.63,7.02	5.46	N,N,0.8=131,0=1=9,0.714@0.6,10.31	12.68	N,N,0.8=131,0=2=7,0.51@1.27,8.76	21.33	LOW,LOW,2.7=131,5=4=16,0.831@5.77,21.29	28.45	N,N,1.1=131,1=3=5,0.677@2.82,7.09	8.14	N,N,0.3=131,1=0=5,0.714@0.54,6.1	24.43	N,N,1.3=131,3=1=6,0.677@2.57,7.95	17.34
TMC6	HsaINT0168030	chr17:78119393-78120652	1260	chr17:78120653-78120832=78119297-78119392:-	IR	28.01	VLOW,VLOW,1.1=151,7=4=13,0.285@7.12,18.29	9.97	N,N,0.2=151,1=0=4,0.714@0.55,4.97	47.97	N,N,0.5=151,5=3=4,0.186@5.98,6.49	15.85	N,N,0.5=151,1=1=5,0.714@1.18,6.24	11.65	VLOW,LOW,1.2=151,4=0=14,0.26@2.23,16.93	18.56	N,N,0.2=151,2=0=4,0.51@1.19,5.2	15.98	N,N,0.7=151,2=0=5,0.51@1.16,6.1	0	N,N,0.2=151,0=0=5,1@0,5.52	12.38	VLOW,VLOW,1.1=151,4=0=13,0.26@2.25,15.91	25.48	N,N,0.5=151,3=0=4,0.364@1.88,5.5	0	N,N,0.5=151,0=0=5,1@0,5.65	10.8	N,N,0.2=151,1=0=4,0.714@0.55,4.58	-15.63
CORO6	HsaINT0040307	chr17:29617620-29618789	1170	chr17:29618790-29618971=29617500-29617619:-	IR	83.78	LOW,LOW,6.0=151,15=16=3,0.554@28.49,5.51	100	N,N,1.9=151,7=7=0,0.501@14,0	71.43	N,N,2.5=151,2=3=1,0.855@4.29,1.71	75	N,N,1.6=151,6=6=2,0.588@10.5,3.5	82.61	OK,OK,7.2=151,20=18=4,0.476@34.7,7.3	78.95	N,N,2.3=151,7=8=2,0.422@13.42,3.58	100	N,N,2.1=151,11=2=0,0.235@13,0	71.43	N,N,2.8=151,2=8=2,0.422@8.57,3.43	63.55	LOW,LOW,4.9=151,13=15=8,0.472@22.9,13.13	56.9	N,N,2.1=151,5=3=3,0.679@6.28,4.75	87.5	N,N,1.4=151,5=9=1,0.173@13.12,1.88	42.86	N,N,1.4=151,3=3=4,0.677@4.29,5.71	-20.23
CORO6	HsaINT0040308	chr17:29617043-29617499	457	chr17:29617500-29617619=29616938-29617042:-	IR	94.44	LOW,LOW,5.1=151,23=12=1,0.147@34.03,2	100	N,N,2.3=151,4=4=0,0.77@8,0	89.74	N,N,0.9=151,14=4=1,0.045@17.08,1.95	100	N,N,1.9=151,5=4=0,0.679@9,0	81.25	VLOW,VLOW,6.3=151,19=7=3,0.4@23.56,5.44	77.78	N,N,1.2=151,7=0=1,0.0949@6.22,1.78	100	N,N,2.1=151,5=4=0,0.679@9,0	71.43	N,N,3.0=151,7=3=2,0.687@8.57,3.43	62.06	VLOW,VLOW,5.6=151,13=10=7,0.715@18.64,11.39	53.6	N,N,0.7=151,6=1=3,0.36@5.38,4.65	80	N,N,3.2=151,3=5=1,0.831@7.2,1.8	57.14	N,N,1.6=151,4=4=3,0.77@6.29,4.71	-32.38
CORO6	HsaINT0040310	chr17:29616337-29616701	365	chr17:29616702-29616847=29616279-29616336:-	IR	6.38	OK,OK,0.7=151,0=3=22,0.364@1.59,23.41	0	N,N,0.5=151,0=0=5,1@0,5	0	VLOW,VLOW,0.2=151,0=0=11,1@0,11	20	N,N,0.0=151,0=3=6,0.364@1.8,7.2	9.43	OK,OK,0.5=151,2=3=24,0.364@2.73,26.27	0	VLOW,VLOW,0.2=151,0=0=12,1@0,12	33.33	N,N,0.0=151,1=3=4,0.364@2.67,5.33	5.88	N,N,0.2=151,1=0=8,0.714@0.53,8.47	23.06	OK,OK,2.1=151,9=6=25,0.351@9.23,30.8	21.68	N,N,0.9=151,2=3=9,0.677@3.04,10.99	12.5	N,N,0.5=151,1=1=7,0.714@1.12,7.88	30.77	N,N,0.7=151,6=2=9,0.36@5.23,11.77	16.68
ETV4	HsaINT0058362	chr17:43545669-43546184	516	chr17:43546185-43546432=43545558-43545668:-	IR	4	VLOW,VLOW,3.7=131,0=1=12,0.26@0.52,12.48	11.11	N,N,1.6=131,0=1=4,0.51@0.56,4.44	0	N,N,0.5=131,0=0=2,0.714@0,2	0	N,N,1.6=131,0=0=6,0.51@0,6	12	VLOW,VLOW,5.9=131,0=3=11,0.133@1.68,12.32	20	N,N,2.9=131,0=2=4,0.364@1.2,4.8	14.29	N,N,1.1=131,0=1=3,0.714@0.57,3.43	0	N,N,1.9=131,0=0=4,0.51@0,4	21.21	VLOW,VLOW,4.8=131,0=7=13,0.0949@4.24,15.76	27.27	N,N,1.3=131,0=3=4,0.364@1.91,5.09	20	N,N,1.9=131,0=2=4,0.51@1.2,4.8	16.67	N,N,1.6=131,0=2=5,0.51@1.17,5.83	17.21
SLC26A11	HsaINT0151942	chr17:80248675-80249153	479	chr17:80248575-80248674=80249154-80249287:+	IR	14.86	OK,OK,3.9=151,8=2=29,0.422@5.81,33.31	5.26	N,N,0.2=151,1=0=9,0.714@0.53,9.47	16.13	VLOW,VLOW,1.9=151,5=0=13,0.186@2.9,15.1	22.74	N,N,1.9=151,2=2=7,0.927@2.53,8.59	27.11	OK,OK,4.9=151,16=6=30,0.418@14.21,38.21	28.05	VLOW,VLOW,1.9=151,7=3=13,0.501@6.52,16.72	33.56	N,N,0.7=151,5=1=6,0.452@4.05,8.01	21.77	VLOW,VLOW,2.3=151,4=2=11,0.77@3.73,13.39	32.86	OK,OK,5.6=151,16=9=26,0.554@16.97,34.67	33.23	N,N,0.9=151,6=1=7,0.36@4.7,9.45	43.47	N,N,2.5=151,7=5=8,0.687@8.83,11.48	21.94	VLOW,VLOW,2.1=151,3=3=11,0.855@3.77,13.41	18.00
MYO15B	HsaINT1024242	chr17:75613778-75614198	421	chr17:75613705-75613777=75614199-75614360:+	IR	8.33	VLOW,VLOW,0.9=151,0=2=10,0.51@1.15,12.64	0	N,N,0.2=151,0=0=2,1@0,2.33	0	N,N,0.7=151,0=0=4,0.714@0,4.67	18.52	N,N,0.0=151,0=2=4,0.51@1.26,5.53	0	N,N,0.0=151,0=0=8,1@0,9.33	0	N,N,0.0=151,0=0=4,1@0,4.67	0	N,N,0.0=151,0=0=1,1@0,1.17	0	N,N,0.0=151,0=0=3,1@0,3.5	30.75	VLOW,VLOW,2.8=151,6=5=11,0.762@7.39,16.64	37.78	N,N,1.2=151,2=2=3,0.802@2.84,4.68	25.82	N,N,1.2=151,3=1=5,0.677@2.55,7.34	30.84	N,N,0.5=151,1=2=3,0.51@2.04,4.58	22.42
SLC16A5	HsaINT0151012	chr17:75098182-75100006	1825	chr17:75098038-75098181=75100007-75100816:+	IR	35.7	OK,OK,3.9=151,13=11=21,0.439@16.29,29.33	27.42	N,N,0.5=151,5=2=9,0.186@4.46,11.8	42.15	N,N,2.5=151,3=6=6,0.762@6.4,8.78	39.31	N,N,0.9=151,5=3=6,0.452@5.57,8.6	16.45	OK,OK,6.3=151,10=5=37,0.762@8.73,44.36	21.73	VLOW,VLOW,2.5=151,3=5=14,0.831@4.87,17.54	5.72	N,N,3.0=151,1=0=8,0.364@0.53,8.71	16.27	LOW,LOW,0.7=151,6=0=15,0.133@3.49,17.95	16.67	OK,OK,8.3=151,9=5=34,0.815@8.17,40.83	15.74	VLOW,VLOW,3.2=151,2=3=13,0.855@2.89,15.49	19.54	VLOW,VLOW,2.5=151,4=1=10,0.558@2.99,12.31	15.01	VLOW,VLOW,2.5=151,3=1=11,0.677@2.3,13.02	-19.03
