GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	HeLa_FRT	HeLa_FRT-Q	HeLa_FRT_A	HeLa_FRT_A-Q	HeLa_FRT_B	HeLa_FRT_B-Q	HeLa_FRT_C	HeLa_FRT_C-Q	HeLa_NLSTAF2dIDR	HeLa_NLSTAF2dIDR-Q	HeLa_NLSTAF2dIDR_A	HeLa_NLSTAF2dIDR_A-Q	HeLa_NLSTAF2dIDR_B	HeLa_NLSTAF2dIDR_B-Q	HeLa_NLSTAF2dIDR_C	HeLa_NLSTAF2dIDR_C-Q	HeLa_TAF2	HeLa_TAF2-Q	HeLa_TAF2_A	HeLa_TAF2_A-Q	HeLa_TAF2_B	HeLa_TAF2_B-Q	HeLa_TAF2_C	HeLa_TAF2_C-Q	dPSI
PAPLN	HsaINT0120107	chr14:73253962-73254512	551	chr14:73253754-73253961=73254513-73254695:+	IR	48.72	VLOW,VLOW,3.5=151,7=12=10,0.34@14.13,14.87	66.67	N,N,0.7=151,4=4=2,0.558@6.67,3.33	41.18	N,N,2.1=151,2=5=5,0.679@4.94,7.06	40	N,N,0.7=151,1=3=3,0.677@2.8,4.2	25.71	VLOW,VLOW,3.5=151,3=6=13,0.762@5.66,16.34	4.76	VLOW,VLOW,1.4=151,1=0=10,0.714@0.52,10.48	33.33	N,N,1.4=151,0=2=2,0.51@1.33,2.67	75	N,N,0.7=151,2=4=1,0.558@5.25,1.75	27.27	N,N,3.2=151,3=3=8,0.94@3.82,10.18	33.33	N,N,1.4=151,3=2=5,0.677@3.33,6.67	33.33	N,N,0.9=151,0=1=1,0.714@0.67,1.33	0	N,N,0.9=151,0=0=2,0.714@0,2	-23.01
LINC00239	HsaINT0111581	chr14:101731977-101732235	259	chr14:101731788-101731976=101732236-101732522:+	IR	31.25	VLOW,VLOW,2.8=151,4=6=11,0.762@6.56,14.44	38.46	N,N,1.6=151,3=2=4,0.855@3.46,5.54	11.11	N,N,0.2=151,0=1=4,0.714@0.56,4.44	40	N,N,0.9=151,1=3=3,0.677@2.8,4.2	6.9	OK,OK,2.3=151,2=2=27,0.927@2.14,28.86	6.25	LOW,LOW,0.9=151,1=1=15,0.918@1.06,15.94	9.09	N,N,0.9=151,0=1=5,0.714@0.55,5.45	6.67	N,N,0.5=151,1=0=7,0.714@0.53,7.47	15.25	OK,OK,1.9=151,1=8=25,0.223@5.18,28.82	15.38	VLOW,VLOW,0.7=151,0=4=11,0.26@2.31,12.69	20	N,N,1.2=151,0=4=8,0.26@2.4,9.6	7.69	N,N,0.0=151,1=0=6,0.714@0.54,6.46	-24.35
LYSMD4	HsaINT0097964	chr15:99732008-99732928	921	chr15:99732929-99733028=99731718-99732007:-	IR	40	LOW,LOW,2.5=151,11=9=15,0.4@14,21	20	N,N,0.5=151,1=2=6,0.51@1.8,7.2	52.94	N,N,0.9=151,5=4=4,0.452@6.88,6.12	44.44	N,N,1.2=151,5=3=5,0.452@5.78,7.22	11.11	OK,OK,5.1=151,4=5=36,0.918@5,40	12.5	VLOW,VLOW,2.1=151,1=3=14,0.677@2.25,15.75	9.09	LOW,LOW,1.6=151,2=1=15,0.802@1.64,16.36	12.5	N,N,1.4=151,1=1=7,0.918@1.12,7.88	22.81	OK,OK,2.3=151,3=10=22,0.289@7.98,27.02	29.41	N,N,0.5=151,2=3=6,0.364@3.24,7.76	21.43	VLOW,VLOW,1.2=151,0=6=11,0.133@3.64,13.36	16.67	N,N,0.7=151,1=1=5,0.918@1.17,5.83	-28.89
AC026150.8	HsaINT1001667	chr15:30544661-30545811	1151	chr15:30544565-30544660=30545812-30545969:+	IR	40.91	VLOW,VLOW,3.2=151,7=11=13,0.4@12.68,18.32	50	N,N,0.7=151,4=2=3,0.558@4.5,4.5	36.84	N,N,1.6=151,2=5=6,0.679@4.79,8.21	38.46	N,N,0.9=151,1=4=4,0.558@3.46,5.54	80	VLOW,VLOW,7.0=151,6=10=2,0.857@14.4,3.6	81.82	N,N,3.0=151,3=6=1,0.762@8.18,1.82	60	N,N,2.3=151,1=2=1,0.802@2.4,1.6	100	N,N,1.6=151,2=2=0,0.927@4,0	28.21	VLOW,VLOW,4.4=151,4=7=14,0.82@7.05,17.95	14.29	N,N,1.9=151,2=0=6,0.51@1.14,6.86	25	N,N,0.7=151,0=4=6,0.26@2.5,7.5	55.56	N,N,1.9=151,2=3=2,0.855@3.89,3.11	39.09
PLA2G4B	HsaINT1027190	chr15:41837960-41838746	787	chr15:41837775-41837959=41838747-41838922:+	IR	100	VLOW,VLOW,8.3=151,14=9=0,0.852@23,0	100	N,N,2.8=151,4=1=0,0.558@5,0	100	N,N,1.9=151,7=6=0,0.501@13,0	100	N,N,3.7=151,3=2=0,0.77@5,0	74.19	VLOW,VLOW,10.7=151,15=8=4,0.815@20.03,6.97	100	N,N,3.2=151,6=4=0,0.762@10,0	42.86	N,N,3.5=151,4=2=4,0.77@4.29,5.71	100	N,N,3.9=151,5=2=0,0.679@7,0	77.78	LOW,LOW,9.3=151,17=11=4,0.817@24.89,7.11	71.43	N,N,3.0=151,2=3=1,0.855@4.29,1.71	84.62	N,N,3.5=151,6=5=1,0.762@10.15,1.85	75	N,N,2.8=151,9=3=2,0.537@10.5,3.5	-25.81
PLA2G4B	HsaINT0126337	chr15:41838923-41840157	1235	chr15:41838747-41838922=41840158-41840230:+	IR	100	VLOW,VLOW,11.4=151,6=14=0,0.662@20,0	100	N,N,3.5=151,1=3=0,0.677@4,0	100	N,N,3.9=151,3=6=0,0.762@9,0	100	N,N,3.9=151,2=5=0,0.679@7,0	80.95	LOW,LOW,9.1=151,12=22=4,0.611@30.76,7.24	100	VLOW,VLOW,2.3=151,6=11=0,0.235@17,0	55.56	N,N,2.1=151,2=8=4,0.422@7.78,6.22	100	N,N,4.6=151,4=3=0,0.831@7,0	80.95	LOW,LOW,7.9=151,10=24=4,0.411@30.76,7.24	83.33	N,N,2.1=151,5=5=1,0.679@9.17,1.83	83.33	N,N,2.8=151,1=9=1,0.173@9.17,1.83	77.78	N,N,3.0=151,4=10=2,0.466@12.44,3.56	-19.05
ELL3	HsaINT0055582	chr15:43773227-43773303	77	chr15:43773304-43773348=43772600-43773226:-	IR	2.1	OK,OK,2.5=28,0=1=20,0.51@0.51,23.82	0	N,N,0.0=28,0=0=7,1@0,8.17	4.55	N,VLOW,2.5=28,0=1=9,0.51@0.52,10.98	0	N,N,0.0=28,0=0=4,1@0,4.67	21.6	VLOW,LOW,5.0=28,3=6=14,0.762@5.47,19.86	12.5	N,N,2.5=28,0=2=6,0.51@1.12,7.88	17.65	N,N,0.0=28,2=0=4,0.51@1.18,5.49	34.88	N,N,2.5=28,1=4=4,0.558@3.37,6.29	7.23	VLOW,VLOW,1.2=28,1=1=11,0.918@1.07,13.76	0	N,N,0.0=28,0=0=3,1@0,3.5	12.5	N,N,1.2=28,1=0=3,0.714@0.56,3.94	7.89	N,N,0.0=28,0=1=5,0.714@0.54,6.29	19.50
FUK	HsaINT0066599	chr16:70466955-70467373	419	chr16:70466882-70466954=70467374-70467471:+	IR	50.29	OK,OK,6.0=151,16=25=20,0.175@31.17,30.81	69.08	N,N,2.1=151,9=9=4,0.351@15.44,6.91	42.39	N,N,2.1=151,4=8=8,0.422@8.63,11.73	40.41	N,N,1.9=151,3=8=8,0.422@7.78,11.48	33.96	OK,OK,9.7=151,11=31=40,0.345@28.35,55.13	41.62	VLOW,VLOW,4.2=151,5=11=11,0.565@11.43,16.04	28.17	LOW,LOW,2.1=151,3=9=15,0.351@7.75,19.75	32.83	VLOW,VLOW,3.5=151,3=11=14,0.4@9.36,19.14	45.31	OK,OK,7.0=151,13=24=22,0.302@27.16,32.78	35.56	N,N,2.1=151,3=6=8,0.588@6.16,11.16	35.2	VLOW,VLOW,2.5=151,4=7=10,0.687@7.52,13.84	67.75	VLOW,VLOW,2.3=151,6=11=4,0.235@14.41,6.86	-16.33
BRICD5	HsaINT0021197	chr16:2210282-2210521	240	chr16:2210522-2210650=2210126-2210281:-	IR	1.89	OK,OK,2.3=151,1=0=26,0.51@0.51,26.49	4.35	VLOW,VLOW,1.4=151,1=0=11,0.714@0.52,11.48	0	VLOW,VLOW,0.7=151,0=0=10,0.714@0,10	0	N,N,0.2=151,0=0=5,1@0,5	20	OK,OK,4.4=151,6=11=34,0.565@10.2,40.8	18.52	VLOW,VLOW,1.6=151,2=3=11,0.855@2.96,13.04	36	N,N,2.3=151,3=6=8,0.588@6.12,10.88	9.09	LOW,LOW,0.5=151,1=2=15,0.51@1.64,16.36	11.43	OK,OK,1.9=151,5=3=31,0.679@4.46,34.54	6.67	N,N,0.7=151,1=0=7,0.714@0.53,7.47	13.04	VLOW,VLOW,0.7=151,2=1=10,0.802@1.7,11.3	12.5	VLOW,VLOW,0.5=151,2=2=14,0.51@2.25,15.75	18.11
SLC9A5	HsaINT0154235	chr16:67257114-67257344	231	chr16:67256911-67257113=67257345-67257434:+	IR	8.71	VLOW,VLOW,0.7=151,2=0=11,0.51@1.15,12.09	9.49	N,N,0.2=151,1=0=5,0.714@0.58,5.54	0	N,N,0.5=151,0=0=4,1@0,4.06	20.96	N,N,0.0=151,1=0=2,0.714@0.64,2.42	24.46	VLOW,VLOW,1.2=151,2=7=14,0.285@5.68,17.53	26.62	N,N,0.7=151,2=3=7,0.677@3.24,8.94	0	N,N,0.0=151,0=0=4,1@0,4	39.77	N,N,0.5=151,0=4=3,0.26@2.8,4.23	18.58	VLOW,VLOW,0.7=151,1=4=11,0.558@3,13.15	24.82	N,N,0.5=151,0=2=3,0.51@1.25,3.78	23.33	N,N,0.2=151,1=2=5,0.51@1.89,6.2	0	N,N,0.0=151,0=0=3,1@0,3.03	15.75
ZFPM1	HsaINT0185580	chr16:88532710-88532788	79	chr16:88532614-88532709=88532789-88532935:+	IR	0	VLOW,VLOW,0.0=30,0=0=13,1@0,13	0	N,N,0.0=30,0=0=6,1@0,6	0	N,N,0.0=30,0=0=4,1@0,4	0	N,N,0.0=30,0=0=3,1@0,3	15.38	VLOW,VLOW,3.5=30,1=3=11,0.558@2.31,12.69	0	N,N,0.0=30,0=0=3,1@0,3	33.33	N,N,1.2=30,1=1=2,0.918@1.33,2.67	14.29	N,N,2.3=30,0=2=6,0.51@1.14,6.86	0	N,N,0.0=30,0=0=4,1@0,4	NA	N,N,0.0=30,0=0=0,1@NaN,NaN	0	N,N,0.0=30,0=0=2,1@0,2	0	N,N,0.0=30,0=0=2,1@0,2	15.38
KREMEN2	HsaINT0089283	chr16:2967446-2967525	80	chr16:2967320-2967445=2967526-2967604:+	IR	66.67	LOW,LOW,22.6=31,19=17=9,0.98@30,15	55.56	N,N,9.0=31,4=6=4,0.697@7.78,6.22	87.5	N,N,5.7=31,8=6=1,0.926@13.12,1.88	60	N,N,7.9=31,7=5=4,0.863@9.6,6.4	49.33	LOW,LOW,29.4=31,29=8=19,0.229@27.62,28.38	54.55	N,N,9.0=31,8=4=5,0.697@9.27,7.73	52	N,N,14.7=31,12=1=6,0.034@9.88,9.12	42.86	N,N,5.7=31,9=3=8,0.537@8.57,11.43	49.02	VLOW,VLOW,16.9=31,18=7=13,0.575@18.63,19.37	40	N,N,4.5=31,6=2=6,0.588@5.6,8.4	33.33	N,N,5.7=31,2=4=6,0.588@4,8	84.62	N,N,6.8=31,10=1=1,0.133@10.15,1.85	-17.34
RHBDL1	HsaINT0140388	chr16:677560-677638	79	chr16:677459-677559=677639-677699:+	IR	45.45	VLOW,VLOW,12.8=30,11=9=12,0.931@14.54,17.46	60	N,N,3.5=30,4=2=2,0.77@4.8,3.2	71.43	N,N,3.5=30,3=2=1,0.77@4.29,1.71	33.33	N,N,5.8=30,4=5=9,0.873@6,12	26.32	VLOW,VLOW,8.2=30,6=4=14,0.76@6.32,17.68	33.33	N,N,1.2=30,3=0=3,0.364@2,4	42.86	N,N,3.5=30,2=1=2,0.558@2.14,2.86	18.18	N,N,3.5=30,1=3=9,0.558@2.36,10.64	21.05	LOW,LOW,5.8=30,2=6=15,0.588@4.84,18.16	23.08	N,N,3.5=30,2=1=5,0.558@1.85,6.15	33.33	N,N,1.2=30,0=3=3,0.364@2,4	12.5	N,N,1.2=30,0=2=7,0.51@1.12,7.88	-19.13
RHBDL1	HsaINT0140389	chr16:677700-677780	81	chr16:677639-677699=677781-678268:+	IR	58.49	VLOW,VLOW,17.5=32,7=24=11,0.302@24.57,17.43	60	N,N,3.3=32,2=4=2,0.77@4.8,3.2	56.52	N,N,6.6=32,3=10=5,0.466@10.17,7.83	60	N,N,7.7=32,2=10=4,0.289@9.6,6.4	39.29	LOW,LOW,18.6=32,4=18=17,0.17@15.32,23.68	47.37	N,N,8.8=32,2=7=5,0.351@6.63,7.37	15.79	N,N,1.1=32,1=2=8,0.802@1.74,9.26	55.56	N,N,8.8=32,1=9=4,0.173@7.78,6.22	65.71	N,N,9.8=32,3=20=6,0.0714@19.06,9.94	77.78	N,N,1.1=32,1=6=1,0.36@6.22,1.78	71.43	N,N,5.5=32,2=8=2,0.422@8.57,3.43	50	N,N,3.3=32,0=6=3,0.133@4.5,4.5	-19.20
ZSCAN32	HsaINT0187232	chr16:3390184-3390422	239	chr16:3390423-3390517=3390010-3390183:-	IR	12.68	OK,OK,2.5=151,5=4=31,0.831@5.07,34.93	6.67	VLOW,VLOW,0.7=151,1=1=14,0.918@1.07,14.93	5.26	N,N,0.5=151,1=0=9,0.714@0.53,9.47	27.27	N,N,1.4=151,3=3=8,0.677@3.82,10.18	33.33	OK,OK,6.3=151,16=12=28,0.554@18.66,37.34	29.03	VLOW,VLOW,3.5=151,6=3=11,0.762@5.81,14.19	33.33	N,N,1.2=151,4=3=7,0.558@4.67,9.33	37.5	VLOW,VLOW,1.6=151,6=6=10,0.588@8.25,13.75	13.79	OK,OK,3.9=151,4=4=25,0.952@4.55,28.45	14.29	N,N,1.2=151,2=0=6,0.51@1.14,6.86	12.5	N,N,1.4=151,1=1=7,0.918@1.12,7.88	14.29	VLOW,VLOW,1.4=151,1=3=12,0.677@2.29,13.71	20.65
MMP25-AS1	HsaINT1023210	chr16:3055946-3058995	3050	chr16:3058996-3059363=3055736-3055945:-	IR	100	VLOW,VLOW,4.6=151,7=14=0,0.529@21,0	100	N,N,1.4=151,3=4=0,0.558@7,0	100	N,N,2.3=151,1=7=0,0.285@8,0	100	N,N,0.9=151,3=3=0,0.677@6,0	56.25	VLOW,VLOW,3.5=151,6=12=7,0.34@14.06,10.94	52.94	N,N,1.6=151,4=5=4,0.679@6.88,6.12	50	N,N,1.4=151,2=2=2,0.802@3,3	71.43	N,N,0.5=151,0=5=1,0.186@4.29,1.71	70	N,N,3.0=151,4=10=3,0.466@11.9,5.1	100	N,N,0.2=151,2=4=0,0.26@6,0	50	N,N,2.1=151,1=3=2,0.677@3,3	66.67	N,N,0.7=151,1=3=1,0.677@3.33,1.67	-43.75
KIAA0556	HsaINT0086020	chr16:27773210-27774944	1735	chr16:27773099-27773209=27774945-27775084:+	IR	38.78	OK,OK,4.9=151,8=23=25,0.124@21.98,34.7	44.81	N,N,1.6=151,4=4=5,0.77@5.88,7.24	35.96	VLOW,VLOW,2.1=151,0=12=11,0.0176@8.4,14.96	38.37	N,N,1.2=151,4=7=9,0.285@7.75,12.45	20.3	OK,OK,6.7=151,8=14=44,0.77@13.48,52.93	16.25	OK,OK,2.3=151,3=5=21,0.679@4.74,24.41	31.52	VLOW,VLOW,1.6=151,2=7=10,0.501@6.05,13.15	16.29	VLOW,VLOW,2.8=151,3=2=13,0.855@2.94,15.12	17.71	OK,OK,5.3=151,4=12=38,0.501@9.63,44.73	11.4	VLOW,VLOW,1.6=151,0=3=12,0.364@1.72,13.37	16.18	LOW,LOW,1.2=151,0=6=16,0.133@3.59,18.59	26.17	VLOW,VLOW,2.5=151,4=3=10,0.892@4.47,12.62	-18.48
GNAO1	HsaINT1014576	chr16:56351538-56354865	3328	chr16:56351384-56351537=56354866-56355081:+	IR	23.08	VLOW,VLOW,0.9=151,3=3=10,0.677@3.69,12.31	33.33	N,N,0.2=151,0=1=1,0.714@0.67,1.33	20	N,N,0.5=151,0=2=4,0.51@1.2,4.8	23.08	N,N,0.2=151,3=0=5,0.364@1.85,6.15	3.45	VLOW,VLOW,0.5=151,1=0=14,0.714@0.52,14.48	9.09	N,N,0.2=151,1=0=5,0.714@0.55,5.45	0	N,N,0.2=151,0=0=6,1@0,6	0	N,N,0.0=151,0=0=3,1@0,3	23.08	N,N,0.2=151,3=0=5,0.364@1.85,6.15	25	N,N,0.0=151,2=0=3,0.51@1.25,3.75	33.33	N,N,0.2=151,1=0=1,0.714@0.67,1.33	0	N,N,0.0=151,0=0=1,1@0,1	-19.63
PRSS53	HsaINT0133029	chr16:31085025-31085109	85	chr16:31085110-31085260=31084780-31085024:-	IR	49.33	OK,OK,19.4=36,20=17=19,0.992@27.62,28.38	56.52	N,N,7.8=36,6=7=5,0.926@10.17,7.83	44.83	N,N,6.8=36,5=8=8,0.863@9.41,11.59	47.83	N,N,4.9=36,9=2=6,0.351@8.13,8.87	70.67	OK,OK,30.1=36,31=22=11,0.985@45.23,18.77	64.71	VLOW,VLOW,10.7=36,11=11=6,0.991@18.12,9.88	82.61	VLOW,VLOW,12.6=36,12=7=2,0.814@17.35,3.65	66.67	N,N,6.8=36,8=4=3,0.76@10,5	75.38	OK,OK,24.3=36,27=22=8,0.995@42.97,14.03	54.55	N,N,6.8=36,5=7=5,0.903@9.27,7.73	90.48	VLOW,VLOW,9.7=36,10=9=1,0.977@18.1,1.9	81.82	VLOW,VLOW,7.8=36,12=6=2,0.766@16.36,3.64	21.34
PRSS53	HsaINT0133030	chr16:31084704-31084779	76	chr16:31084780-31085024=31084558-31084703:-	IR	62.86	OK,OK,33.7=27,23=21=13,0.955@35.83,21.17	62.5	N,N,6.5=27,4=6=3,0.873@8.12,4.88	58.62	N,N,16.9=27,8=9=6,0.732@13.48,9.52	68	VLOW,VLOW,10.4=27,11=6=4,0.814@14.28,6.72	78.38	OK,OK,49.3=27,32=26=8,0.901@51.73,14.27	83.33	VLOW,VLOW,16.9=27,10=10=2,0.881@18.33,3.67	84	VLOW,VLOW,22.0=27,13=8=2,0.5@19.32,3.68	68	N,N,10.4=27,9=8=4,0.955@14.28,6.72	82.61	OK,OK,41.5=27,28=29=6,0.989@52.04,10.96	71.43	VLOW,VLOW,15.6=27,11=9=4,0.851@17.14,6.86	85.19	VLOW,VLOW,15.6=27,10=13=2,0.906@21.3,3.7	100	N,N,10.4=27,7=7=0,0.918@14,0	15.52
ELMO3	HsaINT0055641	chr16:67202791-67202891	101	chr16:67202627-67202790=67202892-67203004:+	IR	48.54	LOW,LOW,16.2=52,12=15=15,0.966@21.1,22.37	67.79	N,N,8.1=52,4=8=3,0.697@10.7,5.08	48.39	N,N,4.0=52,5=4=5,0.918@6.96,7.42	30.88	N,N,4.0=52,3=3=7,0.892@4.11,9.2	31.77	OK,OK,12.8=52,13=7=22,0.884@13.61,29.22	37.42	N,N,6.7=52,4=3=6,0.687@5,8.37	37.07	N,N,3.4=52,5=3=7,0.831@5.68,9.63	21.95	N,N,2.7=52,4=1=9,0.558@3.11,11.05	47.12	LOW,LOW,18.2=52,19=12=18,0.952@23.63,26.52	78.45	N,N,5.4=52,4=3=1,0.831@6.5,1.78	36.86	N,N,6.1=52,5=4=8,0.873@6.42,10.99	46.22	VLOW,VLOW,6.7=52,10=5=9,0.762@11.31,13.16	-16.77
CACNA1H	HsaINT0026293	chr16:1212139-1212510	372	chr16:1211946-1212138=1212511-1212528:+	IR	17.52	OK,OK,3.0=151,10=3=22,0.466@11.48,54.06	0	N,VLOW,0.7=151,0=0=6,0.714@0,14.73	43.57	N,VLOW,1.9=151,8=3=7,0.289@12.6,16.31	4.78	N,LOW,0.5=151,2=0=9,0.51@1.05,20.86	33.03	LOW,OK,3.0=151,4=5=18,0.164@13.24,26.85	31.5	N,VLOW,1.9=151,3=2=8,0.588@6.16,13.39	84.06	N,N,0.9=151,1=3=1,0.133@9.71,1.84	0	N,N,0.2=151,0=0=9,1@0,9	21.82	LOW,OK,2.5=151,8=2=17,0.611@8.75,31.34	30.5	N,N,1.2=151,4=1=6,0.558@4.69,10.68	9.65	N,N,0.2=151,2=0=5,0.51@1.1,10.27	24.05	N,N,1.2=151,2=1=6,0.677@3.21,10.15	15.51
RP11-242D8.1	HsaINT1032082	chr17:43167263-43170125	2863	chr17:43170126-43170403=43166980-43167262:-	IR	95.24	OK,OK,4.9=150,23=17=1,0.147@39.05,1.95	100	N,N,1.4=150,6=6=0,0.36@12,0	88.24	N,N,2.3=150,9=6=1,0.351@14.12,1.88	100	N,N,1.2=150,8=5=0,0.223@13,0	80	OK,OK,6.5=150,35=21=7,0.057@50.4,12.6	65.52	N,N,2.6=150,16=3=5,0.164@15.72,8.28	80	VLOW,VLOW,2.6=150,11=5=2,0.4@14.4,3.6	100	VLOW,VLOW,1.4=150,8=13=0,0.0594@21,0	82.76	OK,OK,5.4=150,28=20=5,0.0591@43.86,9.14	88.24	N,N,0.9=150,8=7=1,0.223@14.12,1.88	86.67	N,N,2.3=150,7=6=1,0.501@12.13,1.87	76.92	VLOW,VLOW,2.1=150,13=7=3,0.153@17.69,5.31	-15.24
ARRB2	HsaINT0012810	chr17:4720473-4720549	77	chr17:4720393-4720472=4720550-4720640:+	IR	57.78	OK,OK,63.8=28,22=30=19,0.315@41.02,29.98	65.22	N,N,15.0=28,3=12=4,0.199@12.39,6.61	62.5	VLOW,VLOW,31.2=28,11=9=6,0.255@16.25,9.75	48.57	N,N,17.5=28,8=9=9,0.687@12.63,13.37	78.64	OK,OK,87.5=28,34=47=11,0.477@72.35,19.65	86.67	VLOW,VLOW,31.2=28,9=17=2,0.255@24.27,3.73	81.4	OK,OK,42.5=28,15=20=4,0.417@31.75,7.25	66.67	VLOW,VLOW,13.8=28,10=10=5,0.946@16.67,8.33	60.47	OK,OK,62.5=28,21=31=17,0.3@41.72,27.28	40	N,N,11.2=28,5=7=9,0.706@8.4,12.6	80	VLOW,VLOW,18.8=28,5=11=2,0.277@14.4,3.6	66.67	VLOW,VLOW,32.5=28,11=13=6,0.404@20,10	20.86
RP11-314A20.2	HsaINT1033072	chr17:4704371-4705198	828	chr17:4704230-4704370=4705199-4705529:+	IR	100	VLOW,VLOW,5.0=118,11=8=0,0.706@19,0	100	N,N,2.1=118,6=1=0,0.36@7,0	100	N,N,1.5=118,3=3=0,0.677@6,0	100	N,N,1.5=118,2=4=0,0.558@6,0	83.78	LOW,LOW,4.5=118,12=19=3,0.17@28.49,5.51	100	N,N,2.1=118,4=8=0,0.422@12,0	73.33	N,N,0.3=118,4=7=2,0.0949@9.53,3.47	80	N,N,2.1=118,4=4=1,0.77@7.2,1.8	88.24	N,N,5.6=118,6=9=1,0.894@14.12,1.88	71.43	N,N,1.5=118,2=3=1,0.677@4.29,1.71	100	N,N,1.8=118,3=5=0,0.679@8,0	100	N,N,2.4=118,1=1=0,0.802@2,0	-16.22
SGK494	HsaINT0148994	chr17:28610700-28611142	443	chr17:28611143-28611253=28610478-28610699:-	IR	92.5	VLOW,VLOW,5.1=151,12=13=1,0.588@24.43,1.98	74.73	N,N,1.6=151,3=3=1,0.855@5.32,1.8	100	N,N,2.1=151,3=6=0,0.588@9.18,0	100	N,N,1.4=151,6=4=0,0.36@10.12,0	71.96	VLOW,VLOW,8.6=151,12=14=5,0.909@22.71,8.85	66.45	N,N,3.7=151,4=8=3,0.76@10.18,5.14	63.25	N,N,2.3=151,4=3=2,0.77@5.79,3.36	100	N,N,2.5=151,4=3=0,0.892@7.09,0	76.27	LOW,LOW,7.7=151,10=16=4,0.775@23.33,7.26	59.54	N,N,1.6=151,4=2=2,0.77@4.83,3.28	81.68	N,N,2.3=151,3=6=1,0.588@8.34,1.87	84.51	N,N,3.7=151,3=8=1,0.611@10.36,1.9	-20.54
C17orf58	HsaINT1005660	chr17:67993236-67993423	188	chr17:67993424-67993649=67992901-67993235:-	IR	54.29	OK,OK,13.6=139,28=29=24,0.776@43.97,37.03	50	N,N,4.5=139,9=7=8,0.815@12,12	41.18	VLOW,VLOW,4.0=139,6=8=10,0.76@9.88,14.12	69.23	VLOW,VLOW,5.0=139,13=14=6,0.529@22.85,10.15	32.14	SOK,SOK,14.1=139,21=33=57,0.643@35.68,75.32	43.86	LOW,LOW,5.5=139,9=16=16,0.554@17.98,23.02	28.57	LOW,LOW,3.8=139,5=7=15,0.82@7.71,19.29	24.64	OK,OK,4.8=139,7=10=26,0.762@10.6,32.4	48.28	OK,OK,16.4=139,27=29=30,0.884@41.52,44.48	48.84	VLOW,VLOW,4.5=139,9=12=11,0.647@15.63,16.37	50	VLOW,VLOW,5.8=139,10=6=8,0.857@12,12	46.34	VLOW,VLOW,6.0=139,8=11=11,0.814@13.9,16.1	-22.15
RP11-74E22.3	HsaINT1037902	chr17:2712400-2712481	82	chr17:2712309-2712399=2712482-2712833:+	IR	75	LOW,LOW,15.9=33,14=16=5,0.989@26.25,8.75	77.78	N,N,3.2=33,3=4=1,0.892@6.22,1.78	78.95	N,N,7.4=33,8=7=2,0.962@13.42,3.58	66.67	N,N,5.3=33,3=5=2,0.831@6.67,3.33	91.84	OK,OK,30.8=33,18=27=2,0.92@43.16,3.84	89.47	VLOW,VLOW,13.8=33,6=11=1,0.662@16.1,1.9	100	N,N,5.3=33,7=5=0,0.903@12,0	88.89	VLOW,VLOW,11.7=33,5=11=1,0.647@15.11,1.89	78.26	OK,OK,25.4=33,21=15=5,0.92@32.09,8.91	100	N,N,11.7=33,9=3=0,0.34@12,0	60	N,N,7.4=33,8=4=4,0.76@9.6,6.4	85.71	N,N,6.4=33,4=8=1,0.76@11.14,1.86	16.84
MPP3	HsaINT0104733	chr17:43814362-43816037	1676	chr17:43816038-43816079=43814197-43814361:-	IR	37.33	OK,OK,12.5=132,14=23=31,0.826@25.41,42.65	48.57	N,N,4.5=132,4=13=9,0.439@12.63,13.37	41.46	N,N,3.2=132,6=4=7,0.762@7.07,9.99	25	LOW,LOW,4.8=132,4=6=15,0.873@6.25,18.75	52.51	OK,OK,15.1=132,29=22=23,0.836@38.89,35.17	61.11	VLOW,VLOW,5.0=132,14=8=7,0.529@17.72,11.28	44.3	VLOW,VLOW,5.8=132,8=8=10,0.926@11.54,14.52	52	N,N,4.2=132,7=6=6,0.82@9.88,9.12	42.86	OK,OK,15.9=132,21=24=30,0.959@32.14,42.86	48	VLOW,VLOW,6.1=132,11=13=13,0.715@17.76,19.24	33.33	N,N,6.1=132,5=4=9,0.873@6,12	42.86	N,N,3.7=132,5=7=8,0.82@8.57,11.43	15.18
TMC6	HsaINT0168030	chr17:78119393-78120652	1260	chr17:78120653-78120832=78119297-78119392:-	IR	28.01	VLOW,VLOW,1.1=151,7=4=13,0.285@7.12,18.29	9.97	N,N,0.2=151,1=0=4,0.714@0.55,4.97	47.97	N,N,0.5=151,5=3=4,0.186@5.98,6.49	15.85	N,N,0.5=151,1=1=5,0.714@1.18,6.24	11.65	VLOW,LOW,1.2=151,4=0=14,0.26@2.23,16.93	18.56	N,N,0.2=151,2=0=4,0.51@1.19,5.2	15.98	N,N,0.7=151,2=0=5,0.51@1.16,6.1	0	N,N,0.2=151,0=0=5,1@0,5.52	12.38	VLOW,VLOW,1.1=151,4=0=13,0.26@2.25,15.91	25.48	N,N,0.5=151,3=0=4,0.364@1.88,5.5	0	N,N,0.5=151,0=0=5,1@0,5.65	10.8	N,N,0.2=151,1=0=4,0.714@0.55,4.58	-16.36
