GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	GROUP	SCAFFOLD	START	END	STRAND	UPSTRM_EX_BORDER	DOSTRM_EX_BORDER	GENEID
PHKB	HsaINT0124256	chr16:47503091-47511664	8574	chr16:47502991-47503090=47511665-47511772:+	IR	CS	chr16	47503091	47511664	+	47502991	47511772	ENSG00000102893
PHKB	HsaINT0124259	chr16:47547549-47580294	32746	chr16:47547433-47547548=47580295-47580358:+	IR	CS	chr16	47547549	47580294	+	47547433	47580358	ENSG00000102893
PHKB	HsaINT0124242	chr16:47650627-47650830	204	chr16:47650544-47650626=47650831-47650921:+	IR	CS	chr16	47650627	47650830	+	47650544	47650921	ENSG00000102893
CYBA	HsaINT0043945	chr16:88647176-88648044	869	chr16:88648045-88648114=88647101-88647175:-	IR	CS	chr16	88647176	88648044	-	88648114	88647101	ENSG00000051523
HIRIP3	HsaINT0076302	chr16:29995464-29995540	77	chr16:29995541-29996436=29995343-29995463:-	IR	CS	chr16	29995464	29995540	-	29996436	29995343	ENSG00000149929
UQCRC2	HsaINT0178233	chr16:21971621-21971922	302	chr16:21971525-21971620=21971923-21972122:+	IR	CS	chr16	21971621	21971922	+	21971525	21972122	ENSG00000140740
ADGRG1	HsaINT0071673	chr16:57656618-57657372	755	chr16:57656514-57656617=57657373-57657491:+	IR	CS	chr16	57656618	57657372	+	57656514	57657491	ENSG00000205336
ADGRG1	HsaINT0071676	chr16:57661966-57663451	1486	chr16:57661697-57661965=57663452-57665580:+	IR	CS	chr16	57661966	57663451	+	57661697	57665580	ENSG00000205336
TCF25	HsaINT0164939	chr16:89884657-89885847	1191	chr16:89884582-89884656=89885848-89885966:+	IR	CS	chr16	89884657	89885847	+	89884582	89885966	ENSG00000141002
WDR59	HsaINT0182291	chr16:74918009-74921946	3938	chr16:74921947-74922103=74917929-74918008:-	IR	CS	chr16	74918009	74921946	-	74922103	74917929	ENSG00000103091
ENKD1	HsaINT0021046	chr16:67666266-67666357	92	chr16:67666358-67666764=67666071-67666265:-	IR	CS	chr16	67666266	67666357	-	67666764	67666071	ENSG00000124074
RAB40C	HsaINT0136242	chr16:626122-627341	1220	chr16:625899-626121=627342-629272:+	IR	CS	chr16	626122	627341	+	625899	629272	ENSG00000197562
RBL2	HsaINT0138270	chr16:53453613-53453704	92	chr16:53453452-53453612=53453705-53453769:+	IR	CS	chr16	53453613	53453704	+	53453452	53453769	ENSG00000103479
DOK4	HsaINT0051472	chr16:57474040-57474792	753	chr16:57474793-57474982=57473901-57474039:-	IR	CS	chr16	57474040	57474792	-	57474982	57473901	ENSG00000125170
ZG16B	HsaINT0185806	chr16:2830329-2830414	86	chr16:2830169-2830328=2830415-2830493:+	IR	CS	chr16	2830329	2830414	+	2830169	2830493	ENSG00000162078
DDX19A	HsaINT0046035	chr16:70365132-70366084	953	chr16:70365017-70365131=70366085-70366262:+	IR	CS	chr16	70365132	70366084	+	70365017	70366262	NA
DNAH17	HsaINT0049567	chr17:78459209-78459783	575	chr17:78459784-78460001=78459001-78459208:-	IR	CS	chr17	78459209	78459783	-	78460001	78459001	ENSG00000187775
WIPI1	HsaINT0183011	chr17:68450898-68452909	2012	chr17:68452910-68452992=68450728-68450897:-	IR	CS	chr17	68450898	68452909	-	68452992	68450728	ENSG00000070540
CNTROB	HsaINT0037668	chr17:7943525-7944122	598	chr17:7943391-7943524=7944123-7944248:+	IR	CS	chr17	7943525	7944122	+	7943391	7944248	ENSG00000170037
NCOR1	HsaINT1024623	chr17:16146549-16149450	2902	chr17:16149451-16149517=16146376-16146548:-	IR	CS	chr17	16146549	16149450	-	16149517	16146376	ENSG00000141027
NCOR1	HsaINT1024608	chr17:16119486-16121051	1566	chr17:16121052-16121269=16119423-16119485:-	IR	CS	chr17	16119486	16121051	-	16121269	16119423	ENSG00000141027
NCOR1	HsaINT1024609	chr17:16118028-16119422	1395	chr17:16119423-16119485=16117888-16118027:-	IR	CS	chr17	16118028	16119422	-	16119485	16117888	ENSG00000141027
IGF2BP1	HsaINT0079341	chr17:48997921-48999108	1188	chr17:48997412-48997920=48999109-48999169:+	IR	CS	chr17	48997921	48999108	+	48997412	48999169	ENSG00000159217
GGNBP2	HsaINT0068877	chr17:36579420-36581343	1924	chr17:36579245-36579419=36581344-36581538:+	IR	CS	chr17	36579420	36581343	+	36579245	36581538	ENSG00000278311
ELAC2	HsaINT0055463	chr17:13014497-13015767	1271	chr17:13015768-13015832=13014439-13014496:-	IR	CS	chr17	13014497	13015767	-	13015832	13014439	ENSG00000006744
TMEM94	HsaINT0085595	chr17:75494809-75494895	87	chr17:75494627-75494808=75494896-75495034:+	IR	CS	chr17	75494809	75494895	+	75494627	75495034	ENSG00000177728
PRKAR1A	HsaINT0131861	chr17:68530002-68530276	275	chr17:68529920-68530001=68530277-68533431:+	IR	CS	chr17	68530002	68530276	+	68529920	68533431	ENSG00000108946
KIAA0100	HsaINT0085508	chr17:28616754-28616888	135	chr17:28616889-28616999=28616618-28616753:-	IR	CS	chr17	28616754	28616888	-	28616999	28616618	ENSG00000007202
VMP1	HsaINT0169170	chr17:59735474-59737452	1979	chr17:59735338-59735473=59737453-59737543:+	IR	CS	chr17	59735474	59737452	+	59735338	59737543	ENSG00000062716
VMP1	HsaINT0169173	chr17:59765139-59773753	8615	chr17:59764971-59765138=59773754-59773885:+	IR	CS	chr17	59765139	59773753	+	59764971	59773885	ENSG00000062716
PSME3	HsaINT0133656	chr17:42839013-42839111	99	chr17:42838945-42839012=42839112-42839166:+	IR	CS	chr17	42839013	42839111	+	42838945	42839166	ENSG00000131467
NPLOC4	HsaINT0115330	chr17:81608823-81610209	1387	chr17:81610210-81610258=81608728-81608822:-	IR	CS	chr17	81608823	81610209	-	81610258	81608728	ENSG00000182446
APOH	HsaINT0010662	chr17:66220743-66223697	2955	chr17:66223698-66223774=66220554-66220742:-	IR	CS	chr17	66220743	66223697	-	66223774	66220554	ENSG00000091583
GRN	HsaINT0072809	chr17:44351796-44352014	219	chr17:44351550-44351795=44352015-44352248:+	IR	CS	chr17	44351796	44352014	+	44351550	44352248	ENSG00000030582
STAT3	HsaINT0160489	chr17:42337587-42337762	176	chr17:42337763-42337857=42337435-42337586:-	IR	CS	chr17	42337587	42337762	-	42337857	42337435	ENSG00000168610
CTC1	HsaINT0021432	chr17:8236343-8237374	1032	chr17:8237375-8237519=8236058-8236342:-	IR	CS	chr17	8236343	8237374	-	8237519	8236058	ENSG00000178971
PEMT	HsaINT0123011	chr17:17506302-17509433	3132	chr17:17509434-17509545=17506227-17506301:-	IR	CS	chr17	17506302	17509433	-	17509545	17506227	ENSG00000133027
GLOD4	HsaINT0069563	chr17:770508-771324	817	chr17:771325-771461=770421-770507:-	IR	CS	chr17	770508	771324	-	771461	770421	ENSG00000167699
ACOX1	HsaINT0002683	chr17:75955948-75957458	1511	chr17:75957459-75957566=75955828-75955947:-	IR	CS	chr17	75955948	75957458	-	75957566	75955828	ENSG00000161533
SPAG7	HsaINT0157269	chr17:4960548-4960785	238	chr17:4960786-4960853=4960459-4960547:-	IR	CS	chr17	4960548	4960785	-	4960853	4960459	ENSG00000091640
CYTH1	HsaINT0044608	chr17:78700444-78701670	1227	chr17:78701671-78701751=78700331-78700443:-	IR	CS	chr17	78700444	78701670	-	78701751	78700331	ENSG00000108669
TEX2	HsaINT0165985	chr17:64177472-64188167	10696	chr17:64188168-64188415=64177325-64177471:-	IR	CS	chr17	64177472	64188167	-	64188415	64177325	ENSG00000136478
KDM6B	HsaINT0085296	chr17:7853127-7853209	83	chr17:7853000-7853126=7853210-7854796:+	IR	CS	chr17	7853127	7853209	+	7853000	7854796	ENSG00000132510
DDX52	HsaINT0046373	chr17:37619840-37620872	1033	chr17:37620873-37620948=37619768-37619839:-	IR	CS	chr17	37619840	37620872	-	37620948	37619768	ENSG00000278053
PGS1	HsaINT0123715	chr17:78399538-78400676	1139	chr17:78399348-78399537=78400677-78400855:+	IR	CS	chr17	78399538	78400676	+	78399348	78400855	ENSG00000087157
CDR2L	HsaINT0032824	chr17:75001490-75002063	574	chr17:75001341-75001489=75002064-75002228:+	IR	CS	chr17	75001490	75002063	+	75001341	75002228	ENSG00000109089
MYO18A	HsaINT0108392	chr17:29119436-29120615	1180	chr17:29120616-29120758=29119335-29119435:-	IR	CS	chr17	29119436	29120615	-	29120758	29119335	ENSG00000196535
MYO18A	HsaINT0108361	chr17:29111584-29111721	138	chr17:29111722-29111863=29111424-29111583:-	IR	CS	chr17	29111584	29111721	-	29111863	29111424	ENSG00000196535
TMEM199	HsaINT0168874	chr17:28360848-28361156	309	chr17:28360735-28360847=28361157-28363683:+	IR	CS	chr17	28360848	28361156	+	28360735	28363683	NA
CDC6	HsaINT0031799	chr17:40301609-40301911	303	chr17:40301468-40301608=40301912-40304657:+	IR	CS	chr17	40301609	40301911	+	40301468	40304657	ENSG00000094804
FLCN	HsaINT0064424	chr17:17226323-17227888	1566	chr17:17227889-17228161=17226176-17226322:-	IR	CS	chr17	17226323	17227888	-	17228161	17226176	ENSG00000154803
PPP1R9B	HsaINT0130752	chr17:50139317-50139428	112	chr17:50139429-50139581=50139263-50139316:-	IR	CS	chr17	50139317	50139428	-	50139581	50139263	ENSG00000108819
PPP1R9B	HsaINT0130753	chr17:50136198-50139262	3065	chr17:50139263-50139316=50135968-50136197:-	IR	CS	chr17	50136198	50139262	-	50139316	50135968	ENSG00000108819
NUFIP2	HsaINT0116717	chr17:29267531-29285991	18461	chr17:29285992-29287716=29267498-29267530:-	IR	CS	chr17	29267531	29285991	-	29287716	29267498	ENSG00000108256
SPAG9	HsaINT0157302	chr17:51047470-51056411	8942	chr17:51056412-51056482=51047375-51047469:-	IR	CS	chr17	51047470	51056411	-	51056482	51047375	ENSG00000008294
SUPT6H	HsaINT0161960	chr17:28697734-28697905	172	chr17:28697620-28697733=28697906-28698030:+	IR	CS	chr17	28697734	28697905	+	28697620	28698030	ENSG00000109111
SLC25A11	HsaINT0151616	chr17:4939213-4939815	603	chr17:4939816-4940251=4939060-4939212:-	IR	CS	chr17	4939213	4939815	-	4940251	4939060	ENSG00000108528
RHOT1	HsaINT0140541	chr17:32199551-32200955	1405	chr17:32199405-32199550=32200956-32201056:+	IR	CS	chr17	32199551	32200955	+	32199405	32201056	ENSG00000126858
PRPF8	HsaINT0132741	chr17:1679800-1680725	926	chr17:1680726-1680831=1679609-1679799:-	IR	CS	chr17	1679800	1680725	-	1680831	1679609	ENSG00000174231
PRPF8	HsaINT0132704	chr17:1678653-1678761	109	chr17:1678762-1678881=1678518-1678652:-	IR	CS	chr17	1678653	1678761	-	1678881	1678518	ENSG00000174231
CDC27	HsaINT1006967	chr17:47154787-47156912	2126	chr17:47156913-47157124=47154672-47154786:-	IR	CS	chr17	47154787	47156912	-	47157124	47154672	ENSG00000004897
SLC25A39	HsaINT0151854	chr17:44321559-44321699	141	chr17:44321700-44321767=44321434-44321558:-	IR	CS	chr17	44321559	44321699	-	44321767	44321434	ENSG00000013306
SCO1	HsaINT0146054	chr17:10681254-10686726	5473	chr17:10686727-10686842=10672474-10681253:-	IR	CS	chr17	10681254	10686726	-	10686842	10672474	ENSG00000133028
CLUH	HsaINT0086131	chr17:2696260-2696433	174	chr17:2696434-2696535=2696159-2696259:-	IR	CS	chr17	2696260	2696433	-	2696535	2696159	ENSG00000132361
RNF213	HsaINT0141624	chr17:80375871-80376300	430	chr17:80375760-80375870=80376301-80376543:+	IR	CS	chr17	80375871	80376300	+	80375760	80376543	ENSG00000173821
ACTG1	HsaINT0003113	chr17:81512143-81512231	89	chr17:81512232-81512360=81511903-81512142:-	IR	CS	chr17	81512143	81512231	-	81512360	81511903	ENSG00000184009
AFMID	HsaINT1003125	chr17:78187434-78190969	3536	chr17:78187362-78187433=78190970-78191060:+	IR	CS	chr17	78187434	78190969	+	78187362	78191060	ENSG00000183077
PRR11	HsaINT0132790	chr17:59194856-59195330	475	chr17:59194757-59194855=59195331-59195443:+	IR	CS	chr17	59194856	59195330	+	59194757	59195443	ENSG00000068489
PSMC5	HsaINT0133465	chr17:63831426-63831505	80	chr17:63831327-63831425=63831506-63831616:+	IR	CS	chr17	63831426	63831505	+	63831327	63831616	ENSG00000087191
SUMO2	HsaINT1043401	chr17:75168402-75174751	6350	chr17:75174752-75174823=75165586-75168401:-	IR	CS	chr17	75168402	75174751	-	75174823	75165586	ENSG00000188612
DDX42	HsaINT0046266	chr17:63807901-63808819	919	chr17:63807724-63807900=63808820-63808948:+	IR	CS	chr17	63807901	63808819	+	63807724	63808948	ENSG00000198231
NOL11	HsaINT0114407	chr17:67719788-67719905	118	chr17:67719674-67719787=67719906-67719962:+	IR	CS	chr17	67719788	67719905	+	67719674	67719962	ENSG00000130935
EIF4A3	HsaINT0055215	chr17:80141849-80144171	2323	chr17:80144172-80144244=80141782-80141848:-	IR	CS	chr17	80141849	80144171	-	80144244	80141782	ENSG00000141543
TNS4	HsaINT0170716	chr17:40478649-40479673	1025	chr17:40479674-40479842=40478580-40478648:-	IR	CS	chr17	40478649	40479673	-	40479842	40478580	ENSG00000131746
UTP6	HsaINT0179629	chr17:31880755-31884423	3669	chr17:31884424-31884505=31880573-31880754:-	IR	CS	chr17	31880755	31884423	-	31884505	31880573	ENSG00000108651
SLC13A5	HsaINT0150864	chr17:6695942-6701003	5062	chr17:6701004-6701126=6695726-6695941:-	IR	CS	chr17	6695942	6701003	-	6701126	6695726	ENSG00000141485
GIT1	HsaINT0069173	chr17:29582145-29582697	553	chr17:29582698-29582803=29581927-29582144:-	IR	CS	chr17	29582145	29582697	-	29582803	29581927	ENSG00000108262
AP2B1	HsaINT0010090	chr17:35627506-35627630	125	chr17:35627385-35627505=35627631-35627726:+	IR	CS	chr17	35627506	35627630	+	35627385	35627726	ENSG00000006125
UBTF	HsaINT0177026	chr17:44209542-44209644	103	chr17:44209645-44209733=44209352-44209541:-	IR	CS	chr17	44209542	44209644	-	44209733	44209352	ENSG00000108312
SLC47A1	HsaINT0153261	chr17:19534075-19542392	8318	chr17:19533854-19534074=19542393-19542494:+	IR	CS	chr17	19534075	19542392	+	19533854	19542494	ENSG00000142494
SEC14L1	HsaINT1041144	chr17:77142751-77143566	816	chr17:77142646-77142750=77143567-77143659:+	IR	CS	chr17	77142751	77143566	+	77142646	77143659	ENSG00000129657
SENP3	HsaINT0147580	chr17:7565588-7565716	129	chr17:7565440-7565587=7565717-7565764:+	IR	CS	chr17	7565588	7565716	+	7565440	7565764	NA
CBX8	HsaINT0028514	chr17:79795559-79796056	498	chr17:79796057-79796123=79792132-79795558:-	IR	CS	chr17	79795559	79796056	-	79796123	79792132	ENSG00000141570
FLOT2	HsaINT0064933	chr17:28882451-28882572	122	chr17:28882573-28882691=28882337-28882450:-	IR	CS	chr17	28882451	28882572	-	28882691	28882337	ENSG00000132589
SEPT9	HsaINT0147842	chr17:77482336-77487423	5088	chr17:77482144-77482335=77487424-77487552:+	IR	CS	chr17	77482336	77487423	+	77482144	77487552	ENSG00000184640
LRRC45	HsaINT0096918	chr17:82030467-82030608	142	chr17:82030319-82030466=82030609-82031151:+	IR	CS	chr17	82030467	82030608	+	82030319	82031151	ENSG00000169683
TLK2	HsaINT0167563	chr17:62573368-62576708	3341	chr17:62573215-62573367=62576709-62576775:+	IR	CS	chr17	62573368	62576708	+	62573215	62576775	ENSG00000146872
ACACA	HsaINT0001982	chr17:37244735-37245079	345	chr17:37245080-37245214=37244588-37244734:-	IR	CS	chr17	37244735	37245079	-	37245214	37244588	ENSG00000278540
ACACA	HsaINT0002004	chr17:37179407-37181200	1794	chr17:37181201-37181356=37179260-37179406:-	IR	CS	chr17	37179407	37181200	-	37181356	37179260	ENSG00000278540
DYM	HsaINT0053055	chr18:49363234-49378566	15333	chr18:49378567-49378700=49363161-49363233:-	IR	CS	chr18	49363234	49378566	-	49378700	49363161	ENSG00000141627
SEH1L	HsaINT0147056	chr18:12978893-12982517	3625	chr18:12978752-12978892=12982518-12982675:+	IR	CS	chr18	12978893	12982517	+	12978752	12982675	ENSG00000085415
SMCHD1	HsaINT0155271	chr18:2772373-2775733	3361	chr18:2772250-2772372=2775734-2775924:+	IR	CS	chr18	2772373	2775733	+	2772250	2775924	ENSG00000101596
RNMT	HsaINT0141924	chr18:13737136-13740166	3031	chr18:13737010-13737135=13740167-13740279:+	IR	CS	chr18	13737136	13740166	+	13737010	13740279	ENSG00000101654
SNRPD1	HsaINT0156085	chr18:21612444-21622724	10281	chr18:21612267-21612443=21622725-21622801:+	IR	CS	chr18	21612444	21622724	+	21612267	21622801	ENSG00000167088
DOK6	HsaINT0051483	chr18:69564595-69599383	34789	chr18:69564487-69564594=69599384-69599498:+	IR	CS	chr18	69564595	69599383	+	69564487	69599498	ENSG00000206052
MBD2	HsaINT0100365	chr18:54205158-54224017	18860	chr18:54224018-54224788=54204998-54205157:-	IR	CS	chr18	54205158	54224017	-	54224788	54204998	ENSG00000134046
PIK3C3	HsaINT0125014	chr18:42029442-42033825	4384	chr18:42029325-42029441=42033826-42033957:+	IR	CS	chr18	42029442	42033825	+	42029325	42033957	ENSG00000078142
KLHL14	HsaINT0088635	chr18:32677331-32680168	2838	chr18:32680169-32680327=32677173-32677330:-	IR	CS	chr18	32677331	32680168	-	32680327	32677173	ENSG00000197705
MYO5B	HsaINT0108801	chr18:49912174-49929511	17338	chr18:49929512-49929598=49912062-49912173:-	IR	CS	chr18	49912174	49929511	-	49929598	49912062	ENSG00000167306
C18orf8	HsaINT1005685	chr18:23530613-23531624	1012	chr18:23530387-23530612=23531625-23531782:+	IR	CS	chr18	23530613	23531624	+	23530387	23531782	ENSG00000141452
SYMPK	HsaINT0162480	chr19:45821486-45822755	1270	chr19:45822756-45822846=45821384-45821485:-	IR	CS	chr19	45821486	45822755	-	45822846	45821384	ENSG00000125755
EPN1	HsaINT0057197	chr19:55694984-55695147	164	chr19:55694726-55694983=55695148-55695441:+	IR	CS	chr19	55694984	55695147	+	55694726	55695441	ENSG00000063245
ARHGEF18	HsaINT0011953	chr19:7462335-7463817	1483	chr19:7462152-7462334=7463818-7463955:+	IR	CS	chr19	7462335	7463817	+	7462152	7463955	ENSG00000104880
GNA11	HsaINT0069983	chr19:3110334-3113329	2996	chr19:3110149-3110333=3113330-3113484:+	IR	CS	chr19	3110334	3113329	+	3110149	3113484	ENSG00000088256
UBA2	HsaINT0176023	chr19:34458925-34460469	1545	chr19:34458769-34458924=34460470-34460566:+	IR	CS	chr19	34458925	34460469	+	34458769	34460566	ENSG00000126261
NAPA	HsaINT0109929	chr19:47488390-47489710	1321	chr19:47489711-47489761=47487637-47488389:-	IR	CS	chr19	47488390	47489710	-	47489761	47487637	ENSG00000105402
RPS5	HsaINT0142993	chr19:58387340-58388136	797	chr19:58387032-58387339=58388137-58388245:+	IR	CS	chr19	58387340	58388136	+	58387032	58388245	ENSG00000083845
NCLN	HsaINT0111187	chr19:3204752-3205938	1187	chr19:3204573-3204751=3205939-3206026:+	IR	CS	chr19	3204752	3205938	+	3204573	3206026	ENSG00000125912
CDC37	HsaINT0031603	chr19:10395144-10395227	84	chr19:10395228-10395343=10395021-10395143:-	IR	CS	chr19	10395144	10395227	-	10395343	10395021	ENSG00000105401
ERCC2	HsaINT0057641	chr19:45353156-45353241	86	chr19:45353242-45353334=45353083-45353155:-	IR	CS	chr19	45353156	45353241	-	45353334	45353083	ENSG00000104884
CYP2S1	HsaINT0044330	chr19:41206100-41206279	180	chr19:41205958-41206099=41206280-41207539:+	IR	CS	chr19	41206100	41206279	+	41205958	41207539	ENSG00000167600
EGLN2	HsaINT0054642	chr19:40807275-40807483	209	chr19:40807138-40807274=40807484-40807551:+	IR	CS	chr19	40807275	40807483	+	40807138	40807551	NA
KDM4B	HsaINT0085107	chr19:5132008-5133882	1875	chr19:5131887-5132007=5133883-5134061:+	IR	CS	chr19	5132008	5133882	+	5131887	5134061	ENSG00000127663
TMEM147	HsaINT0168548	chr19:35546809-35546944	136	chr19:35546672-35546808=35546945-35547029:+	IR	CS	chr19	35546809	35546944	+	35546672	35547029	ENSG00000105677
ARHGAP45	HsaINT0076837	chr19:1083354-1084237	884	chr19:1083143-1083353=1084238-1084346:+	IR	CS	chr19	1083354	1084237	+	1083143	1084346	ENSG00000180448
ZC3H4	HsaINT0184831	chr19:47082296-47084344	2049	chr19:47084345-47084455=47082184-47082295:-	IR	CS	chr19	47082296	47084344	-	47084455	47082184	ENSG00000130749
CLASRP	HsaINT0035795	chr19:45040312-45052070	11759	chr19:45040184-45040311=45052071-45052168:+	IR	CS	chr19	45040312	45052070	+	45040184	45052168	ENSG00000104859
CLASRP	HsaINT0035800	chr19:45056535-45057749	1215	chr19:45056450-45056534=45057750-45057898:+	IR	CS	chr19	45056535	45057749	+	45056450	45057898	ENSG00000104859
CLASRP	HsaINT0035785	chr19:45060628-45062153	1526	chr19:45060554-45060627=45062154-45062195:+	IR	CS	chr19	45060628	45062153	+	45060554	45062195	ENSG00000104859
SMG9	HsaINT0021852	chr19:43747540-43747632	93	chr19:43747633-43747897=43747442-43747539:-	IR	CS	chr19	43747540	43747632	-	43747897	43747442	ENSG00000105771
SSBP4	HsaINT1043005	chr19:18433614-18433709	96	chr19:18433585-18433613=18433710-18433817:+	IR	CS	chr19	18433614	18433709	+	18433585	18433817	ENSG00000130511
EEF2	HsaINT0054139	chr19:3981453-3981946	494	chr19:3981947-3982052=3981339-3981452:-	IR	CS	chr19	3981453	3981946	-	3982052	3981339	ENSG00000167658
POLD1	HsaINT0128882	chr19:50409667-50413425	3759	chr19:50409519-50409666=50413426-50413521:+	IR	CS	chr19	50409667	50413425	+	50409519	50413521	ENSG00000062822
GPI	HsaINT0071139	chr19:34399632-34399718	87	chr19:34399556-34399631=34399719-34399785:+	IR	CS	chr19	34399632	34399718	+	34399556	34399785	ENSG00000105220
CARM1	HsaINT0027780	chr19:10871923-10904950	33028	chr19:10871828-10871922=10904951-10905076:+	IR	CS	chr19	10871923	10904950	+	10871828	10905076	ENSG00000142453
CARM1	HsaINT0027786	chr19:10921444-10921614	171	chr19:10921375-10921443=10921615-10922777:+	IR	CS	chr19	10921444	10921614	+	10921375	10922777	ENSG00000142453
CLPP	HsaINT0036578	chr19:6366364-6368537	2174	chr19:6366258-6366363=6368538-6368908:+	IR	CS	chr19	6366364	6368537	+	6366258	6368908	ENSG00000125656
NDUFA3	HsaINT0111889	chr19:54103189-54105933	2745	chr19:54103114-54103188=54105934-54106011:+	IR	CS	chr19	54103189	54105933	+	54103114	54106011	ENSG00000170906
R3HDM4	HsaINT0021681	chr19:900953-901421	469	chr19:901422-901546=900829-900952:-	IR	CS	chr19	900953	901421	-	901546	900829	ENSG00000198858
DDX49	HsaINT0046321	chr19:18921749-18921842	94	chr19:18921663-18921748=18921843-18921964:+	IR	CS	chr19	18921749	18921842	+	18921663	18921964	ENSG00000105671
CCNE1	HsaINT0030411	chr19:29817283-29817405	123	chr19:29817137-29817282=29817406-29817541:+	IR	CS	chr19	29817283	29817405	+	29817137	29817541	ENSG00000105173
UBE2S	HsaINT1045877	chr19:55401763-55404287	2525	chr19:55404288-55404478=55399745-55401762:-	IR	CS	chr19	55401763	55404287	-	55404478	55399745	ENSG00000108106
SMARCA4	HsaINT0154858	chr19:11024439-11025421	983	chr19:11024331-11024438=11025422-11025508:+	IR	CS	chr19	11024439	11025421	+	11024331	11025508	ENSG00000127616
TSEN34	HsaINT0173571	chr19:54191608-54191720	113	chr19:54191361-54191607=54191721-54191964:+	IR	CS	chr19	54191608	54191720	+	54191361	54191964	ENSG00000170892
MLLT1	HsaINT0103649	chr19:6213409-6213725	317	chr19:6213726-6213797=6213337-6213408:-	IR	CS	chr19	6213409	6213725	-	6213797	6213337	ENSG00000130382
ATP13A1	HsaINT0014463	chr19:19649664-19649740	77	chr19:19649741-19649940=19649567-19649663:-	IR	CS	chr19	19649664	19649740	-	19649940	19649567	ENSG00000105726
PRKD2	HsaINT0132099	chr19:46700953-46701034	82	chr19:46701035-46701112=46700799-46700952:-	IR	CS	chr19	46700953	46701034	-	46701112	46700799	ENSG00000105287
BSG	HsaINT0018857	chr19:580462-580645	184	chr19:580379-580461=580646-580782:+	IR	CS	chr19	580462	580645	+	580379	580782	ENSG00000172270
PEPD	HsaINT0123029	chr19:33401870-33411671	9802	chr19:33411672-33411749=33401721-33401869:-	IR	CS	chr19	33401870	33411671	-	33411749	33401721	ENSG00000124299
TYK2	HsaINT0175847	chr19:10362658-10364613	1956	chr19:10364614-10364771=10362549-10362657:-	IR	CS	chr19	10362658	10364613	-	10364771	10362549	ENSG00000105397
CNOT3	HsaINT0037274	chr19:54146658-54148147	1490	chr19:54146601-54146657=54148148-54148535:+	IR	CS	chr19	54146658	54148147	+	54146601	54148535	ENSG00000088038
LIG1	HsaINT0091799	chr19:48128021-48131075	3055	chr19:48131076-48131171=48127910-48128020:-	IR	CS	chr19	48128021	48131075	-	48131171	48127910	ENSG00000105486
TNPO2	HsaINT0170499	chr19:12714940-12715046	107	chr19:12715047-12715169=12714821-12714939:-	IR	CS	chr19	12714940	12715046	-	12715169	12714821	ENSG00000105576
CC2D1A	HsaINT0028544	chr19:13912594-13913167	574	chr19:13912528-13912593=13913168-13913302:+	IR	CS	chr19	13912594	13913167	+	13912528	13913302	ENSG00000132024
STXBP2	HsaINT0161418	chr19:7642334-7642428	95	chr19:7642203-7642333=7642429-7642536:+	IR	CS	chr19	7642334	7642428	+	7642203	7642536	NA
PNPLA6	HsaINT0128569	chr19:7550641-7550993	353	chr19:7550517-7550640=7550994-7551107:+	IR	CS	chr19	7550641	7550993	+	7550517	7551107	ENSG00000032444
SUPT5H	HsaINT0161925	chr19:39474122-39474233	112	chr19:39473963-39474121=39474234-39474402:+	IR	CS	chr19	39474122	39474233	+	39473963	39474402	ENSG00000196235
SAFB2	HsaINT0144687	chr19:5612568-5613464	897	chr19:5613465-5613527=5612540-5612567:-	IR	CS	chr19	5612568	5613464	-	5613527	5612540	ENSG00000130254
RUVBL2	HsaINT0144108	chr19:49011311-49014483	3173	chr19:49011192-49011310=49014484-49014603:+	IR	CS	chr19	49011311	49014483	+	49011192	49014603	ENSG00000183207
PRODH2	HsaINT0132421	chr19:35807122-35811961	4840	chr19:35811962-35812048=35807041-35807121:-	IR	CS	chr19	35807122	35811961	-	35812048	35807041	ENSG00000250799
COQ8B	HsaINT0004500	chr19:40714134-40714277	144	chr19:40714278-40714397=40714067-40714133:-	IR	CS	chr19	40714134	40714277	-	40714397	40714067	ENSG00000123815
REXO1	HsaINT0139542	chr19:1818844-1819017	174	chr19:1819018-1819131=1818706-1818843:-	IR	CS	chr19	1818844	1819017	-	1819131	1818706	ENSG00000079313
TMEM59L	HsaINT0169250	chr19:18617103-18618154	1052	chr19:18617000-18617102=18618155-18618272:+	IR	CS	chr19	18617103	18618154	+	18617000	18618272	ENSG00000105696
MPND	HsaINT0104688	chr19:4354130-4354323	194	chr19:4354045-4354129=4354324-4354420:+	IR	CS	chr19	4354130	4354323	+	4354045	4354420	ENSG00000008382
PPFIA3	HsaINT0130117	chr19:49148259-49148665	407	chr19:49148083-49148258=49148666-49148763:+	IR	CS	chr19	49148259	49148665	+	49148083	49148763	ENSG00000177380
BRD4	HsaINT0018502	chr19:15265644-15267415	1772	chr19:15267416-15267551=15265354-15265643:-	IR	CS	chr19	15265644	15267415	-	15267551	15265354	ENSG00000141867
BRD4	HsaINT1005401	chr19:15239265-15239391	127	chr19:15239392-15239522=15239059-15239264:-	IR	CS	chr19	15239265	15239391	-	15239522	15239059	ENSG00000141867
NRBP1	HsaINT0115751	chr2:27433796-27433988	193	chr2:27433673-27433795=27433989-27434090:+	IR	CS	chr2	27433796	27433988	+	27433673	27434090	ENSG00000115216
