GENE	EVENT	AS_TYPE	dPSI_SRRM2_HeLa	direction_SRRM2_HeLa
SPATA20	HsaEX0061235	Exon	-29.78	DOWN
DPP7	HsaEX0020851	Exon	-30.109999999999992	DOWN
FASTK	HsaEX0024939	Exon	-30.349999999999994	DOWN
SH3BP2	HsaEX0057966	Exon	-30.67	DOWN
PDDC1	HsaINT1026407	Intron	-30.979999999999997	DOWN
HSD3B7	HsaEX0030562	Exon	-31.009999999999998	DOWN
SDR39U1	HsaEX0056783	Exon	-31.120000000000005	DOWN
RPGRIP1L	HsaEX0055475	Exon	-31.52000000000001	DOWN
DGKZ	HsaINT1010978	Intron	-31.639999999999997	DOWN
TMEM45A	HsaEX0065826	Exon	-32.660000000000004	DOWN
CCDC136	HsaINT0029008	Intron	-32.72	DOWN
TBRG4	HsaEX0064069	Exon	-32.739999999999995	DOWN
RGS19	HsaEX0053368	Exon	-32.81	DOWN
FOXJ3	HsaEX0026218	Exon	-32.85	DOWN
MYL6B	HsaALTD1041552-1/2	Alt. Donor	-33.300000000000004	DOWN
RPS6KL1	HsaEX0055664	Exon	-33.68000000000001	DOWN
CUEDC1	HsaEX0017983	Exon	-34.10999999999999	DOWN
RPARP-AS1	HsaINT1040292	Intron	-34.42	DOWN
TTC23	HsaEX0067854	Exon	-34.47	DOWN
PEX26	HsaEX0046658	Exon	-34.60999999999999	DOWN
RNPEPL1	HsaEX0054200	Exon	-35.370000000000005	DOWN
CSAD	HsaEX0017412	Exon	-35.56	DOWN
TMEM62	HsaEX0065901	Exon	-35.60999999999999	DOWN
SLC39A4	HsaEX0002913	Exon	-35.720000000000006	DOWN
HSD3B7	HsaEX0030563	Exon	-35.809999999999995	DOWN
PIF1	HsaINT0124710	Intron	-36.05	DOWN
TRPV1	HsaINT0173300	Intron	-36.69	DOWN
NA	HsaEX1000598	Exon	-36.95	DOWN
PPRC1	HsaEX0049843	Exon	-37.52	DOWN
PRPF4B	HsaEX0050389	Exon	-38.669999999999995	DOWN
JAG2	HsaEX0032665	Exon	-38.97	DOWN
LINC00630	HsaEX0035944	Exon	-38.98	DOWN
FSTL3	HsaEX0026509	Exon	-39.349999999999994	DOWN
ARHGEF19	HsaEX0005645	Exon	-40.60999999999999	DOWN
SH3BP2	HsaEX0057962	Exon	-41	DOWN
RUSC1-AS1	HsaEX1035862	Exon	-41.18	DOWN
AHDC1	HsaEX0003232	Exon	-43.75	DOWN
ZNF283	HsaEX0000959	Exon	-44.45	DOWN
RIPK2	HsaEX0053748	Exon	-46.15	DOWN
FASTK	HsaEX0024938	Exon	-46.33	DOWN
PSD3	HsaEX0050538	Exon	-47.95	DOWN
PRR14	HsaEX0050427	Exon	-48.69	DOWN
NAV2	HsaINT1024490	Intron	-49.3	DOWN
KRI1	HsaEX0035021	Exon	-55.68000000000001	DOWN
NAV1	HsaALTD1020417-1/2	Alt. Donor	-60.38	DOWN
CUX1	HsaEX6009566	Exon	14.670000000000002	NONE
NAB1	HsaALTA0005536-1/2	Alt. Acceptor	14.369999999999997	NONE
KLHL22	HsaEX0034811	Exon	14.260000000000005	NONE
EML3	HsaINT0055976	Intron	14.21	NONE
CASP3	HsaEX0012576	Exon	14.169999999999998	NONE
FBXW11	HsaEX0025363	Exon	14.130000000000003	NONE
CUX1	HsaEX6009567	Exon	14.07	NONE
PELP1	HsaALTD1052244-2/2	Alt. Donor	14.009999999999998	NONE
TANC2	HsaEX0063555	Exon	13.889999999999999	NONE
ABHD16A	HsaEX7104351	Exon	13.790000000000006	NONE
BRD1	HsaEX0008400	Exon	13.780000000000001	NONE
AMMECR1L	HsaEX0003950	Exon	13.719999999999999	NONE
HHLA3	HsaEX0029930	Exon	13.67	NONE
C9orf3	HsaALTD1026428-2/2	Alt. Donor	13.64	NONE
TAF6L	HsaINT0163527	Intron	13.480000000000002	NONE
DDR1	HsaINT1010775	Intron	13.350000000000001	NONE
TMEM173	HsaEX0065584	Exon	13.329999999999998	NONE
RAE1	HsaINT0136782	Intron	13.31	NONE
PDXDC1	HsaALTA1049285-2/2	Alt. Acceptor	13.300000000000011	NONE
FAM167B	HsaINT0060212	Intron	13.259999999999998	NONE
DENND3	HsaEX0019163	Exon	13.189999999999998	NONE
TDRKH-AS1	HsaINT1043958	Intron	13.010000000000005	NONE
TMEM41A	HsaEX0065806	Exon	13	NONE
TSPAN17	HsaEX1046441	Exon	12.980000000000004	NONE
NAV1	HsaALTD1020418-1/3	Alt. Donor	12.449999999999989	NONE
YBEY	HsaALTD0000946-1/2	Alt. Donor	12.299999999999997	NONE
UMAD1	HsaEX0000892	Exon	12.280000000000001	NONE
NBPF3	HsaEX0041889	Exon	12.199999999999989	NONE
BAZ2B	HsaEX0007738	Exon	12	NONE
PLEKHC1	HsaEX0048320	Exon	11.79	NONE
LUC7L3	HsaALTD0003693-1/2	Alt. Donor	11.75	NONE
PKM	HsaEX7008563	Exon	11.209999999999994	NONE
EIF4B	HsaALTA1004035-2/3	Alt. Acceptor	11.07	NONE
SPG11	HsaINT1042804	Intron	11.059999999999999	NONE
ILK	HsaEX0031556	Exon	10.769999999999996	NONE
POLB	HsaEX0048873	Exon	10.32	NONE
CSNK1G3	HsaEX0017556	Exon	10.09	NONE
ZCCHC14	HsaINT0184966	Intron	9.899999999999999	NONE
SLC25A23	HsaEX0059040	Exon	9.659999999999997	NONE
EOGT	HsaINT0023946	Intron	9.459999999999999	NONE
MBD4	HsaINT0100386	Intron	8.52	NONE
PDE4D	HsaEX0046227	Exon	8.189999999999998	NONE
LARP4	HsaALTD1030589-1/3	Alt. Donor	7.970000000000002	NONE
TIMM9	HsaALTD1053405-2/2	Alt. Donor	7.84	NONE
UBXN11	HsaINT0177050	Intron	7.789999999999999	NONE
MAP3K6	HsaINT0099225	Intron	7.490000000000002	NONE
FHAD1	HsaEX0025724	Exon	7.280000000000001	NONE
ACAD8	HsaINT0002132	Intron	7.279999999999999	NONE
ACOT11	HsaINT1002620	Intron	6.979999999999997	NONE
FRMD8	HsaINT0066067	Intron	6.579999999999998	NONE
ARHGEF17	HsaINT0011948	Intron	6.49	NONE
BTN2A1	HsaINT0019108	Intron	6.359999999999999	NONE
VEGFB	HsaINT0180114	Intron	6.09	NONE
MBNL2	HsaINT0100452	Intron	5.7	NONE
JMJD1C	HsaEX0032770	Exon	5.579999999999998	NONE
TET1	HsaEX1040459	Exon	4.780000000000001	NONE
AGTPBP1	HsaEX0003184	Exon	3.6799999999999926	NONE
ZNF678	HsaEX0074170	Exon	3.3699999999999974	NONE
CTH	HsaINT0042753	Intron	2.6900000000000013	NONE
MED12	HsaINT0101365	Intron	2.6300000000000026	NONE
PCSK1	HsaINT0121539	Intron	1.8999999999999986	NONE
PIP5K1C	HsaINT0125407	Intron	-0.5899999999999999	NONE
GBA2	HsaINT0067999	Intron	-1.2299999999999969	NONE
ARAP3	HsaINT0011002	Intron	-1.5200000000000005	NONE
SLC9B2	HsaINT0113397	Intron	-1.6499999999999986	NONE
AOC2	HsaALTD0000365-2/3	Alt. Donor	-2.129999999999999	NONE
KAT2A	HsaINT0084048	Intron	-3.710000000000001	NONE
MATN2	HsaINT0100260	Intron	-4.509999999999998	NONE
LINC01184	HsaEX0017683	Exon	-4.549999999999997	NONE
PPM1M	HsaINT0130484	Intron	-4.650000000000002	NONE
CHTF18	HsaINT0035334	Intron	-4.799999999999997	NONE
KIAA1551	HsaEX0009157	Exon	-5.479999999999997	NONE
CCNDBP1	HsaINT0030403	Intron	-6.64	NONE
PLEKHA1	HsaINT0127121	Intron	-6.74	NONE
FAM109B	HsaINT0059502	Intron	-6.95	NONE
SIX2	HsaALTD1053108-2/2	Alt. Donor	-7.07	NONE
AP3M2	HsaINT0010200	Intron	-7.1800000000000015	NONE
TMC7	HsaALTD0006572-1/2	Alt. Donor	-7.69	NONE
STAT2	HsaEX0062330	Exon	-8.11	NONE
CTAGE5	HsaALTD0001715-1/2	Alt. Donor	-9.170000000000002	NONE
KIAA1191	HsaALTD0003452-1/2	Alt. Donor	-9.539999999999992	NONE
DOK1	HsaEX0020679	Exon	-9.86	NONE
ZNF81	HsaEX6051570	Exon	-9.900000000000006	NONE
AP3B2	HsaEX0004949	Exon	-10.280000000000001	NONE
NASP	HsaEX0041714	Exon	-10.459999999999997	NONE
MRPL33	HsaEX0040122	Exon	-10.760000000000005	NONE
AHSA2	HsaEX0003277	Exon	-10.79	NONE
OXSM	HsaEX1026799	Exon	-10.790000000000006	NONE
NFIC	HsaEX0042740	Exon	-10.969999999999999	NONE
TBC1D7	HsaEX0063924	Exon	-11.240000000000009	NONE
CSNK1D	HsaINT0042356	Intron	-11.52	NONE
USP49	HsaALTD1054113-1/2	Alt. Donor	-11.54	NONE
EFNA4	HsaALTA0002782-1/5	Alt. Acceptor	-11.89	NONE
ZNF512B	HsaEX0073828	Exon	-11.969999999999999	NONE
NCOR2	HsaEX0042124	Exon	-12.219999999999999	NONE
EFHD2	HsaEX0021747	Exon	-12.549999999999997	NONE
HMBOX1	HsaALTA0004037-1/3	Alt. Acceptor	-12.989999999999998	NONE
RIN1	HsaINT0140843	Intron	-13.02	NONE
CCDC57	HsaEX0013332	Exon	-13.150000000000006	NONE
SUPT20H	HsaEX0024467	Exon	-13.159999999999998	NONE
DGKE	HsaINT0047259	Intron	-13.190000000000001	NONE
CRTC2	HsaINT0041725	Intron	-13.29	NONE
ARHGEF4	HsaEX0005700	Exon	-13.329999999999998	NONE
SIM2	HsaEX0058348	Exon	-13.579999999999998	NONE
TYMP	HsaEX0068522	Exon	-13.629999999999995	NONE
PPP6R2	HsaEX0056214	Exon	-13.850000000000001	NONE
HIGD1A	HsaALTA0003994-2/3	Alt. Acceptor	-14.040000000000006	NONE
AURKB	HsaEX0007347	Exon	-14.11	NONE
ENAH	HsaEX0022428	Exon	-14.309999999999995	NONE
GLP2R	HsaINT0069587	Intron	-14.379999999999995	NONE
METTL26	HsaEX0009599	Exon	-14.620000000000001	NONE
CEP164	HsaEX0014709	Exon	-14.810000000000002	NONE
EHMT2	HsaEX0021884	Exon	-14.810000000000002	NONE
TANC1	HsaEX0063552	Exon	-14.829999999999998	NONE
