EXPERIMENT	GENE	EVENT	COORD	LENGTH	FullCO	COMPLEX	AS_TYPE	Sample	PSI	dPSI_SRRM2_HeLa	Quality_Score_Value	DIRECTION
HeLa-SRRM2-KD	KAT2A	HsaINT0084048	chr17:42119719-42120029	311	chr17:42120030-42120119=42119537-42119718:-	IR	Intron	HeLa_SRRM2_B	21.47	-3.710000000000001	N	DOWN
HeLa-SRRM2-KD	KAT2A	HsaINT0084048	chr17:42119719-42120029	311	chr17:42120030-42120119=42119537-42119718:-	IR	Intron	HeLa_SRRM2_C	17.02	-3.710000000000001	N	DOWN
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_CNTRL	39.29	-4.509999999999998	LOW	UP
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_CNTRL_A	47.37	-4.509999999999998	N	UP
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_CNTRL_B	36	-4.509999999999998	N	UP
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_CNTRL_C	33.33	-4.509999999999998	N	UP
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_SRRM2	34.78	-4.509999999999998	LOW	UP
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_SRRM2_A	16.67	-4.509999999999998	N	UP
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_SRRM2_B	7.69	-4.509999999999998	N	UP
HeLa-SRRM2-KD	MATN2	HsaINT0100260	chr8:98032318-98033098	781	chr8:98032246-98032317=98033099-98033176:+	IR	Intron	HeLa_SRRM2_C	61.9	-4.509999999999998	N	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_CNTRL	29.6	-4.650000000000002	LOW	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_CNTRL_A	22.15	-4.650000000000002	N	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_CNTRL_B	33.33	-4.650000000000002	N	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_CNTRL_C	33.33	-4.650000000000002	N	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_SRRM2	24.95	-4.650000000000002	VLOW	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_SRRM2_A	0	-4.650000000000002	N	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_SRRM2_B	33.33	-4.650000000000002	N	UP
HeLa-SRRM2-KD	PPM1M	HsaINT0130484	chr3:52248238-52248334	97	chr3:52248153-52248237=52248335-52248453:+	IR	Intron	HeLa_SRRM2_C	36.84	-4.650000000000002	N	UP
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_CNTRL	33.33	-4.799999999999997	VLOW	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_CNTRL_A	46.67	-4.799999999999997	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_CNTRL_B	25	-4.799999999999997	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_CNTRL_C	20	-4.799999999999997	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_SRRM2	28.53	-4.799999999999997	LOW	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_SRRM2_A	23.08	-4.799999999999997	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_SRRM2_B	24.82	-4.799999999999997	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035334	chr16:791949-792223	275	chr16:791851-791948=792224-792347:+	IR	Intron	HeLa_SRRM2_C	33.33	-4.799999999999997	N	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_CNTRL	8.44	-6.64	OK	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_CNTRL_A	0	-6.64	N	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_CNTRL_B	0	-6.64	N	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_CNTRL_C	17.5	-6.64	VLOW	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_SRRM2	1.8	-6.64	OK	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_SRRM2_A	5.56	-6.64	N	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_SRRM2_B	0	-6.64	N	DOWN
HeLa-SRRM2-KD	CCNDBP1	HsaINT0030403	chr15:43194462-43194726	265	chr15:43194415-43194461=43194727-43197176:+	IR	Intron	HeLa_SRRM2_C	0	-6.64	VLOW	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_CNTRL	8.17	-6.74	OK	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_CNTRL_A	0	-6.74	N	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_CNTRL_B	14.55	-6.74	VLOW	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_CNTRL_C	0	-6.74	N	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_SRRM2	1.43	-6.74	OK	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_SRRM2_A	0	-6.74	VLOW	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_SRRM2_B	0	-6.74	VLOW	DOWN
HeLa-SRRM2-KD	PLEKHA1	HsaINT0127121	chr10:122427032-122428275	1244	chr10:122426942-122427031=122428276-122428316:+	IR	Intron	HeLa_SRRM2_C	4.85	-6.74	VLOW	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_CNTRL	14.89	-6.95	OK	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_CNTRL_A	9.09	-6.95	N	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_CNTRL_B	7.69	-6.95	N	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_CNTRL_C	21.74	-6.95	N	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_SRRM2	7.94	-6.95	OK	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_SRRM2_A	4.76	-6.95	VLOW	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_SRRM2_B	4	-6.95	VLOW	DOWN
HeLa-SRRM2-KD	FAM109B	HsaINT0059502	chr22:42074342-42075570	1229	chr22:42074251-42074341=42075571-42075652:+	IR	Intron	HeLa_SRRM2_C	17.65	-6.95	N	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_CNTRL	15.38	-7.1800000000000015	OK	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_CNTRL_A	0	-7.1800000000000015	N	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_CNTRL_B	25.93	-7.1800000000000015	VLOW	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_CNTRL_C	7.69	-7.1800000000000015	N	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_SRRM2	8.2	-7.1800000000000015	OK	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_SRRM2_A	3.7	-7.1800000000000015	VLOW	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_SRRM2_B	11.11	-7.1800000000000015	N	DOWN
HeLa-SRRM2-KD	AP3M2	HsaINT0010200	chr8:42154961-42157940	2980	chr8:42154616-42154960=42157941-42158112:+	IR	Intron	HeLa_SRRM2_C	12.5	-7.1800000000000015	N	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_CNTRL	14.61	-11.52	OK	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_CNTRL_A	12.5	-11.52	VLOW	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_CNTRL_B	14.29	-11.52	LOW	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_CNTRL_C	18.18	-11.52	N	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_SRRM2	3.09	-11.52	OK	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_SRRM2_A	4	-11.52	VLOW	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_SRRM2_B	0	-11.52	VLOW	DOWN
HeLa-SRRM2-KD	CSNK1D	HsaINT0042356	chr17:82249603-82251378	1776	chr17:82251379-82251527=82249431-82249602:-	IR	Intron	HeLa_SRRM2_C	4.17	-11.52	OK	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_CNTRL	16.29	-13.02	VLOW	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_CNTRL_A	17.93	-13.02	N	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_CNTRL_B	0	-13.02	N	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_CNTRL_C	20	-13.02	N	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_SRRM2	3.27	-13.02	OK	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_SRRM2_A	5.26	-13.02	N	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_SRRM2_B	0	-13.02	VLOW	DOWN
HeLa-SRRM2-KD	RIN1	HsaINT0140843	chr11:66335252-66335406	155	chr11:66335407-66335498=66334514-66335251:-	IR	Intron	HeLa_SRRM2_C	4.47	-13.02	VLOW	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_CNTRL	16.28	-13.190000000000001	LOW	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_CNTRL_A	29.41	-13.190000000000001	N	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_CNTRL_B	0	-13.190000000000001	N	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_CNTRL_C	12.5	-13.190000000000001	N	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_SRRM2	3.09	-13.190000000000001	OK	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_SRRM2_A	3.23	-13.190000000000001	LOW	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_SRRM2_B	0	-13.190000000000001	VLOW	DOWN
HeLa-SRRM2-KD	DGKE	HsaINT0047259	chr17:56845810-56847921	2112	chr17:56845690-56845809=56847922-56848065:+	IR	Intron	HeLa_SRRM2_C	4.76	-13.190000000000001	OK	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_CNTRL	20.29	-13.29	VLOW	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_CNTRL_A	24.73	-13.29	N	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_CNTRL_B	33.08	-13.29	N	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_CNTRL_C	0	-13.29	N	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_SRRM2	7	-13.29	OK	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_SRRM2_A	11.11	-13.29	N	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_SRRM2_B	0	-13.29	N	DOWN
HeLa-SRRM2-KD	CRTC2	HsaINT0041725	chr1:153952636-153952804	169	chr1:153952805-153952834=153952571-153952635:-	IR	Intron	HeLa_SRRM2_C	6.17	-13.29	VLOW	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_CNTRL	33.98	-14.379999999999995	VLOW	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_CNTRL_A	30.61	-14.379999999999995	N	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_CNTRL_B	33.98	-14.379999999999995	N	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_CNTRL_C	50.72	-14.379999999999995	N	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_SRRM2	19.6	-14.379999999999995	LOW	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_SRRM2_A	20.47	-14.379999999999995	N	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_SRRM2_B	30.02	-14.379999999999995	N	DOWN
HeLa-SRRM2-KD	GLP2R	HsaINT0069587	chr17:9836476-9842494	6019	chr17:9836371-9836475=9842495-9842616:+	IR	Intron	HeLa_SRRM2_C	6.85	-14.379999999999995	N	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_CNTRL	19.2	-15.09	VLOW	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_CNTRL_A	24.18	-15.09	N	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_CNTRL_B	15.87	-15.09	N	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_CNTRL_C	13.58	-15.09	N	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_SRRM2	4.11	-15.09	VLOW	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_SRRM2_A	19.08	-15.09	N	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_SRRM2_B	0	-15.09	N	DOWN
HeLa-SRRM2-KD	CEP70	HsaINT0033886	chr3:138495077-138498030	2954	chr3:138498031-138498110=138494344-138495076:-	IR	Intron	HeLa_SRRM2_C	0	-15.09	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_CNTRL	32.99	-15.110000000000003	VLOW	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_CNTRL_A	55.74	-15.110000000000003	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_CNTRL_B	12.5	-15.110000000000003	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_CNTRL_C	35.42	-15.110000000000003	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_SRRM2	17.88	-15.110000000000003	OK	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_SRRM2_A	51.75	-15.110000000000003	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_SRRM2_B	8.37	-15.110000000000003	N	DOWN
HeLa-SRRM2-KD	CHTF18	HsaINT0035315	chr16:792348-792438	91	chr16:792224-792347=792439-792590:+	IR	Intron	HeLa_SRRM2_C	13.91	-15.110000000000003	LOW	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_CNTRL	25.71	-15.180000000000001	VLOW	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_CNTRL_A	45.45	-15.180000000000001	N	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_CNTRL_B	7.69	-15.180000000000001	N	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_CNTRL_C	27.27	-15.180000000000001	N	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_SRRM2	10.53	-15.180000000000001	LOW	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_SRRM2_A	9.09	-15.180000000000001	N	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_SRRM2_B	27.27	-15.180000000000001	N	DOWN
HeLa-SRRM2-KD	ARRDC3	HsaINT0012840	chr5:91373839-91374113	275	chr5:91374114-91374276=91373684-91373838:-	IR	Intron	HeLa_SRRM2_C	0	-15.180000000000001	N	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_CNTRL	21.21	-15.330000000000002	VLOW	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_CNTRL_A	40	-15.330000000000002	N	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_CNTRL_B	0	-15.330000000000002	N	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_CNTRL_C	23.08	-15.330000000000002	N	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_SRRM2	5.88	-15.330000000000002	LOW	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_SRRM2_A	20	-15.330000000000002	N	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_SRRM2_B	9.09	-15.330000000000002	N	DOWN
HeLa-SRRM2-KD	SEMA3B	HsaINT0147220	chr3:50274935-50275011	77	chr3:50274843-50274934=50275012-50275053:+	IR	Intron	HeLa_SRRM2_C	0	-15.330000000000002	N	DOWN
HeLa-SRRM2-KD	CLP1	HsaINT1007869	chr11:57660083-57660764	682	chr11:57659455-57660082=57660765-57661868:+	IR	Intron	HeLa_CNTRL	15.38	-15.38	VLOW	DOWN
HeLa-SRRM2-KD	CLP1	HsaINT1007869	chr11:57660083-57660764	682	chr11:57659455-57660082=57660765-57661868:+	IR	Intron	HeLa_CNTRL_A	25	-15.38	N	DOWN
HeLa-SRRM2-KD	CLP1	HsaINT1007869	chr11:57660083-57660764	682	chr11:57659455-57660082=57660765-57661868:+	IR	Intron	HeLa_CNTRL_B	11.11	-15.38	N	DOWN
HeLa-SRRM2-KD	CLP1	HsaINT1007869	chr11:57660083-57660764	682	chr11:57659455-57660082=57660765-57661868:+	IR	Intron	HeLa_CNTRL_C	11.11	-15.38	N	DOWN
HeLa-SRRM2-KD	CLP1	HsaINT1007869	chr11:57660083-57660764	682	chr11:57659455-57660082=57660765-57661868:+	IR	Intron	HeLa_SRRM2	0	-15.38	VLOW	DOWN
