GENE	EVENT	AS_TYPE	dPSI_SRRM2_HepG2	direction_SRRM2_HepG2
KLHDC4	HsaINT1017517	Intron	-15.68	DOWN
GS1-124K5.4	HsaALTD1046414-1/4	Alt. Donor	-15.689999999999998	DOWN
SPAG4	HsaINT0157228	Intron	-15.689999999999998	DOWN
ARID4B	HsaEX0005812	Exon	-15.699999999999989	DOWN
GPSM1	HsaINT1014792	Intron	-15.7	DOWN
RTKN	HsaINT1040690	Intron	-15.7	DOWN
AC104667.3	HsaEX1002280	Exon	-15.700000000000003	DOWN
LENG8-AS1	HsaINT1018151	Intron	-15.700000000000003	DOWN
SLC25A35	HsaEX0059101	Exon	-15.709999999999994	DOWN
ACSL6	HsaEX0002087	Exon	-15.71	DOWN
WDR34	HsaINT0182021	Intron	-15.71	DOWN
MAPKBP1	HsaINT0099798	Intron	-15.719999999999999	DOWN
ZNF644	HsaEX0074122	Exon	-15.720000000000006	DOWN
LRRC37B	HsaEX0036593	Exon	-15.739999999999995	DOWN
FBXO44	HsaINT0062948	Intron	-15.740000000000002	DOWN
TM6SF2	HsaINT0167818	Intron	-15.740000000000002	DOWN
LUC7L	HsaINT0097720	Intron	-15.749999999999996	DOWN
ZNF789	HsaINT0188404	Intron	-15.749999999999998	DOWN
CCDC61	HsaINT1006651	Intron	-15.749999999999998	DOWN
TWNK	HsaEX1042596	Exon	-15.769999999999996	DOWN
SLC39A14	HsaEX0059640	Exon	-15.789999999999992	DOWN
RPS25	HsaALTD1014865-2/4	Alt. Donor	-15.79	DOWN
LINC01979	HsaINT1021230	Intron	-15.79	DOWN
SLC30A3	HsaINT0152399	Intron	-15.790000000000001	DOWN
AP1G2	HsaINT0009972	Intron	-15.799999999999997	DOWN
RBM5	HsaINT0138617	Intron	-15.800000000000004	DOWN
NKTR	HsaEX0043064	Exon	-15.829999999999998	DOWN
KLHL17	HsaINT0088643	Intron	-15.829999999999998	DOWN
RGS14	HsaINT0140132	Intron	-15.830000000000002	DOWN
PHKG2	HsaINT0124278	Intron	-15.840000000000002	DOWN
ZNF692	HsaINT0188142	Intron	-15.850000000000009	DOWN
ATG16L2	HsaINT0013937	Intron	-15.859999999999992	DOWN
FRG1	HsaINT1013891	Intron	-15.879999999999999	DOWN
DMTF1	HsaINT0049014	Intron	-15.889999999999999	DOWN
MROH2A	HsaINT1023435	Intron	-15.889999999999999	DOWN
CLHC1	HsaEX0010748	Exon	-15.899999999999991	DOWN
TNS2	HsaEX1041562	Exon	-15.899999999999991	DOWN
C15orf39	HsaALTD0000834-2/3	Alt. Donor	-15.899999999999999	DOWN
TMEM44	HsaINT0169129	Intron	-15.899999999999999	DOWN
PTPDC1	HsaEX0050921	Exon	-15.900000000000006	DOWN
TRIM37	HsaINT1045206	Intron	-15.909999999999997	DOWN
SIK3	HsaALTA0007805-2/3	Alt. Acceptor	-15.91000000000001	DOWN
CORT	HsaINT0040340	Intron	-15.939999999999998	DOWN
HPS4	HsaINT0077446	Intron	-15.949999999999996	DOWN
STAT2	HsaINT0160469	Intron	-15.950000000000003	DOWN
ATP6V0E2	HsaINT1004881	Intron	-15.96	DOWN
CCDC189	HsaINT0021236	Intron	-15.969999999999999	DOWN
AC002310.7	HsaINT1000341	Intron	-15.979999999999997	DOWN
SLTM	HsaALTA0008022-5/5	Alt. Acceptor	-15.980000000000004	DOWN
MAPK12	HsaINT0099582	Intron	-15.980000000000004	DOWN
RPARP-AS1	HsaINT1040292	Intron	-15.990000000000002	DOWN
AC005932.1	HsaINT1000695	Intron	-15.990000000000009	DOWN
ZSCAN26	HsaINT0186373	Intron	-16	DOWN
CROCC	HsaINT1008417	Intron	-16.019999999999996	DOWN
EPS8L2	HsaINT0057359	Intron	-16.02	DOWN
HAGLR	HsaINT1015206	Intron	-16.02	DOWN
POLG	HsaINT1027505	Intron	-16.020000000000003	DOWN
C16orf86	HsaEX0009719	Exon	-16.03	DOWN
SYTL1	HsaINT0163076	Intron	-16.03	DOWN
TBCEL	HsaEX0063997	Exon	-16.040000000000003	DOWN
FDXACB1	HsaEX0025503	Exon	-16.059999999999995	DOWN
MIGA2	HsaINT0061435	Intron	-16.07	DOWN
MAMSTR	HsaINT1022449	Intron	-16.070000000000004	DOWN
PPCDC	HsaINT0130000	Intron	-16.08	DOWN
HMGA1	HsaEX0030192	Exon	-16.080000000000002	DOWN
PSMC3	HsaALTD1032967-1/2	Alt. Donor	-16.080000000000005	DOWN
FBXO25	HsaEX0025272	Exon	-16.089999999999996	DOWN
MSTO1	HsaINT1023654	Intron	-16.100000000000005	DOWN
MRPS6	HsaEX0040210	Exon	-16.11	DOWN
MDM2	HsaEX0038399	Exon	-16.119999999999997	DOWN
NAGK	HsaINT0109793	Intron	-16.119999999999997	DOWN
ZC2HC1C	HsaINT1047112	Intron	-16.12	DOWN
TAF1D	HsaEX0063458	Exon	-16.120000000000005	DOWN
KIAA0556	HsaINT0086021	Intron	-16.13	DOWN
PRX	HsaINT0133112	Intron	-16.13	DOWN
SLC5A11	HsaINT0153578	Intron	-16.13	DOWN
AC007277.3	HsaINT1000864	Intron	-16.13	DOWN
C16orf46	HsaINT1005631	Intron	-16.13	DOWN
CYP4V2	HsaINT0044536	Intron	-16.15	DOWN
ZNF433	HsaINT1047461	Intron	-16.150000000000002	DOWN
ACAT2	HsaALTD1015519-6/6	Alt. Donor	-16.180000000000003	DOWN
PTAR1	HsaEX0050715	Exon	-16.209999999999994	DOWN
NACC1	HsaEX1025044	Exon	-16.21999999999999	DOWN
CARF	HsaEX0003893	Exon	-16.22	DOWN
CCDC78	HsaINT0029964	Intron	-16.22	DOWN
HDAC10	HsaINT1015293	Intron	-16.220000000000002	DOWN
MAST1	HsaEX0037964	Exon	-16.230000000000004	DOWN
CAPN3	HsaEX6074173	Exon	-16.239999999999995	DOWN
NA	HsaEX1000266	Exon	-16.249999999999993	DOWN
ITGA3	HsaINT0082434	Intron	-16.26	DOWN
L3MBTL3	HsaINT0089964	Intron	-16.26	DOWN
ERICH1	HsaEX0023082	Exon	-16.269999999999996	DOWN
COL16A1	HsaINT0038213	Intron	-16.27	DOWN
CAPN3	HsaEX6074174	Exon	-16.28	DOWN
RHPN1	HsaINT0140593	Intron	-16.28	DOWN
C19orf54	HsaEX0010006	Exon	-16.290000000000006	DOWN
MAP3K6	HsaINT0099230	Intron	-16.299999999999997	DOWN
TBC1D10C	HsaINT0163970	Intron	-16.3	DOWN
AHSA2	HsaALTA0000308-2/3	Alt. Acceptor	-16.310000000000002	DOWN
ZNF692	HsaINT0188137	Intron	-16.310000000000002	DOWN
SNHG4	HsaINT1048047	Intron	-16.31000000000001	DOWN
ANKRD23	HsaINT0008612	Intron	-16.32999999999999	DOWN
KLHL17	HsaINT0088649	Intron	-16.330000000000005	DOWN
C14orf159	HsaINT0020606	Intron	-16.339999999999996	DOWN
IRF5	HsaINT0082054	Intron	-16.36	DOWN
KIAA0753	HsaINT0086180	Intron	-16.36	DOWN
FRS3	HsaINT1013950	Intron	-16.36	DOWN
LINC01780	HsaINT1020778	Intron	-16.36	DOWN
SGMS1-AS1	HsaINT1041424	Intron	-16.39	DOWN
SNCG	HsaINT0155856	Intron	-16.4	DOWN
MCM8	HsaALTD0003828-2/2	Alt. Donor	-16.409999999999997	DOWN
BRSK2	HsaEX0008511	Exon	-16.409999999999997	DOWN
GDPD5	HsaINT0068570	Intron	-16.409999999999997	DOWN
NME4	HsaALTA1012090-4/4	Alt. Acceptor	-16.43	DOWN
LINC01128	HsaINT1019462	Intron	-16.43	DOWN
CAMKK1	HsaINT0027109	Intron	-16.46	DOWN
IKBKB	HsaINT0079728	Intron	-16.46	DOWN
WT1-AS	HsaEX0071543	Exon	-16.47999999999999	DOWN
NA	HsaEX1000517	Exon	-16.48	DOWN
ZSWIM5	HsaINT0188873	Intron	-16.489999999999995	DOWN
ZNF121	HsaEX0073014	Exon	-16.5	DOWN
RNPC3	HsaINT1029530	Intron	-16.5	DOWN
SNX22	HsaINT0156354	Intron	-16.509999999999998	DOWN
ASPDH	HsaEX0006311	Exon	-16.510000000000005	DOWN
FAM160A1	HsaEX0024083	Exon	-16.510000000000005	DOWN
ARHGEF26	HsaINT0012027	Intron	-16.52	DOWN
KIAA0895L	HsaEX0033815	Exon	-16.54	DOWN
TSPAN4	HsaINT0173849	Intron	-16.55	DOWN
MIGA2	HsaEX0024630	Exon	-16.57	DOWN
OSGEPL1	HsaALTA0005984-2/3	Alt. Acceptor	-16.590000000000003	DOWN
EML6	HsaINT0056092	Intron	-16.599999999999998	DOWN
NEIL1	HsaINT0112442	Intron	-16.6	DOWN
TRIM5	HsaEX0067149	Exon	-16.60000000000001	DOWN
ALG13	HsaINT0007008	Intron	-16.62	DOWN
TMEM106A	HsaINT0168243	Intron	-16.62	DOWN
SLC25A10	HsaINT0151613	Intron	-16.64	DOWN
BORCS8	HsaINT1005288	Intron	-16.64	DOWN
ZNF114	HsaALTA1048716-2/2	Alt. Acceptor	-16.650000000000002	DOWN
GATSL3	HsaEX7109109	Exon	-16.659999999999997	DOWN
FAM111A	HsaINT0059513	Intron	-16.66	DOWN
CAPN3	HsaALTA1063912-2/2	Alt. Acceptor	-16.67	DOWN
C9orf3	HsaEX0011659	Exon	-16.67	DOWN
FAM53C	HsaEX6100087	Exon	-16.67	DOWN
CH507-42P11.7	HsaINT1007574	Intron	-16.67	DOWN
GLIS2-AS1	HsaINT1014473	Intron	-16.67	DOWN
NA	HsaEX1000698	Exon	-16.689999999999998	DOWN
COA1	HsaEX0011454	Exon	-16.700000000000003	DOWN
EME2	HsaINT1012511	Intron	-16.70000000000001	DOWN
MTFR1L	HsaINT0061162	Intron	-16.760000000000005	DOWN
ZNF202	HsaEX0073171	Exon	-16.769999999999996	DOWN
LINC01219	HsaINT1019626	Intron	-16.79	DOWN
TP53I13	HsaEX1041673	Exon	-16.799999999999997	DOWN
NPAS1	HsaINT0115028	Intron	-16.8	DOWN
FAM193B	HsaINT1013118	Intron	-16.8	DOWN
ETFB	HsaINT1047944	Intron	-16.810000000000002	DOWN
LAMA5	HsaINT0090322	Intron	-16.819999999999997	DOWN
KLC2	HsaINT1017494	Intron	-16.82	DOWN
CDC42BPG	HsaINT0031721	Intron	-16.83	DOWN
NLGN4Y	HsaEX1025763	Exon	-16.849999999999994	DOWN
GARNL3	HsaEX0027044	Exon	-16.86	DOWN
LINC01806	HsaEX0000987	Exon	-16.86999999999999	DOWN
SYN3	HsaINT0162527	Intron	-16.87	DOWN
L3MBTL1	HsaINT0089927	Intron	-16.9	DOWN
CHRD	HsaINT0035110	Intron	-16.910000000000004	DOWN
ANKMY1	HsaINT0008350	Intron	-16.919999999999995	DOWN
GRB14	HsaEX1016095	Exon	-16.919999999999998	DOWN
TMEM175	HsaEX1046678	Exon	-16.919999999999998	DOWN
PFKFB4	HsaINT0123365	Intron	-16.919999999999998	DOWN
HID1	HsaINT0021283	Intron	-16.939999999999998	DOWN
LINC02193	HsaINT1021699	Intron	-16.939999999999998	DOWN
METTL26	HsaEX0009601	Exon	-16.940000000000005	DOWN
RNF149	HsaEX0053923	Exon	-16.959999999999997	DOWN
MIOS	HsaINT0103077	Intron	-16.96	DOWN
ORC2	HsaINT0118438	Intron	-16.96	DOWN
POLM	HsaINT0129090	Intron	-16.96	DOWN
PISD	HsaEX0047731	Exon	-16.97	DOWN
MYO9A	HsaEX0041284	Exon	-16.979999999999997	DOWN
TBX6	HsaINT0164753	Intron	-16.980000000000004	DOWN
C2CD2L	HsaINT0023307	Intron	-17.03	DOWN
RAB17	HsaINT0135985	Intron	-17.04	DOWN
CNTD2	HsaINT1007991	Intron	-17.04	DOWN
XRRA1	HsaEX0071890	Exon	-17.060000000000002	DOWN
CNIH2	HsaINT0037075	Intron	-17.07	DOWN
SFR1	HsaINT1041401	Intron	-17.08	DOWN
PPP1R12C	HsaALTA0006603-1/2	Alt. Acceptor	-17.089999999999996	DOWN
AL163953.2	HsaINT1003401	Intron	-17.099999999999998	DOWN
DARS-AS1	HsaEX7102732	Exon	-17.1	DOWN
MASP2	HsaINT1022587	Intron	-17.1	DOWN
RP11-141M1.3	HsaEX0054440	Exon	-17.11	DOWN
RASA2	HsaINT0137618	Intron	-17.119999999999997	DOWN
DENND6B	HsaINT0059595	Intron	-17.129999999999995	DOWN
CENPT	HsaINT0033466	Intron	-17.14	DOWN
TLCD2	HsaEX0065062	Exon	-17.150000000000006	DOWN
BRD1	HsaINT0018481	Intron	-17.16	DOWN
MYO9B	HsaINT1024326	Intron	-17.160000000000004	DOWN
CCDC24	HsaEX0013183	Exon	-17.169999999999987	DOWN
ISYNA1	HsaINT1016809	Intron	-17.17	DOWN
ZKSCAN5	HsaINT0185876	Intron	-17.18	DOWN
AGBL3	HsaINT0005458	Intron	-17.190000000000005	DOWN
ADAM22	HsaEX0002313	Exon	-17.2	DOWN
MMP17	HsaINT0103976	Intron	-17.2	DOWN
UBE3B	HsaALTD0006990-3/3	Alt. Donor	-17.21	DOWN
NCBP2	HsaALTD0004197-3/3	Alt. Donor	-17.210000000000008	DOWN
LIN7B	HsaINT0092105	Intron	-17.23	DOWN
PLEKHG5	HsaEX1028524	Exon	-17.24	DOWN
MROH2A	HsaINT1023429	Intron	-17.24	DOWN
NLRC5	HsaINT0113967	Intron	-17.240000000000002	DOWN
EHBP1L1	HsaEX0021841	Exon	-17.249999999999993	DOWN
TMEM251	HsaALTD1054073-2/2	Alt. Donor	-17.290000000000006	DOWN
RHPN1	HsaINT0140582	Intron	-17.3	DOWN
AMDHD2	HsaINT0007578	Intron	-17.310000000000002	DOWN
C9orf3	HsaEX0011660	Exon	-17.349999999999994	DOWN
AP003068.23	HsaINT1004112	Intron	-17.349999999999998	DOWN
NFKBID	HsaINT0113164	Intron	-17.36	DOWN
FBN3	HsaEX0025111	Exon	-17.39	DOWN
BGLAP	HsaINT0017605	Intron	-17.41	DOWN
DPM2	HsaINT0051723	Intron	-17.43	DOWN
USP19	HsaINT0178651	Intron	-17.43	DOWN
SMC5-AS1	HsaINT1042392	Intron	-17.44	DOWN
WBSCR27	HsaEX0070881	Exon	-17.450000000000003	DOWN
ZNF692	HsaINT0188138	Intron	-17.450000000000003	DOWN
LINC00869	HsaEX1020259	Exon	-17.46	DOWN
PPP6R2	HsaINT0131120	Intron	-17.46	DOWN
IKZF4	HsaEX0031276	Exon	-17.499999999999996	DOWN
CYP2D6	HsaINT1010486	Intron	-17.5	DOWN
ECHDC2	HsaEX0021508	Exon	-17.51	DOWN
RBM5	HsaINT0138606	Intron	-17.520000000000003	DOWN
WDR97	HsaINT0087275	Intron	-17.53	DOWN
PAQR6	HsaINT1026128	Intron	-17.549999999999997	DOWN
ABCA7	HsaINT0000824	Intron	-17.559999999999995	DOWN
PLXNC1	HsaEX0048601	Exon	-17.560000000000002	DOWN
TAF1C	HsaINT0163430	Intron	-17.569999999999993	DOWN
CCDC66	HsaINT0029825	Intron	-17.59	DOWN
CDKL3	HsaEX0014385	Exon	-17.590000000000003	DOWN
MROH2A	HsaINT1023458	Intron	-17.61	DOWN
AC091729.9	HsaALTA1058114-2/2	Alt. Acceptor	-17.619999999999997	DOWN
PLEKHA6	HsaINT0127217	Intron	-17.620000000000005	DOWN
OSER1-AS1	HsaEX0055388	Exon	-17.63	DOWN
OPLAH	HsaALTD1052174-1/5	Alt. Donor	-17.630000000000003	DOWN
METTL12	HsaALTA1056958-2/3	Alt. Acceptor	-17.65	DOWN
DNAJC5	HsaEX0020352	Exon	-17.650000000000002	DOWN
TTC32	HsaINT0174384	Intron	-17.650000000000002	DOWN
LYRM1	HsaINT1022298	Intron	-17.67	DOWN
P3H3	HsaINT1025993	Intron	-17.700000000000003	DOWN
IFFO1	HsaINT1016168	Intron	-17.71	DOWN
KLHL17	HsaALTA1052286-2/4	Alt. Acceptor	-17.739999999999995	DOWN
SHANK3	HsaINT0149547	Intron	-17.739999999999995	DOWN
SRPX2	HsaEX0061775	Exon	-17.75	DOWN
IZUMO4	HsaINT0083505	Intron	-17.8	DOWN
TROAP	HsaINT0172907	Intron	-17.800000000000004	DOWN
PHLDB3	HsaINT1026845	Intron	-17.81	DOWN
MBD1	HsaINT1022615	Intron	-17.84	DOWN
QRICH2	HsaINT0135771	Intron	-17.85	DOWN
CD27-AS1	HsaINT1006848	Intron	-17.85	DOWN
CCDC40	HsaINT0029582	Intron	-17.88	DOWN
RP11-588H23.3	HsaEX1034240	Exon	-17.89999999999999	DOWN
EPO	HsaALTD1018608-1/2	Alt. Donor	-17.91	DOWN
ITGA10	HsaINT1016833	Intron	-17.91	DOWN
RP5-1050D4.5	HsaINT1039890	Intron	-17.929999999999993	DOWN
PDE9A	HsaEX0046318	Exon	-17.939999999999998	DOWN
SFI1	HsaINT0148624	Intron	-17.940000000000005	DOWN
FAAH2	HsaEX1013726	Exon	-17.95	DOWN
RP13-314C10.5	HsaEX1035115	Exon	-17.980000000000004	DOWN
FTCD	HsaINT0066443	Intron	-17.990000000000002	DOWN
SVIP	HsaEX7005871	Exon	-18.010000000000005	DOWN
FASTKD3	HsaINT1013371	Intron	-18.03	DOWN
CATSPER2	HsaEX0012656	Exon	-18.049999999999997	DOWN
AC074286.1	HsaEX1002135	Exon	-18.08	DOWN
CLASRP	HsaINT0035787	Intron	-18.08	DOWN
SNX22	HsaINT0156353	Intron	-18.08	DOWN
RP3-326I13.1	HsaALTA1057474-1/2	Alt. Acceptor	-18.1	DOWN
MICALL2	HsaINT0102934	Intron	-18.110000000000003	DOWN
VGLL4	HsaEX0070334	Exon	-18.130000000000003	DOWN
N4BP2L2	HsaINT1024357	Intron	-18.15	DOWN
LINC01138	HsaALTA1062780-2/2	Alt. Acceptor	-18.159999999999997	DOWN
CHD9	HsaEX0015115	Exon	-18.16	DOWN
AP3M2	HsaINT0010203	Intron	-18.16	DOWN
AGER	HsaINT1003178	Intron	-18.160000000000004	DOWN
TMPRSS6	HsaALTA1051909-2/2	Alt. Acceptor	-18.169999999999998	DOWN
CHRD	HsaINT0035117	Intron	-18.2	DOWN
BMPR1A	HsaEX0008235	Exon	-18.220000000000013	DOWN
RNPC3	HsaINT1029528	Intron	-18.23	DOWN
ACER3	HsaEX0001915	Exon	-18.230000000000004	DOWN
GLI4	HsaINT0069496	Intron	-18.240000000000002	DOWN
RP3-460G2.2	HsaEX0055245	Exon	-18.259999999999998	DOWN
PPP1R3E	HsaINT0130703	Intron	-18.27	DOWN
LINC01819	HsaEX0001123	Exon	-18.28	DOWN
DCST1-AS1	HsaEX1011134	Exon	-18.299999999999997	DOWN
AGER	HsaINT1003175	Intron	-18.31	DOWN
PLXNB3	HsaINT0128115	Intron	-18.32	DOWN
SRCIN1	HsaINT0158799	Intron	-18.32	DOWN
CDC42BPG	HsaEX0014073	Exon	-18.349999999999994	DOWN
ZNF213-AS1	HsaINT1047332	Intron	-18.35	DOWN
FARP2	HsaINT0062022	Intron	-18.36	DOWN
INPP5E	HsaINT0080996	Intron	-18.36	DOWN
SERPINA4	HsaINT0147996	Intron	-18.369999999999997	DOWN
ZKSCAN7	HsaEX0073097	Exon	-18.389999999999993	DOWN
RNF207	HsaINT0141554	Intron	-18.39	DOWN
COASY	HsaEX0016142	Exon	-18.4	DOWN
GARNL3	HsaINT0067763	Intron	-18.46	DOWN
NAIP	HsaINT1024409	Intron	-18.499999999999996	DOWN
FAM229A	HsaINT0092722	Intron	-18.5	DOWN
HIST1H2AC	HsaALTD1038573-2/2	Alt. Donor	-18.519999999999996	DOWN
CGN	HsaINT0034256	Intron	-18.52	DOWN
ZNF839	HsaINT0188529	Intron	-18.53	DOWN
MYO18A	HsaALTD1054206-2/3	Alt. Donor	-18.559999999999995	DOWN
FMNL2	HsaINT0065139	Intron	-18.560000000000002	DOWN
RHPN1	HsaINT0140585	Intron	-18.58	DOWN
PRELID2	HsaEX0049988	Exon	-18.61	DOWN
ZNF180	HsaEX0073116	Exon	-18.61	DOWN
BTBD16	HsaEX0008633	Exon	-18.61999999999999	DOWN
FIGNL1	HsaINT1013657	Intron	-18.63	DOWN
CASKIN1	HsaINT0027976	Intron	-18.630000000000003	DOWN
EBP	HsaALTA0002725-1/2	Alt. Acceptor	-18.64	DOWN
TOGARAM1	HsaINT0060395	Intron	-18.64	DOWN
RWDD3	HsaINT1040748	Intron	-18.64	DOWN
TEPSIN	HsaEX0009771	Exon	-18.65	DOWN
CRTC1	HsaINT1008458	Intron	-18.65	DOWN
PLXNB3	HsaINT0128113	Intron	-18.659999999999997	DOWN
PCSK4	HsaINT1026357	Intron	-18.67	DOWN
RP11-111M22.3	HsaINT1030366	Intron	-18.689999999999998	DOWN
FURIN	HsaINT0066611	Intron	-18.72	DOWN
EXO5	HsaINT0046670	Intron	-18.72999999999999	DOWN
STARD9	HsaEX0062310	Exon	-18.730000000000004	DOWN
MSI2	HsaEX0040317	Exon	-18.739999999999995	DOWN
QRICH2	HsaEX0051480	Exon	-18.739999999999995	DOWN
EXD3	HsaINT0058588	Intron	-18.740000000000002	DOWN
PLEKHN1	HsaINT0127528	Intron	-18.740000000000002	DOWN
DNAH17	HsaEX6025154	Exon	-18.74000000000001	DOWN
EIF4A2	HsaINT0055203	Intron	-18.759999999999998	DOWN
NCAPH2	HsaALTA0005586-3/3	Alt. Acceptor	-18.78	DOWN
PTCH2	HsaINT1028396	Intron	-18.79	DOWN
FANCD2	HsaEX0024751	Exon	-18.790000000000006	DOWN
ZNRD1	HsaINT1047721	Intron	-18.799999999999997	DOWN
RP11-706O15.1	HsaINT1037579	Intron	-18.8	DOWN
BCS1L	HsaINT1005126	Intron	-18.810000000000002	DOWN
UNKL	HsaINT0178028	Intron	-18.83	DOWN
GIGYF1	HsaALTD1026060-2/2	Alt. Donor	-18.830000000000013	DOWN
RP11-539L10.3	HsaALTA1060484-2/2	Alt. Acceptor	-18.85	DOWN
TRMT13	HsaINT0029938	Intron	-18.85	DOWN
PHKA2	HsaINT0124209	Intron	-18.869999999999997	DOWN
PLEKHN1	HsaEX0048428	Exon	-18.870000000000005	DOWN
MZF1	HsaINT0109445	Intron	-18.879999999999995	DOWN
SLC2A4	HsaINT0152327	Intron	-18.89	DOWN
TMEM161B-AS1	HsaEX0017695	Exon	-18.909999999999997	DOWN
NA	HsaEX0054842	Exon	-18.909999999999997	DOWN
MAP3K6	HsaINT0099233	Intron	-18.909999999999997	DOWN
DYRK1B	HsaINT0053334	Intron	-18.930000000000003	DOWN
THEM4	HsaEX0064821	Exon	-18.939999999999998	DOWN
WDR20	HsaEX0070998	Exon	-18.950000000000003	DOWN
HIVEP2	HsaEX1016846	Exon	-18.959999999999994	DOWN
LYSMD4	HsaINT0097966	Intron	-18.96	DOWN
SGK494	HsaINT0149000	Intron	-18.96	DOWN
NCKAP5L	HsaINT0111141	Intron	-18.960000000000004	DOWN
CUL9	HsaINT0043466	Intron	-18.97	DOWN
MOGAT2	HsaINT0104261	Intron	-18.989999999999995	DOWN
NPSR1-AS1	HsaEX1026058	Exon	-18.990000000000002	DOWN
APOA5	HsaALTA1015655-2/3	Alt. Acceptor	-19	DOWN
NIN	HsaEX0042924	Exon	-19	DOWN
PORCN	HsaEX0049199	Exon	-19.009999999999998	DOWN
ADGRV1	HsaEX6099033	Exon	-19.010000000000005	DOWN
TMPRSS9	HsaALTD1038066-4/4	Alt. Donor	-19.020000000000003	DOWN
PHF11	HsaINT0123878	Intron	-19.03	DOWN
MROH6	HsaEX0011561	Exon	-19.039999999999992	DOWN
EPOR	HsaINT0057233	Intron	-19.04	DOWN
LRRC24	HsaEX1022207	Exon	-19.040000000000006	DOWN
SLC22A18	HsaALTA1015777-1/3	Alt. Acceptor	-19.07	DOWN
KCP	HsaINT0084791	Intron	-19.09	DOWN
CASKIN1	HsaINT0027974	Intron	-19.1	DOWN
CASC19	HsaEX1007065	Exon	-19.119999999999997	DOWN
BRPF1	HsaALTA0000995-1/2	Alt. Acceptor	-19.120000000000005	DOWN
THUMPD3-AS1	HsaINT1044241	Intron	-19.140000000000004	DOWN
NUDT17	HsaINT1025448	Intron	-19.16	DOWN
RP5-894A10.2	HsaINT1040109	Intron	-19.18	DOWN
BCL2L1	HsaALTD1035720-1/4	Alt. Donor	-19.180000000000007	DOWN
RP11-675F6.4	HsaINT1037294	Intron	-19.210000000000008	DOWN
SEC22C	HsaEX0056867	Exon	-19.239999999999995	DOWN
ABCC3	HsaINT0001234	Intron	-19.28	DOWN
DGKA	HsaEX0019383	Exon	-19.289999999999992	DOWN
NFKBID	HsaINT0113163	Intron	-19.299999999999997	DOWN
TYMP	HsaALTD1001498-1/3	Alt. Donor	-19.33	DOWN
ENO2	HsaINT0056280	Intron	-19.330000000000002	DOWN
SEM1	HsaEX6009122	Exon	-19.34	DOWN
CYP4F26P	HsaEX1010903	Exon	-19.340000000000003	DOWN
HNRNPA2B1	HsaEX0030281	Exon	-19.35	DOWN
CDKL3	HsaEX0014390	Exon	-19.36	DOWN
CTD-3184A7.4	HsaINT1010288	Intron	-19.36	DOWN
CTC-338M12.5	HsaEX0017690	Exon	-19.370000000000005	DOWN
CD79A	HsaALTD0001281-2/4	Alt. Donor	-19.38	DOWN
RP11-727A23.5	HsaINT1037745	Intron	-19.4	DOWN
LINC01473	HsaEX0001449	Exon	-19.430000000000007	DOWN
IFFO1	HsaINT0078868	Intron	-19.440000000000005	DOWN
TMEM175	HsaINT0168692	Intron	-19.449999999999996	DOWN
PRKAR1B	HsaINT1028004	Intron	-19.450000000000003	DOWN
KLHL17	HsaINT0088646	Intron	-19.459999999999997	DOWN
RECQL5	HsaINT1029105	Intron	-19.46	DOWN
ZNF32	HsaALTD0007421-1/8	Alt. Donor	-19.480000000000004	DOWN
ITSN2	HsaALTD1042796-1/2	Alt. Donor	-19.49	DOWN
RNF167	HsaALTA1014895-2/2	Alt. Acceptor	-19.499999999999993	DOWN
RP11-252E2.2	HsaEX1032649	Exon	-19.549999999999997	DOWN
PIP5K1A	HsaALTD1024805-1/2	Alt. Donor	-19.560000000000002	DOWN
GATA2	HsaINT1014211	Intron	-19.560000000000002	DOWN
APOA2	HsaALTD0000400-1/2	Alt. Donor	-19.59	DOWN
CAMTA2	HsaINT0027217	Intron	-19.609999999999996	DOWN
FANCL	HsaINT0061911	Intron	-19.619999999999997	DOWN
CROCC	HsaINT1008418	Intron	-19.620000000000005	DOWN
NISCH	HsaINT0113699	Intron	-19.63	DOWN
TMEM9B-AS1	HsaINT1044618	Intron	-19.66	DOWN
CCDC120	HsaINT0028872	Intron	-19.68	DOWN
LINC01089	HsaINT0094044	Intron	-19.72	DOWN
USP45	HsaEX0069928	Exon	-19.739999999999995	DOWN
OSBPL7	HsaINT0118703	Intron	-19.75	DOWN
MKNK2	HsaEX0039398	Exon	-19.76	DOWN
USP10	HsaEX0069569	Exon	-19.780000000000005	DOWN
AMPD2	HsaINT0007724	Intron	-19.790000000000003	DOWN
MROH2A	HsaINT1023461	Intron	-19.799999999999997	DOWN
ZDHHC8	HsaINT0185295	Intron	-19.810000000000002	DOWN
NUDCD2	HsaALTD0004432-1/2	Alt. Donor	-19.819999999999993	DOWN
ZBED9	HsaINT1047057	Intron	-19.82	DOWN
CBARP	HsaINT0021694	Intron	-19.83	DOWN
THUMPD3-AS1	HsaINT1044242	Intron	-19.85	DOWN
SIN3A	HsaEX0058351	Exon	-19.86	DOWN
DHRS1	HsaINT0047509	Intron	-19.86	DOWN
IRAK4	HsaINT0081989	Intron	-19.86	DOWN
PTCH2	HsaINT0133900	Intron	-19.86	DOWN
TMEM106A	HsaINT0168242	Intron	-19.86	DOWN
FTCD	HsaINT0066449	Intron	-19.879999999999995	DOWN
NSRP1	HsaINT0029707	Intron	-19.89	DOWN
APBB3	HsaINT0010375	Intron	-19.9	DOWN
SELENOO	HsaINT0147161	Intron	-19.9	DOWN
